supplier_id,supplier_name,lead_time_days,Total_Sales
S02239,"Dufil Prima Foods 2239",3,490586.20
S01876,"Dufil Prima Foods 1876",2,489501.60
S02506,"Flour Mills Nigeria 2506",10,489172.60
S08040,"Dufil Prima Foods 8040",7,489015.20
S06829,"Dufil Prima Foods 6829",13,488984.00
S02546,"Nestle Nigeria 2546",8,488678.88
S06940,"Flour Mills Nigeria 6940",5,488552.32
S03950,"Flour Mills Nigeria 3950",12,488498.00
S00148,"Dangote Sugar 148",3,488395.05
S01796,"Flour Mills Nigeria 1796",10,488054.92
S01377,"Nestle Nigeria 1377",10,487331.82
S07393,"Flour Mills Nigeria 7393",11,486679.20
S05882,"Flour Mills Nigeria 5882",7,486522.05
S04754,"Flour Mills Nigeria 4754",10,486518.06
S02554,"Nestle Nigeria 2554",11,486312.00
S09837,"Nestle Nigeria 9837",13,486066.33
S03864,"Flour Mills Nigeria 3864",13,485492.98
S09586,"Dangote Sugar 9586",14,485491.78
S00688,"Flour Mills Nigeria 688",14,483141.00
S03995,"Dufil Prima Foods 3995",14,483077.20
S03590,"Flour Mills Nigeria 3590",6,482720.86
S07223,"Dufil Prima Foods 7223",2,482394.60
S02005,"Dangote Sugar 2005",12,482240.85
S00218,"Flour Mills Nigeria 218",1,482023.16
S08875,"Nestle Nigeria 8875",1,481564.10
S04474,"Nestle Nigeria 4474",11,480593.28
S07041,"Nestle Nigeria 7041",14,480410.88
S05233,"Dufil Prima Foods 5233",5,480383.28
S03129,"Dangote Sugar 3129",12,480107.06
S04042,"Flour Mills Nigeria 4042",2,479888.24
S05794,"Nestle Nigeria 5794",5,479686.56
S00529,"Dufil Prima Foods 529",4,479675.58
S07550,"Flour Mills Nigeria 7550",12,479401.41
S04503,"Flour Mills Nigeria 4503",13,479175.11
S00063,"Nestle Nigeria 63",1,478904.64
S09379,"Flour Mills Nigeria 9379",3,478778.42
S09850,"Flour Mills Nigeria 9850",14,477828.60
S08379,"Dufil Prima Foods 8379",6,477483.23
S07953,"Dufil Prima Foods 7953",10,477423.68
S01130,"Dufil Prima Foods 1130",9,477223.40
S05924,"Dangote Sugar 5924",1,477101.26
S00195,"Dufil Prima Foods 195",10,476755.80
S00640,"Dufil Prima Foods 640",14,476685.72
S01334,"Dufil Prima Foods 1334",10,475832.70
S04020,"Dangote Sugar 4020",4,475729.74
S06460,"Dufil Prima Foods 6460",11,475607.70
S05710,"Flour Mills Nigeria 5710",5,475552.98
S07809,"Flour Mills Nigeria 7809",4,475325.81
S05474,"Dufil Prima Foods 5474",2,474963.57
S08979,"Flour Mills Nigeria 8979",14,474862.50
S00322,"Flour Mills Nigeria 322",10,474236.84
S06006,"Dufil Prima Foods 6006",8,474204.90
S08085,"Nestle Nigeria 8085",12,473618.00
S05602,"Dangote Sugar 5602",9,473306.75
S07383,"Dangote Sugar 7383",6,473134.77
S00300,"Nestle Nigeria 300",10,473125.65
S08551,"Dangote Sugar 8551",3,473034.66
S01038,"Nestle Nigeria 1038",8,472886.18
S02382,"Flour Mills Nigeria 2382",10,472818.42
S08157,"Dangote Sugar 8157",3,472772.64
S08124,"Dufil Prima Foods 8124",12,472613.14
S01577,"Dangote Sugar 1577",5,472312.80
S01861,"Flour Mills Nigeria 1861",12,472212.08
S07121,"Nestle Nigeria 7121",3,472198.95
S04138,"Dangote Sugar 4138",6,472080.40
S08761,"Dufil Prima Foods 8761",12,471989.00
S08747,"Nestle Nigeria 8747",13,471834.88
S01492,"Flour Mills Nigeria 1492",9,471542.45
S02066,"Flour Mills Nigeria 2066",13,471166.80
S07456,"Dangote Sugar 7456",1,470841.40
S08668,"Flour Mills Nigeria 8668",14,470704.92
S00310,"Flour Mills Nigeria 310",10,470386.26
S04584,"Dangote Sugar 4584",11,469770.40
S04741,"Nestle Nigeria 4741",6,469694.83
S03687,"Flour Mills Nigeria 3687",11,468741.46
S03458,"Nestle Nigeria 3458",13,467956.32
S05451,"Flour Mills Nigeria 5451",7,467843.69
S04860,"Dangote Sugar 4860",1,467838.70
S02364,"Dangote Sugar 2364",5,467833.78
S02275,"Flour Mills Nigeria 2275",2,467511.22
S03465,"Flour Mills Nigeria 3465",4,467445.60
S08898,"Flour Mills Nigeria 8898",1,467334.36
S06727,"Dangote Sugar 6727",14,467088.72
S09912,"Dufil Prima Foods 9912",10,466187.76
S04061,"Nestle Nigeria 4061",7,465895.20
S05499,"Dangote Sugar 5499",6,465110.08
S06097,"Flour Mills Nigeria 6097",11,464764.08
S01902,"Dangote Sugar 1902",12,464721.76
S07590,"Dufil Prima Foods 7590",3,464131.20
S05953,"Dufil Prima Foods 5953",4,463829.33
S05330,"Flour Mills Nigeria 5330",5,463043.59
S02654,"Flour Mills Nigeria 2654",1,463024.15
S08715,"Dufil Prima Foods 8715",14,462542.34
S09718,"Dangote Sugar 9718",11,461008.37
S03512,"Dangote Sugar 3512",9,460841.76
S05874,"Dufil Prima Foods 5874",14,460647.01
S08255,"Dufil Prima Foods 8255",7,460327.13
S01977,"Dangote Sugar 1977",14,460276.56
S07790,"Nestle Nigeria 7790",1,460169.00
S04611,"Dufil Prima Foods 4611",8,460161.27
S01663,"Dufil Prima Foods 1663",1,459794.27
S02769,"Flour Mills Nigeria 2769",3,459555.78
S08649,"Dufil Prima Foods 8649",6,459553.28
S00823,"Nestle Nigeria 823",12,458579.04
S09835,"Dangote Sugar 9835",9,458297.00
S04525,"Dufil Prima Foods 4525",2,457574.80
S03358,"Dufil Prima Foods 3358",3,456827.28
S01991,"Flour Mills Nigeria 1991",12,456767.90
S00359,"Nestle Nigeria 359",4,456628.00
S05863,"Flour Mills Nigeria 5863",11,456212.16
S08937,"Flour Mills Nigeria 8937",3,455870.10
S03435,"Nestle Nigeria 3435",11,455530.44
S09980,"Flour Mills Nigeria 9980",2,455469.36
S01365,"Flour Mills Nigeria 1365",10,455466.15
S02494,"Dangote Sugar 2494",8,455443.26
S05595,"Dangote Sugar 5595",14,454957.03
S03505,"Dangote Sugar 3505",14,454748.70
S07323,"Dangote Sugar 7323",13,454233.54
S08263,"Flour Mills Nigeria 8263",11,454097.37
S05771,"Flour Mills Nigeria 5771",2,453513.84
S09499,"Dangote Sugar 9499",2,452959.68
S06705,"Flour Mills Nigeria 6705",5,452795.20
S03159,"Nestle Nigeria 3159",3,452036.16
S08382,"Dangote Sugar 8382",6,451371.34
S00455,"Dufil Prima Foods 455",7,450999.05
S03380,"Nestle Nigeria 3380",14,450635.32
S09406,"Nestle Nigeria 9406",11,450363.92
S04392,"Dufil Prima Foods 4392",6,450212.15
S05855,"Dangote Sugar 5855",12,450016.20
S03557,"Nestle Nigeria 3557",4,449974.59
S03868,"Dufil Prima Foods 3868",9,449291.78
S00513,"Dangote Sugar 513",13,449233.72
S02267,"Dufil Prima Foods 2267",2,448806.24
S09973,"Flour Mills Nigeria 9973",1,448525.00
S07251,"Flour Mills Nigeria 7251",12,448376.88
S01917,"Nestle Nigeria 1917",13,448304.67
S07703,"Dufil Prima Foods 7703",14,448150.58
S04838,"Flour Mills Nigeria 4838",1,448115.54
S05621,"Dufil Prima Foods 5621",12,448096.58
S01842,"Dufil Prima Foods 1842",9,448026.80
S05044,"Dufil Prima Foods 5044",3,447309.98
S01521,"Dangote Sugar 1521",13,446907.63
S01877,"Dufil Prima Foods 1877",12,446448.66
S05457,"Flour Mills Nigeria 5457",8,446214.00
S02845,"Flour Mills Nigeria 2845",2,446102.91
S05050,"Dangote Sugar 5050",5,446016.21
S06341,"Dangote Sugar 6341",11,445905.18
S01403,"Dangote Sugar 1403",9,445852.96
S05259,"Nestle Nigeria 5259",3,445666.21
S00546,"Nestle Nigeria 546",4,445621.28
S01271,"Flour Mills Nigeria 1271",11,445349.36
S00025,"Dangote Sugar 25",7,445320.90
S04058,"Nestle Nigeria 4058",6,444982.82
S00448,"Flour Mills Nigeria 448",2,444928.32
S03686,"Dangote Sugar 3686",8,444902.52
S00228,"Nestle Nigeria 228",4,444646.00
S00907,"Dangote Sugar 907",3,444509.01
S02210,"Dangote Sugar 2210",1,444226.98
S05962,"Flour Mills Nigeria 5962",3,443138.76
S01979,"Nestle Nigeria 1979",8,443065.48
S02956,"Dangote Sugar 2956",7,442577.91
S01353,"Dufil Prima Foods 1353",6,442448.25
S09179,"Dufil Prima Foods 9179",1,442258.70
S02116,"Flour Mills Nigeria 2116",3,441746.55
S02209,"Flour Mills Nigeria 2209",3,441647.25
S02242,"Nestle Nigeria 2242",5,440993.26
S00134,"Dangote Sugar 134",4,439135.11
S09703,"Dufil Prima Foods 9703",8,439033.32
S04867,"Dufil Prima Foods 4867",11,438920.62
S05319,"Nestle Nigeria 5319",8,438897.32
S06150,"Dangote Sugar 6150",5,438696.44
S09149,"Dangote Sugar 9149",6,438655.21
S06504,"Dufil Prima Foods 6504",7,438441.05
S02478,"Dufil Prima Foods 2478",2,438283.71
S06565,"Dufil Prima Foods 6565",12,437799.56
S04003,"Flour Mills Nigeria 4003",2,437452.23
S07447,"Flour Mills Nigeria 7447",1,437430.78
S00799,"Flour Mills Nigeria 799",3,437192.70
S06382,"Dangote Sugar 6382",9,436705.50
S00589,"Dangote Sugar 589",9,436702.00
S00940,"Dufil Prima Foods 940",8,436538.58
S05095,"Flour Mills Nigeria 5095",1,435781.76
S08533,"Flour Mills Nigeria 8533",9,435605.00
S09087,"Dangote Sugar 9087",1,435013.55
S03272,"Nestle Nigeria 3272",5,434942.10
S04118,"Nestle Nigeria 4118",12,434854.20
S04436,"Dufil Prima Foods 4436",3,434378.99
S03798,"Flour Mills Nigeria 3798",12,434170.56
S06618,"Flour Mills Nigeria 6618",12,434082.96
S05349,"Dufil Prima Foods 5349",6,433938.34
S09796,"Dufil Prima Foods 9796",11,433546.44
S03544,"Dufil Prima Foods 3544",9,433459.85
S09695,"Flour Mills Nigeria 9695",9,433099.06
S04567,"Nestle Nigeria 4567",2,433063.32
S01608,"Flour Mills Nigeria 1608",8,432894.62
S01339,"Flour Mills Nigeria 1339",2,432720.72
S03753,"Nestle Nigeria 3753",4,432714.18
S09829,"Flour Mills Nigeria 9829",3,432571.07
S08861,"Nestle Nigeria 8861",8,432552.45
S03255,"Flour Mills Nigeria 3255",9,431962.44
S00349,"Flour Mills Nigeria 349",4,431548.90
S05351,"Dangote Sugar 5351",14,431384.24
S08623,"Dufil Prima Foods 8623",1,431312.85
S00426,"Nestle Nigeria 426",2,431124.50
S06640,"Dufil Prima Foods 6640",11,431046.33
S08657,"Flour Mills Nigeria 8657",4,431023.19
S01359,"Nestle Nigeria 1359",8,430312.50
S07513,"Flour Mills Nigeria 7513",14,430172.43
S04368,"Dangote Sugar 4368",2,429956.48
S04725,"Nestle Nigeria 4725",6,429768.54
S00238,"Flour Mills Nigeria 238",13,429648.48
S02136,"Dufil Prima Foods 2136",12,429564.44
S05968,"Flour Mills Nigeria 5968",6,429143.52
S07468,"Nestle Nigeria 7468",3,428855.24
S09963,"Nestle Nigeria 9963",9,428699.39
S01374,"Dangote Sugar 1374",11,428537.14
S02647,"Flour Mills Nigeria 2647",2,428321.60
S07722,"Dufil Prima Foods 7722",12,427874.85
S01393,"Nestle Nigeria 1393",1,426949.20
S09099,"Nestle Nigeria 9099",4,425595.24
S03806,"Nestle Nigeria 3806",3,424779.94
S08372,"Dufil Prima Foods 8372",6,423974.40
S08661,"Dangote Sugar 8661",12,423925.32
S01282,"Dufil Prima Foods 1282",7,423446.79
S04740,"Flour Mills Nigeria 4740",5,423375.58
S05186,"Dufil Prima Foods 5186",6,422504.50
S06711,"Nestle Nigeria 6711",12,421584.50
S02636,"Nestle Nigeria 2636",5,421374.60
S03300,"Dufil Prima Foods 3300",12,421361.28
S07506,"Dangote Sugar 7506",1,421306.55
S03098,"Nestle Nigeria 3098",7,420996.73
S03479,"Dufil Prima Foods 3479",14,420876.55
S07960,"Dufil Prima Foods 7960",14,420548.89
S01297,"Dufil Prima Foods 1297",6,420224.60
S07276,"Dangote Sugar 7276",13,419974.29
S09250,"Flour Mills Nigeria 9250",6,419796.74
S07774,"Flour Mills Nigeria 7774",4,419713.14
S07754,"Flour Mills Nigeria 7754",5,419702.04
S03788,"Dangote Sugar 3788",11,419486.04
S07716,"Flour Mills Nigeria 7716",1,419227.20
S00897,"Flour Mills Nigeria 897",7,419059.78
S09422,"Dangote Sugar 9422",13,418670.46
S09566,"Dufil Prima Foods 9566",13,418469.76
S05637,"Dufil Prima Foods 5637",3,418360.32
S04001,"Dangote Sugar 4001",2,418036.08
S02202,"Dufil Prima Foods 2202",4,417960.18
S05564,"Nestle Nigeria 5564",11,417921.72
S04113,"Dangote Sugar 4113",4,417840.08
S07779,"Dangote Sugar 7779",2,417677.00
S06895,"Nestle Nigeria 6895",6,417411.41
S00471,"Dangote Sugar 471",5,417402.44
S04115,"Dangote Sugar 4115",8,416916.76
S03572,"Flour Mills Nigeria 3572",13,416833.50
S06521,"Dufil Prima Foods 6521",4,416334.88
S06961,"Dufil Prima Foods 6961",11,416117.76
S00330,"Nestle Nigeria 330",10,416093.44
S02720,"Flour Mills Nigeria 2720",14,415639.62
S03006,"Dangote Sugar 3006",10,415186.74
S04738,"Dangote Sugar 4738",9,415177.36
S09709,"Nestle Nigeria 9709",4,414250.12
S06791,"Nestle Nigeria 6791",8,414072.36
S02387,"Dangote Sugar 2387",10,413585.65
S09077,"Dufil Prima Foods 9077",14,412803.18
S05919,"Dufil Prima Foods 5919",6,412488.93
S02713,"Nestle Nigeria 2713",3,412278.24
S07557,"Dangote Sugar 7557",8,412223.25
S09337,"Dangote Sugar 9337",4,411463.78
S00697,"Dangote Sugar 697",1,410814.52
S01939,"Flour Mills Nigeria 1939",10,410712.38
S09040,"Dufil Prima Foods 9040",1,410449.40
S03403,"Dangote Sugar 3403",10,410187.14
S02426,"Flour Mills Nigeria 2426",10,409785.90
S00424,"Nestle Nigeria 424",3,409646.70
S06323,"Flour Mills Nigeria 6323",3,409385.14
S01638,"Nestle Nigeria 1638",8,409094.10
S08243,"Nestle Nigeria 8243",13,408252.00
S03998,"Dufil Prima Foods 3998",1,407785.14
S02236,"Flour Mills Nigeria 2236",12,407770.08
S06628,"Flour Mills Nigeria 6628",14,407701.24
S04819,"Nestle Nigeria 4819",7,407500.64
S09993,"Dangote Sugar 9993",13,407419.05
S00179,"Flour Mills Nigeria 179",12,407230.38
S00202,"Dangote Sugar 202",3,407205.27
S03866,"Flour Mills Nigeria 3866",2,406991.16
S00095,"Dangote Sugar 95",5,406625.94
S00738,"Nestle Nigeria 738",7,406583.60
S00719,"Dufil Prima Foods 719",5,406498.47
S01066,"Flour Mills Nigeria 1066",13,406435.83
S00057,"Dufil Prima Foods 57",6,406316.80
S04914,"Flour Mills Nigeria 4914",1,406081.71
S09638,"Nestle Nigeria 9638",14,405969.30
S00481,"Flour Mills Nigeria 481",2,405960.87
S07444,"Dufil Prima Foods 7444",2,405893.04
S01716,"Dufil Prima Foods 1716",6,405209.00
S05213,"Dangote Sugar 5213",9,404723.44
S09877,"Nestle Nigeria 9877",5,404648.28
S06007,"Nestle Nigeria 6007",11,404546.15
S02455,"Nestle Nigeria 2455",3,404523.36
S00793,"Dufil Prima Foods 793",7,404510.82
S06159,"Flour Mills Nigeria 6159",13,404406.60
S04312,"Dangote Sugar 4312",14,404147.59
S06391,"Flour Mills Nigeria 6391",4,404000.52
S09295,"Nestle Nigeria 9295",11,404000.48
S08170,"Nestle Nigeria 8170",12,403848.20
S09936,"Dufil Prima Foods 9936",13,403769.60
S04389,"Dufil Prima Foods 4389",2,403701.46
S06142,"Dangote Sugar 6142",6,403632.18
S02960,"Dufil Prima Foods 2960",12,403484.48
S01158,"Dangote Sugar 1158",10,403100.72
S02871,"Dufil Prima Foods 2871",2,403059.30
S09157,"Dangote Sugar 9157",3,402557.93
S01193,"Dufil Prima Foods 1193",1,402453.54
S04968,"Nestle Nigeria 4968",2,402029.60
S01068,"Flour Mills Nigeria 1068",14,401628.53
S00016,"Nestle Nigeria 16",2,401153.76
S03691,"Nestle Nigeria 3691",9,400499.20
S03123,"Nestle Nigeria 3123",3,400467.75
S04849,"Nestle Nigeria 4849",13,400408.40
S08914,"Dangote Sugar 8914",7,399507.48
S01487,"Dangote Sugar 1487",6,399386.80
S06998,"Nestle Nigeria 6998",12,398892.32
S05487,"Flour Mills Nigeria 5487",11,398720.19
S08391,"Nestle Nigeria 8391",6,398631.00
S00791,"Flour Mills Nigeria 791",2,397361.04
S01372,"Dangote Sugar 1372",1,396303.30
S05787,"Dufil Prima Foods 5787",10,395991.60
S03364,"Flour Mills Nigeria 3364",7,395667.52
S07862,"Flour Mills Nigeria 7862",6,395225.46
S09154,"Dangote Sugar 9154",14,395055.20
S04499,"Dufil Prima Foods 4499",2,394593.97
S07948,"Flour Mills Nigeria 7948",4,394217.46
S06056,"Dangote Sugar 6056",13,393354.27
S00080,"Dangote Sugar 80",5,393207.00
S09682,"Dufil Prima Foods 9682",3,392574.54
S08825,"Nestle Nigeria 8825",7,391153.95
S08223,"Dufil Prima Foods 8223",5,390913.81
S04626,"Flour Mills Nigeria 4626",2,390358.54
S06859,"Dangote Sugar 6859",11,390232.80
S09724,"Flour Mills Nigeria 9724",12,390120.48
S03203,"Flour Mills Nigeria 3203",8,389717.10
S05329,"Dangote Sugar 5329",1,387906.02
S04236,"Dangote Sugar 4236",11,387262.85
S02847,"Nestle Nigeria 2847",7,386963.45
S09510,"Dangote Sugar 9510",5,386333.17
S09407,"Dufil Prima Foods 9407",1,385740.71
S00836,"Flour Mills Nigeria 836",7,385493.25
S04793,"Flour Mills Nigeria 4793",7,385362.30
S06292,"Dangote Sugar 6292",4,385357.18
S00707,"Nestle Nigeria 707",6,384697.80
S08312,"Nestle Nigeria 8312",13,384407.70
S08250,"Dangote Sugar 8250",11,384212.08
S02698,"Nestle Nigeria 2698",1,383869.86
S07477,"Dufil Prima Foods 7477",11,383330.40
S02545,"Dufil Prima Foods 2545",11,383261.58
S06190,"Dangote Sugar 6190",13,382211.52
S01062,"Nestle Nigeria 1062",6,382169.16
S04180,"Flour Mills Nigeria 4180",6,381640.14
S09329,"Dangote Sugar 9329",13,381620.85
S08913,"Dangote Sugar 8913",13,381478.80
S07149,"Flour Mills Nigeria 7149",2,381281.36
S02359,"Dufil Prima Foods 2359",13,380921.58
S06994,"Flour Mills Nigeria 6994",3,379995.70
S08635,"Dufil Prima Foods 8635",13,379730.00
S05410,"Dangote Sugar 5410",6,379631.00
S06661,"Nestle Nigeria 6661",3,379150.08
S05326,"Nestle Nigeria 5326",3,378605.98
S07858,"Flour Mills Nigeria 7858",8,377813.74
S07234,"Flour Mills Nigeria 7234",4,377723.28
S07524,"Dufil Prima Foods 7524",2,377638.04
S01322,"Nestle Nigeria 1322",14,377115.82
S01769,"Dufil Prima Foods 1769",12,377005.65
S08678,"Dufil Prima Foods 8678",4,376196.20
S07068,"Flour Mills Nigeria 7068",11,375763.68
S09017,"Dangote Sugar 9017",8,374842.80
S09994,"Nestle Nigeria 9994",2,374573.58
S07634,"Dangote Sugar 7634",10,374559.13
S01406,"Flour Mills Nigeria 1406",6,374309.36
S01477,"Flour Mills Nigeria 1477",7,374228.10
S05320,"Dufil Prima Foods 5320",7,373734.54
S02252,"Nestle Nigeria 2252",12,373672.80
S07200,"Nestle Nigeria 7200",5,372729.42
S06294,"Dangote Sugar 6294",1,372364.59
S09482,"Nestle Nigeria 9482",3,372353.90
S05135,"Dufil Prima Foods 5135",4,372045.24
S06795,"Dangote Sugar 6795",3,371617.85
S07053,"Flour Mills Nigeria 7053",10,371537.89
S07999,"Nestle Nigeria 7999",4,371372.04
S07210,"Nestle Nigeria 7210",7,371098.16
S06777,"Dufil Prima Foods 6777",13,370928.80
S02997,"Flour Mills Nigeria 2997",4,370925.10
S08387,"Flour Mills Nigeria 8387",10,370600.89
S01349,"Flour Mills Nigeria 1349",9,370177.56
S09340,"Dufil Prima Foods 9340",5,369242.64
S09774,"Nestle Nigeria 9774",11,369189.28
S07413,"Nestle Nigeria 7413",12,368385.42
S01352,"Dangote Sugar 1352",12,368213.54
S07741,"Flour Mills Nigeria 7741",6,368205.11
S04585,"Dufil Prima Foods 4585",5,368089.43
S09608,"Dangote Sugar 9608",4,367694.16
S03559,"Flour Mills Nigeria 3559",6,367316.29
S00304,"Dangote Sugar 304",6,367057.86
S02424,"Dangote Sugar 2424",3,366824.40
S04110,"Dangote Sugar 4110",2,366309.24
S03988,"Dufil Prima Foods 3988",13,366021.26
S00479,"Dufil Prima Foods 479",11,365819.04
S00329,"Flour Mills Nigeria 329",8,365658.72
S06342,"Dufil Prima Foods 6342",6,365561.07
S04323,"Nestle Nigeria 4323",3,365437.80
S04682,"Dangote Sugar 4682",2,365419.40
S03415,"Flour Mills Nigeria 3415",6,365408.20
S09623,"Dangote Sugar 9623",4,365076.18
S02905,"Dufil Prima Foods 2905",5,364887.60
S04957,"Nestle Nigeria 4957",3,364886.34
S05618,"Nestle Nigeria 5618",4,364794.72
S08384,"Flour Mills Nigeria 8384",11,364529.40
S08506,"Nestle Nigeria 8506",10,364475.60
S08279,"Dangote Sugar 8279",12,364348.60
S03427,"Dangote Sugar 3427",13,364262.40
S06180,"Nestle Nigeria 6180",9,363535.00
S09057,"Dangote Sugar 9057",2,363435.25
S01879,"Dangote Sugar 1879",14,362808.36
S04699,"Flour Mills Nigeria 4699",9,362801.16
S01543,"Dangote Sugar 1543",3,362420.77
S09686,"Flour Mills Nigeria 9686",4,362189.76
S09555,"Nestle Nigeria 9555",12,361923.36
S07480,"Flour Mills Nigeria 7480",4,361904.08
S05036,"Flour Mills Nigeria 5036",13,361843.98
S03712,"Flour Mills Nigeria 3712",2,361635.68
S08784,"Flour Mills Nigeria 8784",5,361526.22
S04616,"Dufil Prima Foods 4616",6,361479.16
S08091,"Nestle Nigeria 8091",8,361055.80
S00031,"Dufil Prima Foods 31",5,360892.98
S05413,"Dufil Prima Foods 5413",8,360702.95
S04071,"Dangote Sugar 4071",8,360375.51
S07228,"Dangote Sugar 7228",2,360299.71
S09816,"Nestle Nigeria 9816",12,360109.80
S01801,"Dangote Sugar 1801",2,358944.40
S00787,"Flour Mills Nigeria 787",2,358651.68
S05108,"Dangote Sugar 5108",1,358574.70
S02383,"Dangote Sugar 2383",14,358034.49
S05667,"Dangote Sugar 5667",14,357928.90
S08720,"Nestle Nigeria 8720",6,357864.48
S02894,"Nestle Nigeria 2894",8,357835.72
S00987,"Flour Mills Nigeria 987",2,357784.98
S05357,"Nestle Nigeria 5357",1,357589.34
S08116,"Flour Mills Nigeria 8116",14,357544.26
S03525,"Dufil Prima Foods 3525",7,357520.84
S00385,"Dangote Sugar 385",10,357346.90
S05046,"Dufil Prima Foods 5046",11,356705.43
S07759,"Nestle Nigeria 7759",9,356669.40
S02014,"Dufil Prima Foods 2014",12,356651.46
S08584,"Nestle Nigeria 8584",14,356530.80
S09785,"Nestle Nigeria 9785",7,356451.20
S05005,"Dangote Sugar 5005",4,356119.12
S07984,"Dufil Prima Foods 7984",14,355685.44
S00685,"Dangote Sugar 685",14,355657.50
S04173,"Dufil Prima Foods 4173",10,355424.49
S01510,"Dangote Sugar 1510",1,355368.17
S02450,"Flour Mills Nigeria 2450",6,355087.36
S03726,"Dangote Sugar 3726",9,354495.00
S07651,"Dangote Sugar 7651",3,354449.26
S03520,"Dufil Prima Foods 3520",11,354352.68
S07970,"Nestle Nigeria 7970",13,354219.84
S02623,"Flour Mills Nigeria 2623",11,354214.56
S07173,"Flour Mills Nigeria 7173",12,354011.91
S03668,"Flour Mills Nigeria 3668",4,353981.44
S08035,"Dufil Prima Foods 8035",13,353792.45
S04582,"Nestle Nigeria 4582",2,353789.81
S06271,"Dangote Sugar 6271",4,353297.56
S07920,"Nestle Nigeria 7920",7,353215.52
S06986,"Flour Mills Nigeria 6986",4,353158.68
S08872,"Dufil Prima Foods 8872",10,353135.05
S09015,"Flour Mills Nigeria 9015",8,352878.50
S00906,"Dufil Prima Foods 906",6,352466.18
S01425,"Dangote Sugar 1425",10,352286.00
S04654,"Nestle Nigeria 4654",2,351881.04
S05207,"Dufil Prima Foods 5207",9,351565.20
S00657,"Dangote Sugar 657",5,351282.96
S06075,"Nestle Nigeria 6075",2,351100.86
S06044,"Nestle Nigeria 6044",9,350793.96
S08721,"Flour Mills Nigeria 8721",8,350729.76
S07430,"Flour Mills Nigeria 7430",2,350490.14
S08047,"Dangote Sugar 8047",8,350315.40
S04972,"Dufil Prima Foods 4972",7,349918.06
S03220,"Nestle Nigeria 3220",7,349811.69
S00071,"Flour Mills Nigeria 71",2,349697.25
S01021,"Dangote Sugar 1021",12,349534.08
S05849,"Dangote Sugar 5849",1,349064.56
S04891,"Nestle Nigeria 4891",4,348848.64
S07433,"Flour Mills Nigeria 7433",3,348012.60
S06902,"Dangote Sugar 6902",8,347979.84
S05051,"Dufil Prima Foods 5051",2,347898.16
S07006,"Nestle Nigeria 7006",9,347645.28
S06749,"Nestle Nigeria 6749",3,347036.60
S09987,"Dufil Prima Foods 9987",11,347032.22
S05162,"Dufil Prima Foods 5162",6,346545.36
S09704,"Nestle Nigeria 9704",6,346470.50
S06045,"Dufil Prima Foods 6045",11,346172.17
S09486,"Nestle Nigeria 9486",1,345901.38
S01568,"Flour Mills Nigeria 1568",6,345348.78
S08570,"Flour Mills Nigeria 8570",11,345216.69
S07732,"Dangote Sugar 7732",1,344865.00
S00532,"Dangote Sugar 532",10,344753.80
S00943,"Dufil Prima Foods 943",7,344666.40
S03676,"Nestle Nigeria 3676",8,344359.48
S07406,"Dangote Sugar 7406",10,343736.22
S08571,"Flour Mills Nigeria 8571",7,343674.89
S02881,"Dufil Prima Foods 2881",12,343347.48
S03869,"Nestle Nigeria 3869",2,343141.50
S04442,"Flour Mills Nigeria 4442",7,343037.21
S00061,"Nestle Nigeria 61",2,342964.50
S07455,"Nestle Nigeria 7455",1,342960.06
S01184,"Dangote Sugar 1184",6,342816.21
S05288,"Dufil Prima Foods 5288",3,342012.54
S05675,"Dangote Sugar 5675",3,341552.60
S02674,"Dangote Sugar 2674",11,340808.16
S07476,"Dufil Prima Foods 7476",1,340220.37
S02274,"Dangote Sugar 2274",7,340067.28
S06548,"Flour Mills Nigeria 6548",5,340028.64
S06109,"Nestle Nigeria 6109",4,339910.48
S07421,"Nestle Nigeria 7421",7,339214.59
S03356,"Flour Mills Nigeria 3356",5,339188.76
S07531,"Dufil Prima Foods 7531",12,339181.72
S02954,"Nestle Nigeria 2954",10,339150.75
S06589,"Flour Mills Nigeria 6589",5,338433.60
S03468,"Dufil Prima Foods 3468",4,338422.43
S06719,"Dufil Prima Foods 6719",11,338328.30
S07436,"Flour Mills Nigeria 7436",13,338267.67
S01004,"Dangote Sugar 1004",13,338220.00
S08675,"Dufil Prima Foods 8675",14,337928.76
S02289,"Dangote Sugar 2289",11,337811.76
S00867,"Dangote Sugar 867",13,337731.82
S09196,"Nestle Nigeria 9196",11,337480.96
S06178,"Dangote Sugar 6178",12,337428.30
S02689,"Dufil Prima Foods 2689",3,337390.24
S04795,"Flour Mills Nigeria 4795",11,337291.01
S06670,"Dufil Prima Foods 6670",6,337128.30
S01348,"Dangote Sugar 1348",1,336519.21
S05960,"Dufil Prima Foods 5960",6,336357.05
S07961,"Nestle Nigeria 7961",2,336331.20
S05398,"Dufil Prima Foods 5398",11,336041.75
S05438,"Nestle Nigeria 5438",5,335487.93
S02866,"Flour Mills Nigeria 2866",2,335198.73
S07927,"Dangote Sugar 7927",12,335135.62
S07063,"Dufil Prima Foods 7063",5,335130.90
S00027,"Dangote Sugar 27",4,334943.76
S08277,"Dufil Prima Foods 8277",7,333762.90
S03924,"Dangote Sugar 3924",6,333691.20
S08736,"Flour Mills Nigeria 8736",13,333584.00
