product_id,product_name,Total_Qty,Total_Sales
P06619,"Nestle Product 6619",94,382730.61
P00432,"Peak Product 432",17,382636.00
P09779,"Milo Product 9779",25,382387.55
P01647,"Indomie Product 1647",20,382243.40
P01699,"Dettol Product 1699",28,382241.16
P02091,"Indomie Product 2091",23,381972.27
P01415,"Nestle Product 1415",46,381234.20
P02416,"Peak Product 2416",40,380938.98
P03629,"Milo Product 3629",44,380705.84
P01382,"Dettol Product 1382",41,380629.34
P04583,"Nestle Product 4583",48,380324.16
P02230,"Nestle Product 2230",38,380274.38
P03379,"Indomie Product 3379",21,379997.52
P08435,"Nestle Product 8435",41,379989.28
P05150,"Peak Product 5150",59,379742.60
P01961,"Indomie Product 1961",40,379542.80
P04327,"Dangote Product 4327",29,379513.68
P08540,"Dettol Product 8540",17,378991.71
P06907,"Power Oil Product 6907",20,378987.22
P01345,"Golden Penny Product 1345",80,378889.59
P02405,"Peak Product 2405",65,378494.14
P00843,"Peak Product 843",35,378157.25
P09718,"Dangote Product 9718",34,377988.54
P08789,"Dangote Product 8789",26,377687.70
P06243,"Milo Product 6243",42,377606.04
P03837,"Indomie Product 3837",21,377308.47
P03125,"Indomie Product 3125",37,376927.88
P06788,"Peak Product 6788",31,376855.22
P02193,"Dettol Product 2193",35,376370.40
P09130,"Golden Penny Product 9130",41,376160.65
P04280,"Dangote Product 4280",25,375758.75
P02161,"Power Oil Product 2161",74,375283.76
P04729,"Power Oil Product 4729",19,375198.32
P02337,"Golden Penny Product 2337",30,375086.40
P02948,"Power Oil Product 2948",54,374890.50
P01365,"Golden Penny Product 1365",66,374786.61
P05349,"Power Oil Product 5349",16,374529.44
P06273,"Dangote Product 6273",16,374438.24
P07993,"Dettol Product 7993",18,374403.96
P05279,"Indomie Product 5279",40,374069.20
P03568,"Dettol Product 3568",73,373700.99
P04220,"Dangote Product 4220",43,373659.25
P09781,"Nestle Product 9781",15,373223.70
P09484,"Golden Penny Product 9484",53,373195.66
P09335,"Nestle Product 9335",56,373134.58
P01762,"Golden Penny Product 1762",27,373061.97
P07418,"Milo Product 7418",18,373026.96
P07302,"Milo Product 7302",28,372833.44
P01922,"Power Oil Product 1922",39,372641.91
P09389,"Dangote Product 9389",22,372430.52
P09508,"Dettol Product 9508",17,372339.44
P04341,"Indomie Product 4341",19,371978.20
P03582,"Dettol Product 3582",48,371814.36
P00478,"Dangote Product 478",17,371739.17
P06090,"Milo Product 6090",56,371721.84
P07874,"Nestle Product 7874",23,371618.59
P06476,"Peak Product 6476",15,371546.85
P04683,"Power Oil Product 4683",32,371289.92
P05854,"Golden Penny Product 5854",15,371150.85
P08609,"Peak Product 8609",43,371073.50
P02173,"Indomie Product 2173",29,370553.59
P05489,"Nestle Product 5489",26,370244.68
P04783,"Nestle Product 4783",75,370244.52
P08629,"Indomie Product 8629",22,370221.72
P07226,"Golden Penny Product 7226",57,369920.37
P01560,"Dettol Product 1560",30,369901.20
P03973,"Power Oil Product 3973",28,369505.24
P07900,"Nestle Product 7900",15,369469.35
P00953,"Nestle Product 953",52,368968.28
P01367,"Milo Product 1367",40,368676.00
P03007,"Milo Product 3007",20,368571.40
P06956,"Peak Product 6956",48,368448.91
P02200,"Indomie Product 2200",16,368309.92
P06729,"Nestle Product 6729",15,368095.95
P07146,"Power Oil Product 7146",54,368023.12
P01456,"Dettol Product 1456",21,367899.00
P07804,"Power Oil Product 7804",20,367682.10
P04770,"Milo Product 4770",15,367626.90
P05623,"Golden Penny Product 5623",34,366771.26
P03999,"Golden Penny Product 3999",44,366429.36
P03336,"Indomie Product 3336",30,366285.00
P01824,"Golden Penny Product 1824",31,366227.80
P08280,"Peak Product 8280",17,365678.16
P05747,"Nestle Product 5747",62,365395.42
P08726,"Dangote Product 8726",45,365308.20
P08287,"Dangote Product 8287",38,364918.66
P01900,"Indomie Product 1900",17,364156.32
P08476,"Dettol Product 8476",23,364153.94
P01871,"Milo Product 1871",15,364014.15
P07035,"Milo Product 7035",32,363916.80
P03271,"Dettol Product 3271",27,363783.15
P03405,"Dettol Product 3405",23,363418.86
P02395,"Nestle Product 2395",32,363411.04
P07795,"Dettol Product 7795",39,363009.78
P01750,"Dettol Product 1750",38,362988.16
P05303,"Peak Product 5303",30,362909.40
P09032,"Dangote Product 9032",36,362730.96
P04695,"Dettol Product 4695",33,362730.93
P05989,"Nestle Product 5989",103,362589.37
P03534,"Golden Penny Product 3534",48,362155.68
P02736,"Power Oil Product 2736",19,362112.64
P09035,"Dangote Product 9035",19,361860.89
P00456,"Dettol Product 456",22,361655.14
P07075,"Dangote Product 7075",22,361630.72
P05539,"Dangote Product 5539",54,361197.82
P09516,"Nestle Product 9516",24,361059.12
P06194,"Golden Penny Product 6194",16,360850.40
P01587,"Indomie Product 1587",46,360789.51
P08945,"Dettol Product 8945",19,360557.55
P09664,"Dangote Product 9664",49,360157.84
P08297,"Milo Product 8297",41,360125.55
P02252,"Golden Penny Product 2252",21,360107.79
P09301,"Nestle Product 9301",39,360104.55
P09083,"Indomie Product 9083",77,359877.04
P06126,"Golden Penny Product 6126",31,359678.74
P06015,"Dangote Product 6015",31,359177.14
P07912,"Dettol Product 7912",42,359147.46
P09958,"Indomie Product 9958",21,359138.85
P02791,"Dettol Product 2791",21,358823.22
P07806,"Indomie Product 7806",16,358816.96
P09851,"Golden Penny Product 9851",28,358546.44
P08644,"Peak Product 8644",88,358427.80
P02328,"Dettol Product 2328",26,357886.88
P05403,"Power Oil Product 5403",16,357801.92
P04805,"Nestle Product 4805",23,356760.36
P03402,"Golden Penny Product 3402",18,356323.50
P02371,"Dangote Product 2371",44,356242.84
P09114,"Golden Penny Product 9114",21,355800.70
P04002,"Milo Product 4002",25,355661.00
P08522,"Peak Product 8522",39,355520.88
P05093,"Indomie Product 5093",36,355519.32
P00371,"Power Oil Product 371",23,355363.71
P00647,"Milo Product 647",65,355286.35
P04139,"Power Oil Product 4139",55,355063.90
P03982,"Milo Product 3982",42,354960.18
P01792,"Nestle Product 1792",22,354817.32
P01674,"Dettol Product 1674",32,354810.58
P09113,"Nestle Product 9113",69,354489.60
P06504,"Dettol Product 6504",23,354266.47
P01078,"Indomie Product 1078",50,353825.96
P09119,"Milo Product 9119",53,353722.44
P01027,"Power Oil Product 1027",34,353630.60
P04080,"Dangote Product 4080",49,353580.94
P01603,"Golden Penny Product 1603",34,353524.18
P02398,"Nestle Product 2398",21,353400.86
P06946,"Nestle Product 6946",18,353399.22
P09400,"Dettol Product 9400",34,353317.12
P07017,"Golden Penny Product 7017",41,353163.75
P01483,"Dangote Product 1483",19,353102.08
P02523,"Peak Product 2523",26,353055.48
P02470,"Milo Product 2470",28,352963.80
P04759,"Milo Product 4759",38,352610.88
P05638,"Milo Product 5638",40,351670.40
P09160,"Power Oil Product 9160",38,351623.62
P06719,"Power Oil Product 6719",61,351619.60
P05351,"Indomie Product 5351",50,351562.30
P05918,"Nestle Product 5918",49,351265.81
P08298,"Dettol Product 8298",24,351188.88
P07837,"Indomie Product 7837",70,350923.42
P02679,"Power Oil Product 2679",31,350830.10
P04802,"Milo Product 4802",16,350787.84
P00577,"Peak Product 577",52,350674.76
P01704,"Milo Product 1704",36,350358.84
P08456,"Indomie Product 8456",55,350159.92
P00970,"Indomie Product 970",39,350145.51
P04894,"Power Oil Product 4894",28,349726.44
P05961,"Dangote Product 5961",78,349654.68
P02978,"Indomie Product 2978",49,349580.21
P01202,"Dettol Product 1202",26,349552.84
P08594,"Dettol Product 8594",24,349522.08
P08884,"Dangote Product 8884",23,349518.12
P01210,"Nestle Product 1210",52,349415.49
P07591,"Golden Penny Product 7591",44,349375.40
P07922,"Indomie Product 7922",15,349359.90
P02063,"Milo Product 2063",16,349353.60
P01021,"Milo Product 1021",48,349208.64
P07469,"Golden Penny Product 7469",14,349171.90
P04130,"Nestle Product 4130",28,349038.48
P04873,"Nestle Product 4873",55,348920.80
P03594,"Peak Product 3594",23,348500.14
P02418,"Dangote Product 2418",51,348135.56
P06837,"Indomie Product 6837",41,348127.31
P01191,"Power Oil Product 1191",40,348043.47
P07097,"Indomie Product 7097",19,347952.70
P01275,"Indomie Product 1275",25,347766.25
P00127,"Dettol Product 127",31,347637.41
P02996,"Nestle Product 2996",23,347582.67
P01049,"Golden Penny Product 1049",14,347555.60
P05193,"Indomie Product 5193",25,346937.05
P05701,"Peak Product 5701",17,346460.51
P03266,"Peak Product 3266",33,346139.64
P08785,"Dangote Product 8785",14,346120.04
P08654,"Peak Product 8654",57,346086.43
P07029,"Peak Product 7029",39,346086.03
P04048,"Peak Product 4048",44,346028.50
P04049,"Dettol Product 4049",22,346011.16
P07264,"Golden Penny Product 7264",29,345525.43
P03362,"Milo Product 3362",46,344929.16
P09445,"Nestle Product 9445",100,344786.06
P05008,"Golden Penny Product 5008",17,344763.40
P00015,"Nestle Product 15",40,344531.20
P09167,"Indomie Product 9167",35,344497.62
P00635,"Indomie Product 635",33,344387.67
P02343,"Milo Product 2343",40,344282.88
P06258,"Dangote Product 6258",91,344259.04
P02342,"Dettol Product 2342",32,344257.94
P04734,"Nestle Product 4734",50,343817.70
P02099,"Golden Penny Product 2099",32,343742.08
P06816,"Power Oil Product 6816",24,343172.82
P09245,"Golden Penny Product 9245",35,343128.74
P08097,"Dettol Product 8097",27,343025.55
P08066,"Peak Product 8066",32,342833.28
P00543,"Power Oil Product 543",28,342611.08
P00012,"Nestle Product 12",33,342581.36
P08262,"Dettol Product 8262",23,342552.12
P01527,"Dettol Product 1527",15,342207.15
P08490,"Dangote Product 8490",22,342089.66
P02613,"Power Oil Product 2613",16,341311.84
P08142,"Dettol Product 8142",48,341255.62
P06856,"Golden Penny Product 6856",41,341218.36
P01818,"Peak Product 1818",45,341114.79
P03504,"Dettol Product 3504",25,341070.74
P09814,"Peak Product 9814",16,341025.92
P04555,"Dangote Product 4555",37,340758.53
P05991,"Power Oil Product 5991",27,340701.39
P07400,"Dettol Product 7400",27,340572.06
P03054,"Peak Product 3054",28,340533.20
P02543,"Milo Product 2543",20,340474.00
P09532,"Power Oil Product 9532",43,340148.92
P06183,"Indomie Product 6183",33,340123.74
P04935,"Power Oil Product 4935",27,340119.72
P05003,"Nestle Product 5003",23,339717.13
P09856,"Milo Product 9856",15,339631.20
P08852,"Milo Product 8852",23,339588.10
P01285,"Dangote Product 1285",14,339533.46
P00413,"Nestle Product 413",23,339069.22
P01902,"Dangote Product 1902",30,338789.70
P01258,"Golden Penny Product 1258",14,338538.20
P00581,"Milo Product 581",30,338491.50
P04621,"Indomie Product 4621",30,338147.88
P09159,"Peak Product 9159",19,338108.23
P03624,"Dangote Product 3624",49,338022.69
P01117,"Nestle Product 1117",39,338005.59
P07424,"Golden Penny Product 7424",17,337976.49
P05031,"Golden Penny Product 5031",22,337953.00
P04436,"Indomie Product 4436",61,337671.93
P04952,"Dettol Product 4952",17,337662.33
P08751,"Golden Penny Product 8751",16,337560.32
P09222,"Peak Product 9222",68,337435.58
P03332,"Power Oil Product 3332",31,337368.35
P05743,"Peak Product 5743",48,337358.40
P01815,"Peak Product 1815",28,337136.13
P02988,"Milo Product 2988",17,336873.53
P06233,"Peak Product 6233",19,336784.12
P06240,"Power Oil Product 6240",23,336730.81
P06459,"Golden Penny Product 6459",43,336495.40
P01964,"Milo Product 1964",23,336489.57
P08267,"Milo Product 8267",62,336465.22
P00700,"Indomie Product 700",25,336413.00
P02314,"Dettol Product 2314",21,335994.54
P01281,"Dangote Product 1281",27,335990.97
P07803,"Dettol Product 7803",15,335619.30
P00397,"Dettol Product 397",49,335465.27
P06994,"Dangote Product 6994",71,335353.32
P01121,"Golden Penny Product 1121",46,335289.40
P06943,"Indomie Product 6943",65,335008.99
P07475,"Milo Product 7475",26,334964.24
P02703,"Golden Penny Product 2703",47,334877.82
P08245,"Milo Product 8245",17,334874.84
P09828,"Dettol Product 9828",14,334338.20
P03526,"Milo Product 3526",48,334060.32
P02386,"Indomie Product 2386",16,333928.80
P01778,"Golden Penny Product 1778",27,333791.55
P00530,"Peak Product 530",47,333762.98
P00584,"Indomie Product 584",22,333723.72
P05243,"Indomie Product 5243",17,333676.68
P02772,"Peak Product 2772",22,333502.62
P02213,"Power Oil Product 2213",35,333363.90
P00344,"Golden Penny Product 344",30,333223.77
P03542,"Peak Product 3542",37,332990.24
P07950,"Power Oil Product 7950",17,332783.48
P01797,"Dangote Product 1797",18,332403.48
P02929,"Golden Penny Product 2929",14,332005.38
P08650,"Power Oil Product 8650",16,331915.36
P09131,"Nestle Product 9131",14,331702.98
P00445,"Dangote Product 445",51,331535.76
P09674,"Golden Penny Product 9674",28,331242.24
P04178,"Dettol Product 4178",55,330987.15
P05814,"Dettol Product 5814",38,330653.20
P08770,"Dangote Product 8770",37,330609.80
P07979,"Power Oil Product 7979",15,330497.85
P06132,"Peak Product 6132",31,330312.44
P07789,"Dangote Product 7789",52,330146.06
P01352,"Indomie Product 1352",14,329693.98
P04822,"Indomie Product 4822",52,329670.45
P08170,"Milo Product 8170",28,329626.80
P05365,"Dettol Product 5365",45,329226.75
P03730,"Power Oil Product 3730",21,329183.82
P07109,"Dangote Product 7109",37,328919.15
P09866,"Power Oil Product 9866",45,328843.80
P03304,"Power Oil Product 3304",20,328820.60
P02854,"Power Oil Product 2854",22,328757.22
P05331,"Peak Product 5331",16,328641.28
P02036,"Nestle Product 2036",15,328519.65
P02513,"Nestle Product 2513",41,328452.64
P06740,"Nestle Product 6740",17,328079.77
P02836,"Power Oil Product 2836",53,327983.45
P04836,"Milo Product 4836",30,327804.22
P09848,"Power Oil Product 9848",50,327424.88
P09895,"Dangote Product 9895",33,327014.46
P03576,"Peak Product 3576",15,326770.35
P00674,"Dettol Product 674",16,326628.00
P09082,"Power Oil Product 9082",29,326531.21
P01339,"Peak Product 1339",62,326394.92
P05492,"Milo Product 5492",20,326331.80
P02944,"Indomie Product 2944",16,326314.72
P01723,"Peak Product 1723",65,326209.65
P04330,"Power Oil Product 4330",32,326185.42
P06635,"Milo Product 6635",14,326131.12
P03699,"Golden Penny Product 3699",35,326104.80
P02514,"Milo Product 2514",29,326059.76
P02265,"Power Oil Product 2265",43,325251.14
P02692,"Indomie Product 2692",22,324970.14
P09274,"Dettol Product 9274",43,324840.92
P04920,"Golden Penny Product 4920",46,324821.64
P04135,"Indomie Product 4135",29,324537.19
P03093,"Indomie Product 3093",45,324045.90
P02925,"Dettol Product 2925",45,324007.20
P02175,"Golden Penny Product 2175",16,323829.12
P06875,"Power Oil Product 6875",16,323772.80
P08543,"Dangote Product 8543",17,323658.75
P06600,"Dangote Product 6600",48,323569.92
P06895,"Golden Penny Product 6895",36,323565.48
P00966,"Milo Product 966",23,323353.09
P01389,"Milo Product 1389",21,323199.03
P08448,"Dettol Product 8448",18,323114.76
P06406,"Milo Product 6406",13,322995.27
P09609,"Milo Product 9609",31,322746.27
P07643,"Milo Product 7643",18,322599.60
P06939,"Nestle Product 6939",15,322406.85
P02551,"Peak Product 2551",18,322217.64
P06887,"Indomie Product 6887",40,322130.40
P08168,"Nestle Product 8168",22,322040.72
P02302,"Power Oil Product 2302",13,321997.26
P04634,"Milo Product 4634",13,321879.22
P04837,"Indomie Product 4837",25,321838.75
P03942,"Golden Penny Product 3942",43,321522.18
P01601,"Indomie Product 1601",13,321294.35
P08810,"Peak Product 8810",40,321188.80
P03751,"Indomie Product 3751",27,321116.94
P05317,"Power Oil Product 5317",27,320767.29
P09304,"Milo Product 9304",29,320515.83
P06114,"Power Oil Product 6114",52,320426.68
P07018,"Milo Product 7018",63,320157.22
P04042,"Dangote Product 4042",20,319541.80
P09513,"Dangote Product 9513",37,319458.00
P02642,"Indomie Product 2642",26,319419.36
P00666,"Indomie Product 666",42,319206.26
P02237,"Dangote Product 2237",46,319122.66
P00499,"Milo Product 499",21,318724.98
P08779,"Power Oil Product 8779",29,318661.57
P05135,"Nestle Product 5135",19,318603.21
P06977,"Indomie Product 6977",31,318593.82
P01732,"Milo Product 1732",16,318587.78
P09027,"Dettol Product 9027",18,318522.42
P07482,"Dangote Product 7482",44,318420.52
P05327,"Indomie Product 5327",17,317446.27
P04534,"Milo Product 4534",19,317432.43
P08172,"Dangote Product 8172",15,317416.50
P09001,"Indomie Product 9001",26,317356.98
P04502,"Nestle Product 4502",20,317262.20
P05888,"Power Oil Product 5888",24,317166.72
P09399,"Dangote Product 9399",49,316732.08
P00455,"Dettol Product 455",58,316653.66
P08291,"Golden Penny Product 8291",49,316382.22
P05970,"Milo Product 5970",76,316277.84
P09615,"Milo Product 9615",33,316148.39
P00493,"Power Oil Product 493",14,315860.72
P04652,"Dangote Product 4652",14,315687.12
P03802,"Nestle Product 3802",22,315514.54
P09364,"Power Oil Product 9364",35,315345.45
P02384,"Peak Product 2384",19,315257.68
P07444,"Dettol Product 7444",26,315092.96
P08473,"Dangote Product 8473",32,315077.08
P03018,"Power Oil Product 3018",26,314968.94
P04026,"Indomie Product 4026",39,314817.06
P03575,"Milo Product 3575",37,314528.86
P03256,"Nestle Product 3256",24,314307.12
P05637,"Indomie Product 5637",33,314085.09
P08292,"Indomie Product 8292",57,313764.61
P02070,"Power Oil Product 2070",36,313133.76
P08105,"Dettol Product 8105",18,312835.32
P04994,"Indomie Product 4994",34,312834.68
P01252,"Indomie Product 1252",67,312631.89
P03397,"Dettol Product 3397",27,312596.01
P06264,"Dangote Product 6264",24,312406.56
P02129,"Power Oil Product 2129",40,312364.00
P00436,"Milo Product 436",22,312295.29
P00364,"Dettol Product 364",40,312109.06
P03600,"Golden Penny Product 3600",35,311836.00
P00356,"Indomie Product 356",43,311774.20
P08809,"Nestle Product 8809",46,311733.26
P07558,"Dangote Product 7558",47,311663.58
P05343,"Milo Product 5343",13,311460.63
P06491,"Peak Product 6491",22,311448.28
P00164,"Dangote Product 164",19,311373.90
P06361,"Milo Product 6361",41,311342.52
P04148,"Dangote Product 4148",22,311195.40
P05902,"Peak Product 5902",50,311150.74
P06947,"Golden Penny Product 6947",21,310879.38
P00684,"Peak Product 684",30,310683.66
P02607,"Nestle Product 2607",33,310324.41
P06157,"Dangote Product 6157",45,310229.55
P05938,"Power Oil Product 5938",17,310093.26
P09071,"Indomie Product 9071",26,309944.96
P04522,"Golden Penny Product 4522",16,309889.96
P06583,"Power Oil Product 6583",44,309553.20
P06483,"Milo Product 6483",19,309237.52
P05121,"Peak Product 5121",47,309190.84
P01598,"Dangote Product 1598",88,308915.68
P01883,"Dettol Product 1883",24,308803.20
P04721,"Golden Penny Product 4721",24,308613.12
P09417,"Golden Penny Product 9417",51,308572.82
P05766,"Golden Penny Product 5766",22,308525.46
P09504,"Milo Product 9504",25,308325.50
P06469,"Milo Product 6469",29,308220.41
P00531,"Dettol Product 531",50,307750.00
P04520,"Indomie Product 4520",26,307733.14
P06586,"Milo Product 6586",13,307311.03
P09795,"Dettol Product 9795",17,307275.51
P03466,"Peak Product 3466",34,307164.16
P07768,"Dettol Product 7768",25,307066.53
P04891,"Peak Product 4891",25,306763.00
P00609,"Dettol Product 609",33,306570.00
P00347,"Nestle Product 347",21,306252.73
P08117,"Dettol Product 8117",32,306164.80
P03298,"Nestle Product 3298",19,306098.74
P06912,"Dangote Product 6912",15,305996.70
P04947,"Dettol Product 4947",38,305958.14
P06235,"Milo Product 6235",39,305931.99
P04723,"Dettol Product 4723",26,305798.22
P07536,"Power Oil Product 7536",24,305766.48
P00569,"Dettol Product 569",59,305720.92
P04567,"Milo Product 4567",17,305432.54
P02492,"Nestle Product 2492",59,305150.73
P04954,"Peak Product 4954",22,305011.52
P08453,"Golden Penny Product 8453",43,304958.15
P06867,"Dangote Product 6867",13,304882.11
P03444,"Nestle Product 3444",13,304868.07
P03087,"Golden Penny Product 3087",50,304852.42
P03212,"Dettol Product 3212",30,304684.83
P02957,"Indomie Product 2957",33,304510.36
P01852,"Power Oil Product 1852",20,304123.40
P03429,"Power Oil Product 3429",18,304045.20
P01002,"Power Oil Product 1002",16,303987.84
P03264,"Indomie Product 3264",32,303744.00
P06818,"Dangote Product 6818",18,303517.44
P09050,"Dettol Product 9050",37,303469.93
P04199,"Nestle Product 4199",32,303362.24
P06154,"Golden Penny Product 6154",42,303229.64
P06360,"Indomie Product 6360",16,303201.28
P04083,"Milo Product 4083",26,302725.45
P01237,"Golden Penny Product 1237",14,302674.26
P00663,"Indomie Product 663",24,302389.44
P07158,"Dettol Product 7158",40,301970.34
P02090,"Milo Product 2090",13,301827.37
P01757,"Power Oil Product 1757",16,301815.68
P06230,"Indomie Product 6230",15,301624.65
P00096,"Indomie Product 96",50,301597.00
P06790,"Milo Product 6790",22,301508.90
P06214,"Nestle Product 6214",17,301388.75
P08187,"Golden Penny Product 8187",23,301380.73
P08794,"Peak Product 8794",43,301175.01
P07634,"Nestle Product 7634",60,301147.88
P09339,"Milo Product 9339",23,301141.30
P00336,"Power Oil Product 336",85,300650.74
P06923,"Golden Penny Product 6923",47,300424.47
P04670,"Indomie Product 4670",28,300413.40
P04072,"Golden Penny Product 4072",66,300331.85
P00612,"Power Oil Product 612",45,300194.10
P05397,"Power Oil Product 5397",36,300073.32
P08714,"Golden Penny Product 8714",21,299826.03
P09107,"Dangote Product 9107",16,299798.40
P00087,"Milo Product 87",36,299433.42
P03537,"Dettol Product 3537",23,299381.34
P04498,"Indomie Product 4498",59,299335.58
P08731,"Nestle Product 8731",44,299247.08
P00510,"Dettol Product 510",48,299189.28
P07210,"Power Oil Product 7210",30,298671.00
P01523,"Golden Penny Product 1523",17,298670.11
P05392,"Peak Product 5392",40,298664.82
P04536,"Indomie Product 4536",25,298315.86
P06499,"Dangote Product 6499",15,298284.00
P06903,"Indomie Product 6903",27,297878.58
P04016,"Dangote Product 4016",17,297580.33
P07755,"Indomie Product 7755",34,297135.52
P07111,"Indomie Product 7111",12,296987.04
P06241,"Power Oil Product 6241",17,296933.09
P07721,"Peak Product 7721",23,296678.15
P08383,"Dangote Product 8383",43,296593.36
P09528,"Indomie Product 9528",24,296479.92
P03933,"Nestle Product 3933",21,296235.03
P01541,"Golden Penny Product 1541",15,296047.50
P09030,"Indomie Product 9030",13,295845.61
P04118,"Golden Penny Product 4118",40,295816.80
P07292,"Power Oil Product 7292",29,295661.09
P03231,"Dettol Product 3231",63,295483.85
P01101,"Indomie Product 1101",52,295124.73
P08929,"Golden Penny Product 8929",18,295064.82
P05257,"Peak Product 5257",17,295027.69
P04909,"Dettol Product 4909",13,295018.88
P05432,"Power Oil Product 5432",29,294871.71
P08190,"Milo Product 8190",12,294740.52
P05605,"Dettol Product 5605",25,294737.50
P03625,"Indomie Product 3625",32,294713.92
P06832,"Nestle Product 6832",23,294708.34
P00799,"Dettol Product 799",33,294326.01
P00809,"Dettol Product 809",39,294292.88
P03022,"Power Oil Product 3022",31,293987.57
P04136,"Indomie Product 4136",34,293857.16
P02816,"Indomie Product 2816",18,293662.80
P00202,"Nestle Product 202",28,293608.56
P06727,"Dettol Product 6727",51,293160.36
P08949,"Dettol Product 8949",14,293057.52
P03772,"Dettol Product 3772",16,292653.92
P04677,"Golden Penny Product 4677",40,292625.20
P04751,"Nestle Product 4751",34,292513.56
P07750,"Nestle Product 7750",46,292241.62
P04116,"Milo Product 4116",57,292235.26
P05589,"Power Oil Product 5589",31,292231.42
P01003,"Power Oil Product 1003",49,292066.46
P03709,"Indomie Product 3709",55,292031.10
P06066,"Nestle Product 6066",43,291973.91
P05413,"Nestle Product 5413",21,291720.03
P06848,"Dangote Product 6848",31,291386.98
P00303,"Milo Product 303",18,290361.78
P08570,"Nestle Product 8570",31,290151.61
P08362,"Peak Product 8362",29,290091.64
P02654,"Peak Product 2654",30,290010.10
P09980,"Peak Product 9980",30,289642.08
P05059,"Milo Product 5059",14,289595.74
P04295,"Nestle Product 4295",21,289584.96
P04326,"Milo Product 4326",20,289173.20
P09925,"Peak Product 9925",29,288722.54
P04925,"Golden Penny Product 4925",13,288588.82
P10000,"Golden Penny Product 10000",24,288562.08
P09490,"Power Oil Product 9490",16,288545.76
P01175,"Dangote Product 1175",27,288226.08
P07331,"Nestle Product 7331",42,288224.38
P00787,"Peak Product 787",70,288167.83
P04368,"Nestle Product 4368",15,288071.08
P09529,"Nestle Product 9529",35,287894.60
P04202,"Dettol Product 4202",26,287891.24
P06107,"Peak Product 6107",32,287742.40
P00997,"Peak Product 997",29,287387.68
P06592,"Dettol Product 6592",40,287374.40
P06380,"Dangote Product 6380",18,287042.22
P06793,"Dangote Product 6793",58,287020.14
P08713,"Peak Product 8713",40,286667.60
P05073,"Milo Product 5073",33,286526.13
P00675,"Dettol Product 675",25,286500.99
P07931,"Golden Penny Product 7931",27,286498.35
P09716,"Golden Penny Product 9716",56,286429.34
P08566,"Dettol Product 8566",13,286379.34
P06689,"Milo Product 6689",61,286289.62
P06321,"Golden Penny Product 6321",30,286057.16
P00754,"Golden Penny Product 754",31,285964.15
P03038,"Golden Penny Product 3038",17,285960.57
P01132,"Milo Product 1132",14,285910.24
P03636,"Golden Penny Product 3636",18,285744.24
P06176,"Peak Product 6176",19,285726.37
P02172,"Power Oil Product 2172",49,285347.09
P01324,"Peak Product 1324",70,285143.95
P09985,"Dettol Product 9985",45,284949.09
P00802,"Peak Product 802",40,284800.40
P08092,"Nestle Product 8092",19,284491.94
P04426,"Golden Penny Product 4426",18,284343.84
P04402,"Peak Product 4402",22,283953.54
P07252,"Power Oil Product 7252",39,283928.58
P09262,"Nestle Product 9262",26,283828.48
P08301,"Nestle Product 8301",34,283787.80
P01869,"Power Oil Product 1869",33,283568.79
P03101,"Power Oil Product 3101",87,283458.63
P07702,"Dettol Product 7702",47,283196.21
P03333,"Dangote Product 3333",17,282740.26
P04643,"Milo Product 4643",18,282695.58
P06582,"Dettol Product 6582",36,282533.40
P03412,"Indomie Product 3412",20,282407.80
P08649,"Peak Product 8649",13,282360.65
P01621,"Golden Penny Product 1621",42,282336.18
P00978,"Milo Product 978",16,282316.32
P07597,"Dangote Product 7597",43,282309.00
P02097,"Milo Product 2097",36,281977.20
P05855,"Golden Penny Product 5855",41,281840.56
P09725,"Nestle Product 9725",32,281753.92
P08381,"Nestle Product 8381",27,281688.30
P08045,"Peak Product 8045",75,281519.94
P01811,"Golden Penny Product 1811",18,281496.96
P03133,"Power Oil Product 3133",47,281451.53
P03037,"Golden Penny Product 3037",42,281408.40
P05296,"Indomie Product 5296",20,281275.20
P04917,"Peak Product 4917",23,281148.32
P07144,"Milo Product 7144",31,280754.60
P00083,"Peak Product 83",42,280592.34
P01359,"Peak Product 1359",47,280490.36
P06484,"Dettol Product 6484",18,280468.98
P06426,"Golden Penny Product 6426",26,280280.40
P04647,"Nestle Product 4647",14,279875.12
P00171,"Dettol Product 171",19,279260.48
P02874,"Peak Product 2874",36,279077.76
P04431,"Peak Product 4431",50,279025.50
P08986,"Milo Product 8986",14,278923.68
P05402,"Indomie Product 5402",67,278692.53
P06958,"Peak Product 6958",12,278524.56
P01011,"Nestle Product 1011",31,278482.30
P09271,"Dettol Product 9271",21,278142.48
P02608,"Power Oil Product 2608",65,278076.60
P09318,"Milo Product 9318",25,277856.19
P08330,"Dangote Product 8330",50,277678.00
P04819,"Peak Product 4819",23,277619.89
P09774,"Power Oil Product 9774",28,277287.92
P00005,"Milo Product 5",46,277252.37
P00513,"Indomie Product 513",12,277183.08
P03189,"Peak Product 3189",41,277131.71
P09715,"Peak Product 9715",24,277058.88
P07969,"Dettol Product 7969",16,276992.32
P02643,"Nestle Product 2643",23,276610.40
P07647,"Milo Product 7647",38,276386.92
P01940,"Nestle Product 1940",39,276185.13
P08800,"Dettol Product 8800",29,275928.05
P05410,"Golden Penny Product 5410",22,275923.34
P08063,"Golden Penny Product 8063",34,275861.38
P04032,"Dettol Product 4032",46,275855.10
P07984,"Golden Penny Product 7984",28,275557.34
