store_id,branch_name,Total_Qty,Total_Sales
ST04213,"Bokku Branch 4213",45,376542.00
ST08542,"Bokku Branch 8542",47,376454.54
ST01413,"Bokku Branch 1413",36,376341.12
ST06755,"Bokku Branch 6755",29,375941.50
ST08155,"Bokku Branch 8155",31,375701.61
ST04019,"Bokku Branch 4019",43,375538.14
ST09976,"Bokku Branch 9976",19,375198.32
ST01400,"Bokku Branch 1400",69,375050.62
ST01492,"Bokku Branch 1492",39,374967.06
ST03825,"Bokku Branch 3825",27,374936.61
ST01020,"Bokku Branch 1020",24,374664.88
ST09447,"Bokku Branch 9447",34,374516.59
ST00402,"Bokku Branch 402",48,374409.60
ST03745,"Bokku Branch 3745",18,374403.96
ST00871,"Bokku Branch 871",25,374264.50
ST00863,"Bokku Branch 863",34,374096.56
ST01924,"Bokku Branch 1924",39,373992.31
ST02460,"Bokku Branch 2460",43,373659.25
ST06008,"Bokku Branch 6008",32,373658.88
ST09418,"Bokku Branch 9418",19,373279.81
ST09354,"Bokku Branch 9354",27,373061.97
ST05575,"Bokku Branch 5575",42,373026.78
ST04086,"Bokku Branch 4086",34,372524.74
ST03062,"Bokku Branch 3062",23,372281.91
ST08858,"Bokku Branch 8858",52,372154.44
ST08163,"Bokku Branch 8163",64,372119.04
ST04542,"Bokku Branch 4542",17,371945.38
ST00675,"Bokku Branch 675",49,371646.87
ST08204,"Bokku Branch 8204",15,371546.85
ST02994,"Bokku Branch 2994",30,370779.30
ST08520,"Bokku Branch 8520",22,370599.68
ST04124,"Bokku Branch 4124",34,370535.74
ST03846,"Bokku Branch 3846",64,370399.20
ST03067,"Bokku Branch 3067",42,370355.58
ST02993,"Bokku Branch 2993",22,370221.72
ST04829,"Bokku Branch 4829",55,369653.51
ST03385,"Bokku Branch 3385",20,369618.96
ST02654,"Bokku Branch 2654",42,369576.72
ST00257,"Bokku Branch 257",35,369230.50
ST07026,"Bokku Branch 7026",17,369148.37
ST09282,"Bokku Branch 9282",39,369077.67
ST02166,"Bokku Branch 2166",24,368838.54
ST03594,"Bokku Branch 3594",40,368676.00
ST09043,"Bokku Branch 9043",22,368644.98
ST01018,"Bokku Branch 1018",22,368412.59
ST07323,"Bokku Branch 7323",15,368095.95
ST02944,"Bokku Branch 2944",21,367899.00
ST06894,"Bokku Branch 6894",37,367836.24
ST06897,"Bokku Branch 6897",15,367626.90
ST05027,"Bokku Branch 5027",39,367621.53
ST04756,"Bokku Branch 4756",85,367562.16
ST06829,"Bokku Branch 6829",20,367551.56
ST01694,"Bokku Branch 1694",56,367394.86
ST09751,"Bokku Branch 9751",45,367344.45
ST00526,"Bokku Branch 526",46,367220.76
ST00911,"Bokku Branch 911",18,367093.44
ST04714,"Bokku Branch 4714",20,366878.01
ST08373,"Bokku Branch 8373",21,366758.89
ST00330,"Bokku Branch 330",39,366711.93
ST05360,"Bokku Branch 5360",44,366429.36
ST08465,"Bokku Branch 8465",17,365678.16
ST04478,"Bokku Branch 4478",30,365040.60
ST06981,"Bokku Branch 6981",28,365010.11
ST04499,"Bokku Branch 4499",63,364993.95
ST05229,"Bokku Branch 5229",37,364774.49
ST02393,"Bokku Branch 2393",15,364014.15
ST08077,"Bokku Branch 8077",54,363955.74
ST08429,"Bokku Branch 8429",32,363916.80
ST02020,"Bokku Branch 2020",48,363806.88
ST02786,"Bokku Branch 2786",15,363614.43
ST07341,"Bokku Branch 7341",33,363421.08
ST05683,"Bokku Branch 5683",34,362923.82
ST02190,"Bokku Branch 2190",25,362802.59
ST00042,"Bokku Branch 42",48,362155.68
ST08058,"Bokku Branch 8058",19,362112.64
ST00281,"Bokku Branch 281",48,361954.56
ST06209,"Bokku Branch 6209",47,361930.34
ST09619,"Bokku Branch 9619",19,361860.89
ST09346,"Bokku Branch 9346",22,361655.14
ST05270,"Bokku Branch 5270",22,361630.72
ST09381,"Bokku Branch 9381",24,361059.12
ST09835,"Bokku Branch 9835",30,361058.10
ST09308,"Bokku Branch 9308",87,361047.79
ST01700,"Bokku Branch 1700",19,360475.41
ST02317,"Bokku Branch 2317",15,360417.30
ST01968,"Bokku Branch 1968",41,360125.55
ST04228,"Bokku Branch 4228",61,360007.85
ST03026,"Bokku Branch 3026",20,359994.20
ST05831,"Bokku Branch 5831",20,359773.40
ST03744,"Bokku Branch 3744",19,359761.77
ST02403,"Bokku Branch 2403",29,359346.54
ST09227,"Bokku Branch 9227",22,359159.31
ST02387,"Bokku Branch 2387",17,358822.06
ST09713,"Bokku Branch 9713",16,358816.96
ST02338,"Bokku Branch 2338",28,358546.44
ST03359,"Bokku Branch 3359",25,358053.23
ST09385,"Bokku Branch 9385",23,358016.39
ST05972,"Bokku Branch 5972",26,357886.88
ST08780,"Bokku Branch 8780",16,357801.92
ST05910,"Bokku Branch 5910",18,357740.46
ST07407,"Bokku Branch 7407",41,357516.72
ST06031,"Bokku Branch 6031",47,357208.93
ST05238,"Bokku Branch 5238",43,356616.06
ST04010,"Bokku Branch 4010",50,356473.00
ST07425,"Bokku Branch 7425",23,356433.72
ST05708,"Bokku Branch 5708",20,356420.60
ST01435,"Bokku Branch 1435",37,356019.45
ST05114,"Bokku Branch 5114",68,355959.04
ST00026,"Bokku Branch 26",18,355667.40
ST01125,"Bokku Branch 1125",22,354817.32
ST08833,"Bokku Branch 8833",49,354604.79
ST04616,"Bokku Branch 4616",49,354460.12
ST04812,"Bokku Branch 4812",89,354234.12
ST02217,"Bokku Branch 2217",24,353828.37
ST09981,"Bokku Branch 9981",25,353459.50
ST08329,"Bokku Branch 8329",17,353366.53
ST00989,"Bokku Branch 989",48,353334.84
ST01324,"Bokku Branch 1324",58,353164.34
ST05583,"Bokku Branch 5583",28,352963.80
ST07904,"Bokku Branch 7904",48,352839.12
ST02157,"Bokku Branch 2157",60,352827.49
ST02185,"Bokku Branch 2185",16,352443.36
ST07696,"Bokku Branch 7696",20,352330.68
ST09472,"Bokku Branch 9472",18,352289.70
ST00327,"Bokku Branch 327",45,352273.50
ST06680,"Bokku Branch 6680",26,352222.78
ST07758,"Bokku Branch 7758",29,352168.17
ST04364,"Bokku Branch 4364",39,352021.41
ST04891,"Bokku Branch 4891",24,351549.40
ST07227,"Bokku Branch 7227",35,351502.55
ST03685,"Bokku Branch 3685",49,351265.81
ST05996,"Bokku Branch 5996",24,351188.88
ST02886,"Bokku Branch 2886",86,351156.36
ST06991,"Bokku Branch 6991",40,350978.55
ST08744,"Bokku Branch 8744",31,350830.10
ST05921,"Bokku Branch 5921",63,350566.23
ST03892,"Bokku Branch 3892",36,350358.84
ST07260,"Bokku Branch 7260",32,350183.40
ST05331,"Bokku Branch 5331",35,350143.50
ST05669,"Bokku Branch 5669",15,350018.55
ST00457,"Bokku Branch 457",27,349503.66
ST02911,"Bokku Branch 2911",32,349282.66
ST09829,"Bokku Branch 9829",48,349208.64
ST00695,"Bokku Branch 695",59,349095.22
ST02676,"Bokku Branch 2676",28,349038.48
ST03118,"Bokku Branch 3118",21,348793.20
ST08535,"Bokku Branch 8535",34,348760.78
ST00600,"Bokku Branch 600",23,348500.14
ST03916,"Bokku Branch 3916",31,348486.58
ST10000,"Bokku Branch 10000",63,348203.39
ST00889,"Bokku Branch 889",29,348084.93
ST07041,"Bokku Branch 7041",36,348077.53
ST02797,"Bokku Branch 2797",66,348054.86
ST06311,"Bokku Branch 6311",19,347952.70
ST05326,"Bokku Branch 5326",58,347884.14
ST00566,"Bokku Branch 566",49,347836.16
ST08925,"Bokku Branch 8925",25,347766.25
ST08643,"Bokku Branch 8643",31,347637.41
ST07336,"Bokku Branch 7336",41,347567.66
ST03278,"Bokku Branch 3278",47,347197.85
ST07667,"Bokku Branch 7667",27,346973.37
ST01795,"Bokku Branch 1795",29,346961.80
ST09526,"Bokku Branch 9526",19,346906.97
ST00185,"Bokku Branch 185",90,346428.45
ST05983,"Bokku Branch 5983",30,346399.80
ST07869,"Bokku Branch 7869",33,346139.64
ST02161,"Bokku Branch 2161",14,346120.04
ST00605,"Bokku Branch 605",63,346079.38
ST08268,"Bokku Branch 8268",52,346059.68
ST06293,"Bokku Branch 6293",48,346045.52
ST08192,"Bokku Branch 8192",67,345931.21
ST02673,"Bokku Branch 2673",29,345876.86
ST02458,"Bokku Branch 2458",29,345525.43
ST05799,"Bokku Branch 5799",21,345495.71
ST05654,"Bokku Branch 5654",39,345272.07
ST05018,"Bokku Branch 5018",39,345247.50
ST00322,"Bokku Branch 322",18,345236.12
ST03104,"Bokku Branch 3104",17,345201.66
ST03208,"Bokku Branch 3208",15,345083.55
ST07225,"Bokku Branch 7225",41,345010.88
ST07508,"Bokku Branch 7508",54,344634.42
ST04383,"Bokku Branch 4383",33,344387.67
ST02429,"Bokku Branch 2429",40,344271.30
ST01917,"Bokku Branch 1917",18,344249.10
ST06614,"Bokku Branch 6614",14,344005.62
ST02046,"Bokku Branch 2046",25,343458.75
ST00828,"Bokku Branch 828",29,343426.99
ST08938,"Bokku Branch 8938",49,343342.51
ST09089,"Bokku Branch 9089",32,343112.64
ST01318,"Bokku Branch 1318",53,343027.22
ST08954,"Bokku Branch 8954",27,343025.55
ST07513,"Bokku Branch 7513",26,342982.90
ST02028,"Bokku Branch 2028",41,342929.59
ST06331,"Bokku Branch 6331",32,342833.28
ST03571,"Bokku Branch 3571",18,342718.74
ST04508,"Bokku Branch 4508",49,342570.81
ST05167,"Bokku Branch 5167",17,342455.48
ST06395,"Bokku Branch 6395",56,342364.68
ST01428,"Bokku Branch 1428",15,342207.15
ST04296,"Bokku Branch 4296",23,342165.48
ST01948,"Bokku Branch 1948",14,341606.16
ST05224,"Bokku Branch 5224",16,341311.84
ST05974,"Bokku Branch 5974",27,341198.46
ST02026,"Bokku Branch 2026",26,341197.22
ST04798,"Bokku Branch 4798",25,341013.31
ST02079,"Bokku Branch 2079",37,340758.53
ST08867,"Bokku Branch 8867",22,340728.96
ST06301,"Bokku Branch 6301",54,340645.47
ST02607,"Bokku Branch 2607",27,340572.06
ST01321,"Bokku Branch 1321",28,340533.20
ST08594,"Bokku Branch 8594",32,340296.00
ST06428,"Bokku Branch 6428",21,340267.83
ST03714,"Bokku Branch 3714",15,340243.95
ST05813,"Bokku Branch 5813",18,340230.44
ST01404,"Bokku Branch 1404",43,340148.92
ST05179,"Bokku Branch 5179",33,340123.74
ST06765,"Bokku Branch 6765",25,340036.00
ST06823,"Bokku Branch 6823",20,339815.00
ST00463,"Bokku Branch 463",44,339795.28
ST04648,"Bokku Branch 4648",14,339624.18
ST04176,"Bokku Branch 4176",56,339537.56
ST00941,"Bokku Branch 941",14,339533.46
ST09474,"Bokku Branch 9474",50,339303.50
ST09875,"Bokku Branch 9875",26,339097.98
ST08448,"Bokku Branch 8448",40,339068.10
ST06632,"Bokku Branch 6632",15,338859.45
ST06163,"Bokku Branch 6163",30,338789.70
ST01953,"Bokku Branch 1953",28,338779.84
ST02570,"Bokku Branch 2570",44,338779.32
ST05772,"Bokku Branch 5772",19,338609.07
ST06023,"Bokku Branch 6023",30,338491.50
ST00076,"Bokku Branch 76",38,338480.44
ST08178,"Bokku Branch 8178",14,338459.24
ST01176,"Bokku Branch 1176",49,338393.08
ST07252,"Bokku Branch 7252",25,337968.00
ST07130,"Bokku Branch 7130",44,337874.69
ST00029,"Bokku Branch 29",16,337560.32
ST02011,"Bokku Branch 2011",31,337368.35
ST03029,"Bokku Branch 3029",40,337248.94
ST02809,"Bokku Branch 2809",33,337067.49
ST09946,"Bokku Branch 9946",65,337004.14
ST05725,"Bokku Branch 5725",17,336873.53
ST09537,"Bokku Branch 9537",17,336638.25
ST04493,"Bokku Branch 4493",25,336413.00
ST04397,"Bokku Branch 4397",50,336062.67
ST04440,"Bokku Branch 4440",24,336045.60
ST05334,"Bokku Branch 5334",21,335994.54
ST07292,"Bokku Branch 7292",78,335739.28
ST04384,"Bokku Branch 4384",22,335375.92
ST05506,"Bokku Branch 5506",48,335356.32
ST02582,"Bokku Branch 2582",25,334990.25
ST06465,"Bokku Branch 6465",26,334964.24
ST08716,"Bokku Branch 8716",17,334874.84
ST02559,"Bokku Branch 2559",42,334832.40
ST00112,"Bokku Branch 112",20,334804.80
ST00817,"Bokku Branch 817",17,334469.56
ST06717,"Bokku Branch 6717",43,334412.29
ST05221,"Bokku Branch 5221",15,334085.10
ST08187,"Bokku Branch 8187",27,333976.77
ST03728,"Bokku Branch 3728",31,333812.26
ST04913,"Bokku Branch 4913",16,333694.88
ST00733,"Bokku Branch 733",17,333676.68
ST09792,"Bokku Branch 9792",106,333631.50
ST04975,"Bokku Branch 4975",60,333532.60
ST07631,"Bokku Branch 7631",46,333284.72
ST05389,"Bokku Branch 5389",43,333198.78
ST07176,"Bokku Branch 7176",65,333050.65
ST09200,"Bokku Branch 9200",19,332768.85
ST01789,"Bokku Branch 1789",41,332728.94
ST04560,"Bokku Branch 4560",27,332676.99
ST05216,"Bokku Branch 5216",23,332574.94
ST03305,"Bokku Branch 3305",23,332544.12
ST07075,"Bokku Branch 7075",57,332438.13
ST02999,"Bokku Branch 2999",26,332296.12
ST03456,"Bokku Branch 3456",15,331437.15
ST08638,"Bokku Branch 8638",41,331426.78
ST05616,"Bokku Branch 5616",36,331340.04
ST09856,"Bokku Branch 9856",50,331221.50
ST04739,"Bokku Branch 4739",40,331048.80
ST07160,"Bokku Branch 7160",45,330985.22
ST03838,"Bokku Branch 3838",77,330974.74
ST03212,"Bokku Branch 3212",20,330545.20
ST06857,"Bokku Branch 6857",31,330527.89
ST06430,"Bokku Branch 6430",21,330351.45
ST03224,"Bokku Branch 3224",18,329833.44
ST06817,"Bokku Branch 6817",14,329693.98
ST00226,"Bokku Branch 226",59,329475.32
ST05791,"Bokku Branch 5791",31,329461.18
ST08580,"Bokku Branch 8580",58,329315.88
ST05955,"Bokku Branch 5955",25,329246.13
ST02862,"Bokku Branch 2862",31,329143.12
ST01223,"Bokku Branch 1223",45,328843.80
ST05290,"Bokku Branch 5290",20,328820.60
ST00514,"Bokku Branch 514",16,328641.28
ST02109,"Bokku Branch 2109",20,328383.00
ST00263,"Bokku Branch 263",40,328349.20
ST08634,"Bokku Branch 8634",38,328171.80
ST09467,"Bokku Branch 9467",17,328079.77
ST07388,"Bokku Branch 7388",30,327786.30
ST09817,"Bokku Branch 9817",16,327704.96
ST01343,"Bokku Branch 1343",45,327553.65
ST06247,"Bokku Branch 6247",52,327534.02
ST03575,"Bokku Branch 3575",20,327435.04
ST09564,"Bokku Branch 9564",23,327234.80
ST07964,"Bokku Branch 7964",54,327094.52
ST06367,"Bokku Branch 6367",39,327088.32
ST07585,"Bokku Branch 7585",60,326369.24
ST07190,"Bokku Branch 7190",20,326345.20
ST08843,"Bokku Branch 8843",14,326131.12
ST07774,"Bokku Branch 7774",35,326104.80
ST06499,"Bokku Branch 6499",64,326069.62
ST00001,"Bokku Branch 1",48,325505.76
ST01148,"Bokku Branch 1148",78,325454.86
ST04347,"Bokku Branch 4347",33,325446.00
ST02655,"Bokku Branch 2655",88,325410.76
ST05894,"Bokku Branch 5894",43,325251.14
ST06442,"Bokku Branch 6442",28,325159.36
ST04309,"Bokku Branch 4309",23,325130.76
ST03251,"Bokku Branch 3251",39,325058.75
ST06534,"Bokku Branch 6534",52,324985.12
ST07835,"Bokku Branch 7835",22,324970.14
ST04973,"Bokku Branch 4973",15,324910.05
ST06220,"Bokku Branch 6220",43,324840.92
ST04090,"Bokku Branch 4090",49,324677.41
ST02722,"Bokku Branch 2722",14,324588.88
ST00848,"Bokku Branch 848",18,324407.69
ST02989,"Bokku Branch 2989",23,324384.87
ST05380,"Bokku Branch 5380",17,324158.89
ST09661,"Bokku Branch 9661",28,324052.12
ST02357,"Bokku Branch 2357",39,323916.84
ST03501,"Bokku Branch 3501",16,323772.80
ST03502,"Bokku Branch 3502",17,323658.75
ST07701,"Bokku Branch 7701",48,323569.92
ST06655,"Bokku Branch 6655",36,323565.48
ST06482,"Bokku Branch 6482",49,323245.16
ST06749,"Bokku Branch 6749",35,323018.85
ST01534,"Bokku Branch 1534",13,322995.27
ST09727,"Bokku Branch 9727",38,322965.32
ST05703,"Bokku Branch 5703",16,322787.36
ST03965,"Bokku Branch 3965",31,322746.27
ST00782,"Bokku Branch 782",41,322735.60
ST08710,"Bokku Branch 8710",39,322225.80
ST03773,"Bokku Branch 3773",18,322217.64
ST00121,"Bokku Branch 121",13,321997.26
ST08277,"Bokku Branch 8277",69,321865.71
ST06085,"Bokku Branch 6085",40,321836.00
ST03863,"Bokku Branch 3863",13,321654.32
ST06070,"Bokku Branch 6070",40,321188.80
ST09883,"Bokku Branch 9883",16,320928.16
ST07274,"Bokku Branch 7274",43,320559.72
ST07087,"Bokku Branch 7087",25,320437.25
ST09192,"Bokku Branch 9192",18,320416.74
ST09782,"Bokku Branch 9782",56,320343.76
ST04331,"Bokku Branch 4331",18,320317.92
ST00193,"Bokku Branch 193",16,319653.60
ST07556,"Bokku Branch 7556",73,319586.11
ST05492,"Bokku Branch 5492",20,319541.80
ST01271,"Bokku Branch 1271",48,319197.73
ST09003,"Bokku Branch 9003",34,319158.52
ST08641,"Bokku Branch 8641",18,318730.32
ST09206,"Bokku Branch 9206",21,318724.98
ST02308,"Bokku Branch 2308",40,318656.00
ST00475,"Bokku Branch 475",44,318429.32
ST07893,"Bokku Branch 7893",44,318420.52
ST01818,"Bokku Branch 1818",14,318223.92
ST02884,"Bokku Branch 2884",15,318173.40
ST04556,"Bokku Branch 4556",26,317939.84
ST04915,"Bokku Branch 4915",21,317484.07
ST03533,"Bokku Branch 3533",17,317446.27
ST02552,"Bokku Branch 2552",15,317416.50
ST00111,"Bokku Branch 111",20,317262.20
ST04626,"Bokku Branch 4626",24,317166.72
ST06285,"Bokku Branch 6285",32,317130.56
ST08652,"Bokku Branch 8652",18,317070.54
ST09983,"Bokku Branch 9983",49,316732.08
ST09732,"Bokku Branch 9732",22,316528.50
ST01912,"Bokku Branch 1912",14,316415.68
ST00549,"Bokku Branch 549",14,315860.72
ST00391,"Bokku Branch 391",20,315732.80
ST05305,"Bokku Branch 5305",14,315687.12
ST08422,"Bokku Branch 8422",22,315514.54
ST00484,"Bokku Branch 484",15,315373.05
ST08825,"Bokku Branch 8825",16,315220.96
ST04585,"Bokku Branch 4585",29,314981.76
ST09706,"Bokku Branch 9706",16,314873.92
ST00433,"Bokku Branch 433",35,314588.40
ST08671,"Bokku Branch 8671",47,314558.76
ST03481,"Bokku Branch 3481",35,314506.50
ST04612,"Bokku Branch 4612",33,314085.09
ST09243,"Bokku Branch 9243",51,313698.22
ST07760,"Bokku Branch 7760",50,313636.37
ST06746,"Bokku Branch 6746",31,313558.18
ST03570,"Bokku Branch 3570",16,313446.81
ST02873,"Bokku Branch 2873",29,313405.03
ST07669,"Bokku Branch 7669",23,312966.74
ST09019,"Bokku Branch 9019",43,312881.33
ST08328,"Bokku Branch 8328",42,312703.32
ST01913,"Bokku Branch 1913",65,312631.98
ST00994,"Bokku Branch 994",40,312364.00
ST09615,"Bokku Branch 9615",37,312222.28
ST07844,"Bokku Branch 7844",47,312069.19
ST06799,"Bokku Branch 6799",50,311967.00
ST05202,"Bokku Branch 5202",33,311908.08
ST07626,"Bokku Branch 7626",49,311847.89
ST07179,"Bokku Branch 7179",35,311836.00
ST06392,"Bokku Branch 6392",47,311663.58
ST00149,"Bokku Branch 149",47,311663.11
ST07661,"Bokku Branch 7661",20,311452.80
ST08196,"Bokku Branch 8196",22,311448.28
ST09446,"Bokku Branch 9446",19,311373.90
ST02795,"Bokku Branch 2795",14,311339.90
ST06955,"Bokku Branch 6955",89,311034.19
ST05864,"Bokku Branch 5864",22,310920.97
ST01048,"Bokku Branch 1048",46,310550.42
ST07435,"Bokku Branch 7435",26,310348.88
ST04160,"Bokku Branch 4160",33,310324.41
ST02231,"Bokku Branch 2231",18,309808.62
ST05400,"Bokku Branch 5400",24,308803.20
ST03835,"Bokku Branch 3835",50,308695.50
ST09869,"Bokku Branch 9869",19,308675.52
ST09044,"Bokku Branch 9044",24,308613.12
ST09628,"Bokku Branch 9628",52,308475.64
ST07917,"Bokku Branch 7917",29,308220.41
ST05017,"Bokku Branch 5017",16,308048.80
ST06222,"Bokku Branch 6222",20,307940.40
ST01880,"Bokku Branch 1880",55,307865.31
ST09072,"Bokku Branch 9072",17,307803.87
ST07468,"Bokku Branch 7468",48,307590.24
ST07525,"Bokku Branch 7525",52,307500.93
ST03667,"Bokku Branch 3667",13,307311.03
ST05520,"Bokku Branch 5520",13,307304.40
ST01229,"Bokku Branch 1229",37,307278.34
ST08019,"Bokku Branch 8019",17,307275.51
ST08679,"Bokku Branch 8679",23,307264.56
ST07895,"Bokku Branch 7895",56,307167.38
ST09334,"Bokku Branch 9334",25,307082.00
ST05586,"Bokku Branch 5586",26,306995.54
ST05462,"Bokku Branch 5462",52,306750.60
ST07875,"Bokku Branch 7875",33,306570.00
ST07554,"Bokku Branch 7554",39,306564.77
ST03445,"Bokku Branch 3445",17,306464.10
ST05582,"Bokku Branch 5582",21,306455.94
ST08673,"Bokku Branch 8673",40,306153.60
ST09127,"Bokku Branch 9127",45,306052.65
ST01843,"Bokku Branch 1843",15,305996.70
ST09155,"Bokku Branch 9155",38,305958.14
ST02705,"Bokku Branch 2705",17,305837.99
ST05733,"Bokku Branch 5733",26,305798.22
ST00872,"Bokku Branch 872",93,305664.36
ST02780,"Bokku Branch 2780",25,305663.75
ST08255,"Bokku Branch 8255",17,305432.54
ST07426,"Bokku Branch 7426",26,305310.72
ST07812,"Bokku Branch 7812",43,304958.15
ST01904,"Bokku Branch 1904",49,304418.19
ST00604,"Bokku Branch 604",24,304360.56
ST09623,"Bokku Branch 9623",28,304348.80
ST09331,"Bokku Branch 9331",13,304252.52
ST09421,"Bokku Branch 9421",18,304126.92
ST08965,"Bokku Branch 8965",16,303987.84
ST03492,"Bokku Branch 3492",13,303951.18
ST08879,"Bokku Branch 8879",18,303920.78
ST01762,"Bokku Branch 1762",46,303303.30
ST03853,"Bokku Branch 3853",27,303125.76
ST03136,"Bokku Branch 3136",49,302977.53
ST08048,"Bokku Branch 8048",23,302970.72
ST03128,"Bokku Branch 3128",45,302963.40
ST09218,"Bokku Branch 9218",30,302898.77
ST06549,"Bokku Branch 6549",20,302873.60
ST07432,"Bokku Branch 7432",25,302770.23
ST05063,"Bokku Branch 5063",30,302736.00
ST06453,"Bokku Branch 6453",43,302588.85
ST05887,"Bokku Branch 5887",14,302554.70
ST01026,"Bokku Branch 1026",52,302309.60
ST07487,"Bokku Branch 7487",13,302131.70
ST04006,"Bokku Branch 4006",15,302121.00
ST00924,"Bokku Branch 924",23,301910.88
ST01540,"Bokku Branch 1540",28,301909.44
ST04119,"Bokku Branch 4119",22,301579.30
ST08454,"Bokku Branch 8454",27,301079.16
ST08210,"Bokku Branch 8210",48,300962.88
ST05104,"Bokku Branch 5104",41,300795.73
ST06484,"Bokku Branch 6484",28,300413.40
ST05072,"Bokku Branch 5072",31,300266.51
ST06497,"Bokku Branch 6497",36,300263.02
ST00669,"Bokku Branch 669",38,300185.18
ST05343,"Bokku Branch 5343",23,300126.08
ST07456,"Bokku Branch 7456",17,300074.48
ST07638,"Bokku Branch 7638",36,300073.32
ST03960,"Bokku Branch 3960",27,299518.02
ST08309,"Bokku Branch 8309",18,299481.12
ST02802,"Bokku Branch 2802",16,299280.64
ST02370,"Bokku Branch 2370",44,299247.08
ST01069,"Bokku Branch 1069",24,299190.96
ST06939,"Bokku Branch 6939",48,299189.28
ST06562,"Bokku Branch 6562",35,299027.16
ST09814,"Bokku Branch 9814",15,298704.60
ST02895,"Bokku Branch 2895",15,298284.00
ST05273,"Bokku Branch 5273",55,297300.88
ST04993,"Bokku Branch 4993",38,297262.60
ST08024,"Bokku Branch 8024",18,296738.15
ST02082,"Bokku Branch 2082",32,296630.40
ST04446,"Bokku Branch 4446",24,296479.92
ST01281,"Bokku Branch 1281",44,296327.68
ST08409,"Bokku Branch 8409",21,296235.03
ST03417,"Bokku Branch 3417",15,296047.50
ST06283,"Bokku Branch 6283",28,295990.80
ST02318,"Bokku Branch 2318",12,295969.44
ST02767,"Bokku Branch 2767",36,295776.00
ST04320,"Bokku Branch 4320",29,295716.77
ST06773,"Bokku Branch 6773",42,295355.38
ST04575,"Bokku Branch 4575",43,295337.99
ST00575,"Bokku Branch 575",37,295238.91
ST05117,"Bokku Branch 5117",17,295027.69
ST03387,"Bokku Branch 3387",19,294959.23
ST06278,"Bokku Branch 6278",31,294935.86
ST06535,"Bokku Branch 6535",40,294927.68
ST03338,"Bokku Branch 3338",25,294737.50
ST08779,"Bokku Branch 8779",32,294713.92
ST08584,"Bokku Branch 8584",12,294332.40
ST05211,"Bokku Branch 5211",51,294281.37
ST09927,"Bokku Branch 9927",24,293992.80
ST01505,"Bokku Branch 1505",31,293987.57
ST04562,"Bokku Branch 4562",18,293662.80
ST08665,"Bokku Branch 8665",28,293608.56
ST06456,"Bokku Branch 6456",38,293271.10
ST02751,"Bokku Branch 2751",43,293266.02
ST04818,"Bokku Branch 4818",34,293138.82
ST01574,"Bokku Branch 1574",50,293010.64
ST04710,"Bokku Branch 4710",44,292579.41
ST07229,"Bokku Branch 7229",35,292563.25
ST02526,"Bokku Branch 2526",28,292446.04
ST02021,"Bokku Branch 2021",33,292414.98
ST01497,"Bokku Branch 1497",22,292208.50
ST01751,"Bokku Branch 1751",32,291986.50
ST05430,"Bokku Branch 5430",27,291945.89
ST04596,"Bokku Branch 4596",16,291880.32
ST03374,"Bokku Branch 3374",31,291386.98
ST00032,"Bokku Branch 32",29,291282.67
ST08444,"Bokku Branch 8444",33,291195.63
ST05180,"Bokku Branch 5180",22,290993.12
ST08939,"Bokku Branch 8939",18,290361.78
ST07286,"Bokku Branch 7286",27,290093.13
ST04226,"Bokku Branch 4226",34,290066.68
ST04181,"Bokku Branch 4181",38,290011.44
ST07382,"Bokku Branch 7382",17,289995.69
ST01539,"Bokku Branch 1539",43,289905.68
ST08170,"Bokku Branch 8170",66,289622.18
ST08130,"Bokku Branch 8130",16,289365.92
ST01182,"Bokku Branch 1182",21,289106.09
ST04152,"Bokku Branch 4152",20,289021.60
ST01609,"Bokku Branch 1609",27,288643.77
ST03840,"Bokku Branch 3840",13,288588.82
ST01185,"Bokku Branch 1185",61,288545.81
ST02763,"Bokku Branch 2763",32,288141.44
ST02977,"Bokku Branch 2977",40,288094.80
ST02642,"Bokku Branch 2642",14,287938.84
ST04527,"Bokku Branch 4527",17,287918.80
ST07450,"Bokku Branch 7450",50,287750.89
ST01468,"Bokku Branch 1468",42,287579.96
ST00814,"Bokku Branch 814",48,287529.96
ST02743,"Bokku Branch 2743",30,287518.80
ST08432,"Bokku Branch 8432",29,287479.31
ST07097,"Bokku Branch 7097",18,287042.22
ST09357,"Bokku Branch 9357",83,286968.60
ST00406,"Bokku Branch 406",42,286931.40
ST01710,"Bokku Branch 1710",33,286905.96
ST07798,"Bokku Branch 7798",43,286607.04
ST03389,"Bokku Branch 3389",33,286526.13
ST07629,"Bokku Branch 7629",27,286498.35
ST01349,"Bokku Branch 1349",14,286483.26
ST08533,"Bokku Branch 8533",22,286415.14
ST01628,"Bokku Branch 1628",30,286260.60
ST08566,"Bokku Branch 8566",31,285964.15
ST07742,"Bokku Branch 7742",17,285960.57
ST00106,"Bokku Branch 106",19,285726.37
ST09646,"Bokku Branch 9646",50,285669.50
ST07881,"Bokku Branch 7881",13,285557.61
ST02996,"Bokku Branch 2996",21,285551.07
ST09006,"Bokku Branch 9006",45,285518.70
ST09105,"Bokku Branch 9105",27,285337.80
ST05557,"Bokku Branch 5557",38,285285.76
ST02440,"Bokku Branch 2440",14,285263.16
ST05660,"Bokku Branch 5660",12,284418.60
ST02080,"Bokku Branch 2080",18,284310.90
