product_name,Sales_Year,Sales_Month,Sales_Month_Number,Monthly_Sales
"Dangote Product 679",2025,July,7,450662.81
"Dangote Product 9668",2025,September,9,450643.41
"Power Oil Product 3620",2025,April,4,450493.80
"Indomie Product 4061",2025,April,4,450416.40
"Indomie Product 3979",2025,April,4,450408.40
"Nestle Product 9104",2025,January,1,450035.08
"Nestle Product 465",2025,November,11,449910.26
"Dettol Product 6805",2025,May,5,449755.20
"Milo Product 1775",2025,March,3,449734.76
"Dangote Product 3906",2025,November,11,449093.84
"Golden Penny Product 2693",2025,March,3,449035.96
"Dangote Product 8939",2025,December,12,448996.47
"Dettol Product 9147",2025,November,11,448692.30
"Dettol Product 4630",2025,February,2,448680.60
"Dangote Product 4472",2025,November,11,448567.94
"Milo Product 8822",2025,February,2,448383.00
"Golden Penny Product 7201",2025,December,12,447896.95
"Power Oil Product 422",2025,November,11,447568.86
"Dettol Product 8240",2025,March,3,447501.30
"Peak Product 1988",2025,September,9,447458.30
"Indomie Product 5092",2025,August,8,447456.36
"Peak Product 7598",2025,September,9,447229.44
"Golden Penny Product 5692",2025,October,10,446943.22
"Peak Product 6716",2025,May,5,446852.34
"Nestle Product 8869",2025,March,3,446775.37
"Milo Product 4717",2025,February,2,446636.05
"Golden Penny Product 9283",2025,March,3,446068.89
"Golden Penny Product 398",2025,April,4,445867.00
"Dangote Product 5352",2025,October,10,445698.21
"Milo Product 6117",2025,September,9,445391.43
"Dettol Product 7937",2025,March,3,444860.76
"Milo Product 6636",2025,December,12,444857.10
"Peak Product 2077",2025,June,6,444759.60
"Power Oil Product 6078",2025,February,2,444237.48
"Golden Penny Product 9892",2025,September,9,444190.56
"Milo Product 5594",2025,February,2,443854.90
"Peak Product 2683",2025,May,5,443618.06
"Golden Penny Product 4014",2025,September,9,443444.99
"Power Oil Product 5988",2025,June,6,443295.80
"Golden Penny Product 6922",2025,February,2,443242.67
"Golden Penny Product 6581",2025,February,2,442896.48
"Dettol Product 8318",2025,April,4,442548.70
"Milo Product 6863",2025,March,3,442309.35
"Milo Product 1756",2025,June,6,441794.28
"Peak Product 6332",2025,October,10,441772.70
"Milo Product 1703",2025,January,1,441746.40
"Power Oil Product 4911",2025,July,7,441351.62
"Milo Product 1913",2025,September,9,441348.07
"Golden Penny Product 2280",2025,December,12,441272.70
"Dettol Product 574",2025,May,5,440789.98
"Peak Product 7994",2025,April,4,440533.67
"Golden Penny Product 4940",2026,January,1,440322.12
"Dettol Product 238",2025,March,3,439812.81
"Nestle Product 7813",2025,April,4,439396.83
"Golden Penny Product 8249",2025,April,4,439327.80
"Nestle Product 4194",2025,July,7,438847.82
"Indomie Product 904",2025,April,4,438753.00
"Power Oil Product 6345",2025,December,12,438493.60
"Nestle Product 182",2025,January,1,438417.92
"Power Oil Product 7211",2025,May,5,438364.84
"Milo Product 4297",2025,November,11,438337.94
"Golden Penny Product 8826",2025,December,12,438294.51
"Indomie Product 5458",2025,May,5,438268.32
"Dettol Product 299",2026,January,1,438262.95
"Power Oil Product 3112",2025,August,8,438205.74
"Peak Product 8519",2025,November,11,438157.41
"Nestle Product 3029",2025,July,7,438071.28
"Golden Penny Product 38",2025,May,5,437673.81
"Dettol Product 4258",2025,August,8,437593.79
"Peak Product 2329",2025,October,10,437545.28
"Nestle Product 6076",2025,August,8,437358.54
"Dettol Product 4762",2025,August,8,437053.05
"Milo Product 8915",2025,August,8,436969.24
"Power Oil Product 6771",2025,December,12,436513.04
"Dettol Product 1515",2025,October,10,436358.99
"Nestle Product 511",2025,March,3,436261.12
"Dangote Product 1616",2025,April,4,434776.32
"Dangote Product 6019",2025,December,12,434604.24
"Dettol Product 6130",2025,November,11,434555.65
"Indomie Product 7231",2025,May,5,434360.24
"Power Oil Product 8114",2025,August,8,434125.68
"Dangote Product 9557",2025,April,4,434013.30
"Peak Product 1496",2025,March,3,433473.84
"Golden Penny Product 1037",2025,February,2,433362.60
"Dettol Product 5302",2025,March,3,433153.20
"Indomie Product 9154",2025,July,7,433142.05
"Power Oil Product 8406",2025,March,3,433050.00
"Dangote Product 7459",2025,October,10,432906.30
"Power Oil Product 399",2025,May,5,432771.22
"Power Oil Product 2503",2025,February,2,432650.88
"Peak Product 5431",2025,June,6,432575.97
"Peak Product 9799",2025,August,8,432567.72
"Peak Product 2284",2025,January,1,432526.38
"Golden Penny Product 5422",2025,September,9,431986.66
"Peak Product 6454",2025,January,1,431930.23
"Dangote Product 3719",2025,July,7,431392.99
"Dangote Product 325",2025,July,7,431134.20
"Dettol Product 6390",2025,November,11,431023.84
"Dettol Product 5984",2025,June,6,430891.76
"Milo Product 6151",2025,September,9,430847.32
"Dangote Product 3392",2025,July,7,430792.02
"Dettol Product 2107",2025,November,11,430577.34
"Peak Product 5503",2025,January,1,430545.80
"Indomie Product 4154",2025,June,6,430423.92
"Peak Product 258",2025,January,1,430378.74
"Golden Penny Product 3384",2025,March,3,430346.40
"Nestle Product 4760",2025,May,5,430344.36
"Dangote Product 9472",2025,June,6,430026.24
"Milo Product 7964",2025,August,8,429861.80
"Dangote Product 4406",2025,April,4,429490.88
"Dangote Product 940",2025,November,11,429303.63
"Dettol Product 9705",2025,August,8,429238.55
"Dettol Product 5541",2025,December,12,429157.35
"Power Oil Product 181",2025,September,9,429030.72
"Peak Product 7059",2025,February,2,428835.62
"Dangote Product 1590",2025,May,5,428618.82
"Peak Product 2952",2025,February,2,428588.67
"Peak Product 8830",2025,January,1,428556.71
"Nestle Product 2157",2025,March,3,428542.28
"Nestle Product 1991",2025,April,4,428521.49
"Power Oil Product 2094",2025,August,8,428290.96
"Indomie Product 4697",2025,March,3,428247.78
"Peak Product 9237",2025,August,8,428052.15
"Milo Product 7198",2025,September,9,428009.40
"Milo Product 7725",2025,May,5,427901.04
"Power Oil Product 5429",2025,April,4,427576.81
"Dangote Product 4391",2025,April,4,427416.28
"Dangote Product 788",2025,November,11,427301.10
"Nestle Product 8854",2025,June,6,427103.68
"Power Oil Product 3647",2025,March,3,426907.62
"Dangote Product 4594",2025,October,10,426735.60
"Golden Penny Product 6428",2025,September,9,426712.58
"Power Oil Product 9144",2025,September,9,426701.88
"Power Oil Product 5992",2025,July,7,426547.22
"Golden Penny Product 1103",2025,August,8,426522.30
"Dangote Product 29",2025,October,10,426433.16
"Golden Penny Product 6366",2025,January,1,425719.28
"Golden Penny Product 2817",2025,December,12,425686.80
"Dangote Product 9127",2025,December,12,425490.24
"Dangote Product 6138",2025,October,10,425338.67
"Golden Penny Product 1561",2025,January,1,424282.76
"Dangote Product 8394",2025,February,2,424108.59
"Nestle Product 9596",2025,February,2,423389.01
"Nestle Product 25",2025,February,2,423386.67
"Golden Penny Product 4389",2025,May,5,423303.50
"Golden Penny Product 8347",2025,May,5,423280.10
"Indomie Product 1791",2025,August,8,423102.80
"Dettol Product 8670",2025,January,1,423010.45
"Indomie Product 211",2025,June,6,422952.96
"Dangote Product 2273",2025,June,6,422809.28
"Indomie Product 1099",2025,June,6,422224.20
"Dangote Product 2239",2025,November,11,421736.64
"Dangote Product 9548",2025,September,9,421285.00
"Nestle Product 4854",2025,March,3,421085.22
"Peak Product 3177",2025,May,5,421077.62
"Peak Product 8867",2025,September,9,420727.45
"Nestle Product 7379",2025,October,10,420328.80
"Dangote Product 4150",2025,March,3,420173.49
"Milo Product 8382",2025,March,3,419971.04
"Nestle Product 5526",2025,September,9,419692.00
"Milo Product 8068",2025,January,1,419499.16
"Nestle Product 7393",2025,November,11,419009.50
"Golden Penny Product 3985",2025,March,3,418674.06
"Dangote Product 2686",2025,September,9,418668.05
"Peak Product 9298",2025,December,12,418617.92
"Peak Product 7347",2025,June,6,418411.66
"Golden Penny Product 6087",2025,July,7,418355.82
"Dangote Product 8576",2025,August,8,418331.50
"Indomie Product 4352",2025,January,1,418316.22
"Milo Product 3417",2025,June,6,417950.44
"Milo Product 6085",2025,September,9,417919.26
"Golden Penny Product 5209",2025,November,11,417902.46
"Golden Penny Product 3239",2025,November,11,417553.95
"Nestle Product 9218",2025,June,6,417250.85
"Power Oil Product 2317",2025,October,10,417171.65
"Power Oil Product 1807",2025,December,12,417088.80
"Power Oil Product 9521",2025,July,7,416939.08
"Indomie Product 4508",2025,March,3,416853.61
"Peak Product 8874",2025,May,5,416654.28
"Golden Penny Product 1459",2025,May,5,416600.10
"Power Oil Product 3178",2025,August,8,416448.00
"Milo Product 551",2025,April,4,416409.33
"Dangote Product 9235",2025,April,4,416354.40
"Dettol Product 6792",2025,April,4,416206.90
"Peak Product 2998",2025,May,5,415699.20
"Milo Product 2945",2025,December,12,415394.48
"Dettol Product 5662",2025,January,1,414687.93
"Milo Product 3695",2025,August,8,414598.97
"Milo Product 9254",2025,October,10,414493.00
"Indomie Product 4546",2025,March,3,414476.92
"Dettol Product 6517",2025,June,6,414336.24
"Milo Product 8035",2025,April,4,414162.45
"Power Oil Product 8328",2025,May,5,413827.68
"Nestle Product 5347",2025,November,11,413783.40
"Dettol Product 8155",2025,May,5,413459.50
"Dangote Product 3331",2025,July,7,413444.75
"Indomie Product 6749",2025,May,5,413336.68
"Power Oil Product 5469",2025,December,12,413320.15
"Milo Product 3634",2025,August,8,413081.80
"Dettol Product 5732",2025,July,7,413008.56
"Dangote Product 4030",2025,June,6,412519.30
"Dettol Product 5819",2025,June,6,412515.07
"Dettol Product 9375",2025,January,1,412377.77
"Dangote Product 5555",2025,August,8,412369.50
"Milo Product 7738",2025,October,10,412268.32
"Nestle Product 2806",2025,August,8,411783.32
"Golden Penny Product 1271",2025,July,7,411483.42
"Dettol Product 5266",2025,December,12,411415.55
"Milo Product 7734",2025,April,4,411211.27
"Peak Product 3570",2025,May,5,411193.92
"Dangote Product 6244",2025,April,4,411153.60
"Peak Product 5222",2025,August,8,410936.17
"Indomie Product 1093",2025,November,11,410702.08
"Dettol Product 1695",2025,January,1,410679.12
"Power Oil Product 9056",2025,August,8,410415.24
"Dettol Product 3142",2025,January,1,410278.50
"Golden Penny Product 6525",2025,October,10,410001.38
"Indomie Product 2168",2025,December,12,409961.16
"Indomie Product 6551",2025,October,10,409931.70
"Nestle Product 6387",2025,February,2,409904.64
"Dettol Product 2135",2025,March,3,409820.90
"Dettol Product 1476",2025,January,1,409442.80
"Nestle Product 7649",2025,September,9,409095.00
"Peak Product 6223",2025,February,2,409030.10
"Golden Penny Product 3389",2025,November,11,408272.19
"Peak Product 9729",2025,August,8,408138.17
"Golden Penny Product 4372",2025,July,7,408032.65
"Nestle Product 1222",2025,April,4,407999.63
"Indomie Product 2263",2025,March,3,407089.20
"Peak Product 8489",2025,December,12,407083.60
"Golden Penny Product 6784",2025,May,5,407027.81
"Indomie Product 535",2025,March,3,406852.56
"Dangote Product 988",2025,July,7,406801.21
"Dettol Product 6325",2025,December,12,406741.15
"Milo Product 20",2025,January,1,406471.68
"Golden Penny Product 8848",2025,November,11,406384.72
"Peak Product 8689",2025,March,3,406337.96
"Golden Penny Product 4353",2025,November,11,406259.70
"Peak Product 2130",2025,May,5,405952.75
"Peak Product 7834",2025,April,4,405904.20
"Indomie Product 6284",2025,April,4,405814.20
"Dangote Product 8308",2025,May,5,405771.52
"Dettol Product 5085",2025,July,7,405723.86
"Power Oil Product 4961",2025,August,8,405705.64
"Dangote Product 6532",2025,May,5,405528.01
"Dettol Product 7889",2025,July,7,405410.90
"Indomie Product 1861",2025,June,6,405396.38
"Milo Product 1069",2025,July,7,404909.01
"Power Oil Product 8423",2025,December,12,404850.66
"Peak Product 3812",2025,March,3,404388.52
"Power Oil Product 9415",2025,April,4,404381.00
"Golden Penny Product 1659",2025,November,11,404316.00
"Power Oil Product 3533",2025,November,11,404208.43
"Milo Product 6791",2025,March,3,403798.40
"Nestle Product 9313",2025,May,5,403757.64
"Milo Product 6758",2025,January,1,403499.52
"Indomie Product 7858",2025,April,4,403492.50
"Dettol Product 2045",2025,October,10,403275.20
"Peak Product 1233",2025,September,9,403243.72
"Power Oil Product 4001",2025,May,5,403151.23
"Nestle Product 2831",2025,January,1,402894.24
"Power Oil Product 3960",2025,July,7,402646.40
"Indomie Product 6410",2025,July,7,402300.75
"Dettol Product 3005",2025,April,4,402275.25
"Golden Penny Product 6580",2025,June,6,402244.92
"Milo Product 8972",2025,May,5,401768.22
"Dangote Product 8468",2025,August,8,401748.13
"Indomie Product 1369",2025,February,2,401675.30
"Dangote Product 3838",2025,May,5,401613.76
"Milo Product 9203",2025,March,3,401582.30
"Peak Product 9342",2025,January,1,401252.10
"Dettol Product 1753",2025,April,4,401223.57
"Power Oil Product 1943",2025,February,2,401203.92
"Indomie Product 7456",2025,May,5,400832.69
"Nestle Product 9762",2025,August,8,400656.42
"Dangote Product 2465",2025,September,9,400609.30
"Indomie Product 4339",2025,September,9,400212.56
"Dangote Product 9377",2025,August,8,400088.68
"Dangote Product 3633",2025,January,1,400058.80
"Dettol Product 5440",2025,February,2,399961.44
"Dangote Product 2423",2025,March,3,399846.73
"Power Oil Product 6265",2025,September,9,399617.94
"Nestle Product 9959",2025,October,10,399415.80
"Golden Penny Product 3571",2025,February,2,399319.70
"Power Oil Product 4840",2025,May,5,398950.08
"Golden Penny Product 2940",2025,January,1,398902.35
"Nestle Product 2506",2025,October,10,398856.37
"Nestle Product 9456",2025,January,1,398546.76
"Nestle Product 5563",2025,April,4,398392.00
"Dettol Product 7838",2025,March,3,398381.34
"Peak Product 6627",2025,March,3,398181.76
"Peak Product 7236",2025,October,10,398137.78
"Peak Product 3888",2025,July,7,398116.80
"Power Oil Product 932",2025,June,6,397783.36
"Dangote Product 8026",2025,April,4,397753.63
"Dangote Product 1278",2025,January,1,397437.68
"Indomie Product 3162",2025,October,10,397294.92
"Dettol Product 8787",2025,December,12,397221.41
"Golden Penny Product 8628",2025,July,7,396626.76
"Nestle Product 2599",2025,February,2,396403.82
"Dettol Product 9998",2025,October,10,396397.56
"Peak Product 5029",2025,May,5,395109.00
"Milo Product 4839",2025,October,10,395010.30
"Peak Product 458",2025,June,6,394959.78
"Indomie Product 1910",2025,June,6,394928.89
"Dangote Product 1203",2025,October,10,394895.39
"Dangote Product 6451",2025,February,2,394409.75
"Milo Product 6911",2025,February,2,394400.29
"Indomie Product 2486",2025,January,1,394243.38
"Dangote Product 3309",2025,November,11,393943.48
"Nestle Product 2853",2025,January,1,393916.35
"Milo Product 7544",2025,December,12,393715.61
"Power Oil Product 3465",2025,September,9,393569.40
"Peak Product 2132",2025,April,4,393535.90
"Dettol Product 7040",2025,March,3,393365.56
"Dangote Product 817",2025,October,10,392967.20
"Nestle Product 6336",2025,July,7,392723.54
"Milo Product 9523",2025,September,9,391880.66
"Nestle Product 9226",2025,May,5,391677.62
"Dangote Product 8074",2025,October,10,391575.20
"Indomie Product 5202",2025,September,9,391440.08
"Power Oil Product 9100",2025,June,6,391400.43
"Peak Product 9684",2025,April,4,391338.48
"Nestle Product 9263",2025,November,11,391324.53
"Dangote Product 7913",2025,September,9,391309.00
"Indomie Product 270",2025,September,9,391217.00
"Peak Product 7522",2025,August,8,390885.60
"Indomie Product 7300",2025,September,9,390825.30
"Nestle Product 6474",2025,May,5,390722.90
"Dangote Product 7311",2025,February,2,390470.22
"Dettol Product 2027",2025,March,3,390349.20
"Milo Product 5694",2025,January,1,389736.87
"Dettol Product 1512",2025,July,7,389734.18
"Indomie Product 6134",2025,March,3,389674.40
"Nestle Product 165",2025,June,6,389578.14
"Indomie Product 3528",2025,January,1,389461.33
"Nestle Product 5617",2025,September,9,389423.34
"Power Oil Product 4218",2025,June,6,389355.92
"Dettol Product 2404",2025,June,6,389353.78
"Milo Product 4589",2025,December,12,389345.04
"Dangote Product 3277",2025,January,1,389271.48
"Milo Product 7452",2025,April,4,388962.23
"Dettol Product 4387",2025,June,6,388651.24
"Indomie Product 9604",2025,March,3,388476.88
"Power Oil Product 7484",2025,November,11,388388.12
"Peak Product 2768",2025,July,7,388325.18
"Indomie Product 7296",2025,June,6,388043.46
"Milo Product 9288",2025,October,10,387937.04
"Golden Penny Product 5290",2025,November,11,387368.10
"Peak Product 2355",2025,April,4,387324.30
"Dangote Product 2598",2025,January,1,387138.72
"Dangote Product 1738",2025,March,3,386892.88
"Golden Penny Product 4168",2025,February,2,386541.85
"Dettol Product 3080",2025,June,6,386444.20
"Milo Product 8774",2025,August,8,386432.00
"Milo Product 1173",2025,June,6,386099.52
"Peak Product 2961",2025,February,2,385792.68
"Golden Penny Product 3174",2025,April,4,385789.94
"Dangote Product 2241",2025,May,5,385785.68
"Golden Penny Product 6348",2025,April,4,385493.13
"Nestle Product 9421",2025,February,2,385163.96
"Milo Product 6563",2025,January,1,385071.70
"Indomie Product 8374",2025,December,12,384997.70
"Dettol Product 6842",2025,July,7,384778.89
"Indomie Product 3469",2025,May,5,384728.95
"Dettol Product 8182",2025,December,12,384406.68
"Golden Penny Product 1458",2025,January,1,384113.59
"Power Oil Product 7397",2025,August,8,383952.69
"Power Oil Product 2226",2025,June,6,383791.31
"Dettol Product 5714",2025,November,11,383706.67
"Peak Product 4189",2025,January,1,383678.40
"Golden Penny Product 3253",2025,May,5,383568.23
"Dangote Product 7983",2025,December,12,383391.60
"Power Oil Product 2434",2025,May,5,383248.32
"Indomie Product 3623",2025,January,1,382982.40
"Power Oil Product 1157",2025,May,5,382912.64
"Indomie Product 221",2025,December,12,382856.08
"Nestle Product 6619",2025,August,8,382730.61
"Peak Product 432",2025,March,3,382636.00
"Milo Product 9779",2025,November,11,382387.55
"Indomie Product 1647",2025,February,2,382243.40
"Dettol Product 1699",2025,December,12,382241.16
"Indomie Product 2091",2025,July,7,381972.27
"Nestle Product 1415",2025,May,5,381234.20
"Peak Product 2416",2025,June,6,380938.98
"Milo Product 3629",2025,August,8,380705.84
"Dettol Product 1382",2025,May,5,380629.34
"Nestle Product 4583",2025,August,8,380324.16
"Nestle Product 2230",2025,October,10,380274.38
"Indomie Product 3379",2025,January,1,379997.52
"Nestle Product 8435",2025,September,9,379989.28
"Peak Product 5150",2025,July,7,379742.60
"Indomie Product 1961",2025,November,11,379542.80
"Dangote Product 4327",2025,December,12,379513.68
"Dettol Product 8540",2025,May,5,378991.71
"Power Oil Product 6907",2025,December,12,378987.22
"Golden Penny Product 1345",2025,September,9,378889.59
"Peak Product 2405",2025,July,7,378494.14
"Peak Product 843",2025,November,11,378157.25
"Dangote Product 9718",2025,April,4,377988.54
"Dangote Product 8789",2025,July,7,377687.70
"Milo Product 6243",2025,May,5,377606.04
"Indomie Product 3837",2025,January,1,377308.47
"Indomie Product 3125",2025,October,10,376927.88
"Peak Product 6788",2025,November,11,376855.22
"Dettol Product 2193",2025,May,5,376370.40
"Golden Penny Product 9130",2025,October,10,376160.65
"Dangote Product 4280",2025,June,6,375758.75
"Power Oil Product 2161",2025,October,10,375283.76
"Power Oil Product 4729",2025,February,2,375198.32
"Golden Penny Product 2337",2025,September,9,375086.40
"Power Oil Product 2948",2025,October,10,374890.50
"Golden Penny Product 1365",2025,February,2,374786.61
"Power Oil Product 5349",2025,September,9,374529.44
"Dangote Product 6273",2025,June,6,374438.24
"Dettol Product 7993",2025,January,1,374403.96
"Indomie Product 5279",2025,October,10,374069.20
"Dettol Product 3568",2025,November,11,373700.99
"Dangote Product 4220",2025,July,7,373659.25
"Nestle Product 9781",2025,June,6,373223.70
"Golden Penny Product 9484",2025,September,9,373195.66
"Nestle Product 9335",2025,July,7,373134.58
"Golden Penny Product 1762",2025,January,1,373061.97
"Milo Product 7418",2025,January,1,373026.96
"Milo Product 7302",2025,February,2,372833.44
"Power Oil Product 1922",2025,July,7,372641.91
"Dangote Product 9389",2025,December,12,372430.52
"Dettol Product 9508",2025,July,7,372339.44
"Indomie Product 4341",2025,June,6,371978.20
"Dettol Product 3582",2025,September,9,371814.36
"Dangote Product 478",2025,April,4,371739.17
"Milo Product 6090",2025,August,8,371721.84
"Nestle Product 7874",2025,August,8,371618.59
"Peak Product 6476",2025,September,9,371546.85
"Power Oil Product 4683",2025,April,4,371289.92
"Golden Penny Product 5854",2025,January,1,371150.85
"Peak Product 8609",2025,April,4,371073.50
"Indomie Product 2173",2025,July,7,370553.59
"Nestle Product 5489",2025,August,8,370244.68
"Nestle Product 4783",2025,October,10,370244.52
"Indomie Product 8629",2025,October,10,370221.72
"Golden Penny Product 7226",2025,July,7,369920.37
"Dettol Product 1560",2025,July,7,369901.20
"Power Oil Product 3973",2025,August,8,369505.24
"Nestle Product 7900",2025,November,11,369469.35
"Nestle Product 953",2025,July,7,368968.28
"Milo Product 1367",2025,January,1,368676.00
"Milo Product 3007",2025,September,9,368571.40
"Peak Product 6956",2025,December,12,368448.91
"Indomie Product 2200",2025,April,4,368309.92
"Nestle Product 6729",2025,September,9,368095.95
"Power Oil Product 7146",2025,February,2,368023.12
"Dettol Product 1456",2025,August,8,367899.00
"Power Oil Product 7804",2025,November,11,367682.10
"Milo Product 4770",2025,March,3,367626.90
"Golden Penny Product 5623",2025,July,7,366771.26
"Golden Penny Product 3999",2025,May,5,366429.36
"Indomie Product 3336",2025,May,5,366285.00
"Golden Penny Product 1824",2025,April,4,366227.80
"Peak Product 8280",2025,June,6,365678.16
"Nestle Product 5747",2025,December,12,365395.42
"Dangote Product 8726",2025,June,6,365308.20
"Dangote Product 8287",2025,November,11,364918.66
"Indomie Product 1900",2025,December,12,364156.32
"Dettol Product 8476",2025,April,4,364153.94
"Milo Product 1871",2025,April,4,364014.15
"Milo Product 7035",2025,October,10,363916.80
"Dettol Product 3271",2025,November,11,363783.15
"Dettol Product 3405",2025,August,8,363418.86
"Nestle Product 2395",2025,September,9,363411.04
"Dettol Product 7795",2025,February,2,363009.78
"Dettol Product 1750",2025,August,8,362988.16
"Peak Product 5303",2025,July,7,362909.40
"Dangote Product 9032",2025,December,12,362730.96
"Dettol Product 4695",2025,August,8,362730.93
"Nestle Product 5989",2025,June,6,362589.37
"Golden Penny Product 3534",2025,July,7,362155.68
"Power Oil Product 2736",2025,March,3,362112.64
"Dangote Product 9035",2025,May,5,361860.89
"Dettol Product 456",2025,September,9,361655.14
"Dangote Product 7075",2025,September,9,361630.72
"Dangote Product 5539",2025,November,11,361197.82
"Nestle Product 9516",2025,April,4,361059.12
"Golden Penny Product 6194",2025,March,3,360850.40
"Indomie Product 1587",2025,September,9,360789.51
"Dettol Product 8945",2025,August,8,360557.55
"Dangote Product 9664",2025,May,5,360157.84
"Milo Product 8297",2025,October,10,360125.55
"Golden Penny Product 2252",2025,November,11,360107.79
"Nestle Product 9301",2025,July,7,360104.55
"Indomie Product 9083",2025,January,1,359877.04
"Golden Penny Product 6126",2025,September,9,359678.74
"Dangote Product 6015",2025,April,4,359177.14
"Dettol Product 7912",2025,April,4,359147.46
"Indomie Product 9958",2025,July,7,359138.85
"Dettol Product 2791",2025,May,5,358823.22
"Indomie Product 7806",2025,September,9,358816.96
"Golden Penny Product 9851",2025,December,12,358546.44
"Peak Product 8644",2025,February,2,358427.80
"Dettol Product 2328",2025,August,8,357886.88
"Power Oil Product 5403",2025,June,6,357801.92
"Nestle Product 4805",2025,March,3,356760.36
"Golden Penny Product 3402",2025,December,12,356323.50
"Dangote Product 2371",2025,August,8,356242.84
"Golden Penny Product 9114",2025,July,7,355800.70
"Milo Product 4002",2025,October,10,355661.00
"Peak Product 8522",2025,September,9,355520.88
"Indomie Product 5093",2025,June,6,355519.32
"Power Oil Product 371",2025,August,8,355363.71
"Milo Product 647",2025,December,12,355286.35
"Power Oil Product 4139",2025,January,1,355063.90
"Milo Product 3982",2025,August,8,354960.18
"Nestle Product 1792",2025,January,1,354817.32
"Dettol Product 1674",2025,February,2,354810.58
"Nestle Product 9113",2025,August,8,354489.60
"Dettol Product 6504",2025,August,8,354266.47
"Indomie Product 1078",2025,February,2,353825.96
"Milo Product 9119",2025,May,5,353722.44
"Power Oil Product 1027",2025,June,6,353630.60
"Dangote Product 4080",2025,February,2,353580.94
"Golden Penny Product 1603",2025,June,6,353524.18
"Nestle Product 2398",2025,October,10,353400.86
"Nestle Product 6946",2025,March,3,353399.22
"Dettol Product 9400",2025,May,5,353317.12
"Golden Penny Product 7017",2025,September,9,353163.75
"Dangote Product 1483",2025,June,6,353102.08
"Peak Product 2523",2025,November,11,353055.48
"Milo Product 2470",2025,March,3,352963.80
"Milo Product 4759",2025,September,9,352610.88
"Milo Product 5638",2025,April,4,351670.40
"Power Oil Product 9160",2025,July,7,351623.62
"Power Oil Product 6719",2025,August,8,351619.60
"Indomie Product 5351",2025,July,7,351562.30
"Nestle Product 5918",2025,November,11,351265.81
"Dettol Product 8298",2025,November,11,351188.88
"Indomie Product 7837",2025,September,9,350923.42
"Power Oil Product 2679",2025,June,6,350830.10
"Milo Product 4802",2025,May,5,350787.84
"Peak Product 577",2025,October,10,350674.76
"Milo Product 1704",2025,April,4,350358.84
"Indomie Product 8456",2025,August,8,350159.92
"Indomie Product 970",2025,May,5,350145.51
"Power Oil Product 4894",2025,October,10,349726.44
"Dangote Product 5961",2025,August,8,349654.68
"Indomie Product 2978",2025,June,6,349580.21
"Dettol Product 1202",2025,August,8,349552.84
"Dettol Product 8594",2025,August,8,349522.08
"Dangote Product 8884",2025,May,5,349518.12
"Nestle Product 1210",2025,April,4,349415.49
"Golden Penny Product 7591",2025,April,4,349375.40
"Indomie Product 7922",2025,December,12,349359.90
"Milo Product 2063",2025,September,9,349353.60
"Milo Product 1021",2025,July,7,349208.64
"Golden Penny Product 7469",2025,July,7,349171.90
"Nestle Product 4130",2025,October,10,349038.48
"Nestle Product 4873",2025,May,5,348920.80
"Peak Product 3594",2025,January,1,348500.14
"Dangote Product 2418",2025,October,10,348135.56
"Indomie Product 6837",2025,June,6,348127.31
"Power Oil Product 1191",2025,February,2,348043.47
"Indomie Product 7097",2025,April,4,347952.70
"Indomie Product 1275",2025,January,1,347766.25
"Dettol Product 127",2025,June,6,347637.41
"Nestle Product 2996",2025,April,4,347582.67
"Golden Penny Product 1049",2025,February,2,347555.60
"Indomie Product 5193",2025,June,6,346937.05
"Peak Product 5701",2025,May,5,346460.51
"Peak Product 3266",2025,July,7,346139.64
"Dangote Product 8785",2025,July,7,346120.04
"Peak Product 8654",2025,May,5,346086.43
"Peak Product 7029",2025,February,2,346086.03
"Peak Product 4048",2025,November,11,346028.50
"Dettol Product 4049",2025,August,8,346011.16
"Golden Penny Product 7264",2025,April,4,345525.43
"Milo Product 3362",2025,March,3,344929.16
"Nestle Product 9445",2025,March,3,344786.06
"Golden Penny Product 5008",2025,January,1,344763.40
"Nestle Product 15",2025,September,9,344531.20
"Indomie Product 9167",2025,September,9,344497.62
"Indomie Product 635",2025,January,1,344387.67
"Milo Product 2343",2025,November,11,344282.88
"Dangote Product 6258",2025,August,8,344259.04
"Dettol Product 2342",2025,December,12,344257.94
"Nestle Product 4734",2025,March,3,343817.70
"Golden Penny Product 2099",2025,September,9,343742.08
"Power Oil Product 6816",2025,November,11,343172.82
"Golden Penny Product 9245",2025,January,1,343128.74
"Dettol Product 8097",2025,November,11,343025.55
"Peak Product 8066",2025,March,3,342833.28
"Power Oil Product 543",2025,February,2,342611.08
"Nestle Product 12",2025,March,3,342581.36
"Dettol Product 8262",2025,April,4,342552.12
"Dettol Product 1527",2025,October,10,342207.15
"Dangote Product 8490",2025,January,1,342089.66
"Power Oil Product 2613",2025,December,12,341311.84
"Dettol Product 8142",2025,April,4,341255.62
"Golden Penny Product 6856",2025,September,9,341218.36
"Peak Product 1818",2025,May,5,341114.79
"Dettol Product 3504",2025,February,2,341070.74
"Peak Product 9814",2025,July,7,341025.92
"Dangote Product 4555",2025,November,11,340758.53
"Power Oil Product 5991",2025,May,5,340701.39
"Dettol Product 7400",2025,November,11,340572.06
"Peak Product 3054",2025,February,2,340533.20
"Milo Product 2543",2025,July,7,340474.00
