supplier_id,supplier_name,lead_time_days,supplier_rating
S05300,Dufil Prima Foods 5300,11,5.0
S05301,Nestle Nigeria 5301,11,4.0
S05302,Dangote Sugar 5302,7,3.7
S05303,Dangote Sugar 5303,14,4.8
S05304,Dangote Sugar 5304,3,4.8
S05305,Dangote Sugar 5305,11,3.5
S05306,Nestle Nigeria 5306,8,4.3
S05307,Nestle Nigeria 5307,1,3.7
S05308,Flour Mills Nigeria 5308,2,3.8
S05309,Flour Mills Nigeria 5309,9,5.0
S05310,Nestle Nigeria 5310,10,4.0
S05311,Flour Mills Nigeria 5311,2,4.7
S05312,Dangote Sugar 5312,11,4.5
S05313,Flour Mills Nigeria 5313,6,4.7
S05314,Nestle Nigeria 5314,13,5.0
S05315,Nestle Nigeria 5315,5,4.0
S05316,Flour Mills Nigeria 5316,14,4.7
S05317,Dufil Prima Foods 5317,1,4.5
S05318,Dufil Prima Foods 5318,13,3.6
S05319,Nestle Nigeria 5319,8,4.8
S05320,Dufil Prima Foods 5320,7,4.7
S05321,Flour Mills Nigeria 5321,11,4.8
S05322,Flour Mills Nigeria 5322,7,4.6
S05323,Dufil Prima Foods 5323,1,4.9
S05324,Flour Mills Nigeria 5324,12,4.1
S05325,Flour Mills Nigeria 5325,6,3.6
S05326,Nestle Nigeria 5326,3,4.3
S05327,Dangote Sugar 5327,1,4.7
S05328,Flour Mills Nigeria 5328,11,3.9
S05329,Dangote Sugar 5329,1,4.2
S05330,Flour Mills Nigeria 5330,5,3.8
S05331,Nestle Nigeria 5331,6,3.8
S05332,Dufil Prima Foods 5332,4,4.6
S05333,Dangote Sugar 5333,7,3.7
S05334,Dangote Sugar 5334,3,3.7
S05335,Flour Mills Nigeria 5335,2,3.9
S05336,Dangote Sugar 5336,2,3.9
S05337,Flour Mills Nigeria 5337,3,4.1
S05338,Nestle Nigeria 5338,14,4.7
S05339,Dangote Sugar 5339,9,4.5
S05340,Dangote Sugar 5340,11,3.8
S05341,Nestle Nigeria 5341,9,3.8
S05342,Dufil Prima Foods 5342,13,4.3
S05343,Dangote Sugar 5343,7,3.5
S05344,Dufil Prima Foods 5344,10,3.9
S05345,Dufil Prima Foods 5345,9,4.4
S05346,Dangote Sugar 5346,8,3.6
S05347,Nestle Nigeria 5347,2,4.4
S05348,Dufil Prima Foods 5348,10,4.5
S05349,Dufil Prima Foods 5349,6,4.3
S05350,Nestle Nigeria 5350,11,3.9
S05351,Dangote Sugar 5351,14,3.9
S05352,Dangote Sugar 5352,10,3.8
S05353,Dufil Prima Foods 5353,11,4.5
S05354,Dangote Sugar 5354,6,4.2
S05355,Dangote Sugar 5355,5,4.4
S05356,Flour Mills Nigeria 5356,12,4.7
S05357,Nestle Nigeria 5357,1,4.2
S05358,Dufil Prima Foods 5358,2,4.8
S05359,Dangote Sugar 5359,11,4.1
S05360,Dangote Sugar 5360,11,3.5
S05361,Nestle Nigeria 5361,9,4.1
S05362,Flour Mills Nigeria 5362,2,4.3
S05363,Dufil Prima Foods 5363,7,4.8
S05364,Flour Mills Nigeria 5364,1,4.3
S05365,Flour Mills Nigeria 5365,12,4.5
S05366,Nestle Nigeria 5366,8,4.3
S05367,Flour Mills Nigeria 5367,2,3.6
S05368,Dufil Prima Foods 5368,1,4.3
S05369,Dangote Sugar 5369,5,4.5
S05370,Dangote Sugar 5370,5,4.0
S05371,Nestle Nigeria 5371,13,5.0
S05372,Nestle Nigeria 5372,6,4.1
S05373,Nestle Nigeria 5373,2,5.0
S05374,Flour Mills Nigeria 5374,10,4.5
S05375,Dangote Sugar 5375,2,4.9
S05376,Flour Mills Nigeria 5376,1,4.4
S05377,Dangote Sugar 5377,12,4.5
S05378,Nestle Nigeria 5378,7,4.0
S05379,Nestle Nigeria 5379,2,4.1
S05380,Dangote Sugar 5380,2,4.0
S05381,Dufil Prima Foods 5381,3,4.5
S05382,Flour Mills Nigeria 5382,14,3.5
S05383,Dufil Prima Foods 5383,11,4.1
S05384,Flour Mills Nigeria 5384,5,3.9
S05385,Dufil Prima Foods 5385,3,3.7
S05386,Dangote Sugar 5386,6,4.9
S05387,Dufil Prima Foods 5387,13,4.4
S05388,Nestle Nigeria 5388,2,4.8
S05389,Dangote Sugar 5389,10,3.8
S05390,Dangote Sugar 5390,9,4.3
S05391,Flour Mills Nigeria 5391,12,4.9
S05392,Nestle Nigeria 5392,3,4.2
S05393,Flour Mills Nigeria 5393,10,4.5
S05394,Flour Mills Nigeria 5394,4,4.2
S05395,Dufil Prima Foods 5395,8,3.9
S05396,Flour Mills Nigeria 5396,1,4.7
S05397,Dangote Sugar 5397,12,4.7
S05398,Dufil Prima Foods 5398,11,4.0
S05399,Nestle Nigeria 5399,4,4.0
S05400,Dangote Sugar 5400,2,4.5
S05401,Dangote Sugar 5401,11,3.6
S05402,Dangote Sugar 5402,10,3.9
S05403,Flour Mills Nigeria 5403,8,3.9
S05404,Dufil Prima Foods 5404,14,4.8
S05405,Nestle Nigeria 5405,4,4.4
S05406,Flour Mills Nigeria 5406,2,4.3
S05407,Nestle Nigeria 5407,2,4.6
S05408,Flour Mills Nigeria 5408,8,4.1
S05409,Flour Mills Nigeria 5409,6,4.5
S05410,Dangote Sugar 5410,6,4.3
S05411,Dufil Prima Foods 5411,13,3.6
S05412,Nestle Nigeria 5412,6,3.8
S05413,Dufil Prima Foods 5413,8,4.1
S05414,Dufil Prima Foods 5414,8,4.6
S05415,Nestle Nigeria 5415,14,4.1
S05416,Dangote Sugar 5416,10,4.1
S05417,Flour Mills Nigeria 5417,14,4.9
S05418,Flour Mills Nigeria 5418,3,4.3
S05419,Dufil Prima Foods 5419,4,4.9
S05420,Dufil Prima Foods 5420,14,3.7
S05421,Flour Mills Nigeria 5421,6,4.2
S05422,Nestle Nigeria 5422,2,4.1
S05423,Dufil Prima Foods 5423,3,4.4
S05424,Dufil Prima Foods 5424,9,4.4
S05425,Nestle Nigeria 5425,8,3.8
S05426,Nestle Nigeria 5426,9,4.3
S05427,Flour Mills Nigeria 5427,11,4.7
S05428,Nestle Nigeria 5428,7,4.3
S05429,Dangote Sugar 5429,5,4.1
S05430,Flour Mills Nigeria 5430,11,4.5
S05431,Dufil Prima Foods 5431,9,4.3
S05432,Dangote Sugar 5432,9,5.0
S05433,Nestle Nigeria 5433,3,3.6
S05434,Flour Mills Nigeria 5434,11,4.7
S05435,Nestle Nigeria 5435,4,4.6
S05436,Dangote Sugar 5436,5,3.7
S05437,Dufil Prima Foods 5437,10,4.0
S05438,Nestle Nigeria 5438,5,4.9
S05439,Dangote Sugar 5439,7,3.9
S05440,Dangote Sugar 5440,12,3.5
S05441,Dangote Sugar 5441,7,3.8
S05442,Flour Mills Nigeria 5442,14,4.7
S05443,Dangote Sugar 5443,2,4.1
S05444,Nestle Nigeria 5444,2,4.1
S05445,Dufil Prima Foods 5445,13,4.6
S05446,Flour Mills Nigeria 5446,8,3.6
S05447,Flour Mills Nigeria 5447,4,3.8
S05448,Flour Mills Nigeria 5448,5,5.0
S05449,Dufil Prima Foods 5449,5,4.7
S05450,Flour Mills Nigeria 5450,3,4.6
S05451,Flour Mills Nigeria 5451,7,4.7
S05452,Dufil Prima Foods 5452,1,4.1
S05453,Flour Mills Nigeria 5453,12,4.7
S05454,Dangote Sugar 5454,7,4.4
S05455,Flour Mills Nigeria 5455,13,3.7
S05456,Flour Mills Nigeria 5456,11,4.2
S05457,Flour Mills Nigeria 5457,8,4.7
S05458,Dangote Sugar 5458,3,4.9
S05459,Dufil Prima Foods 5459,6,3.9
S05460,Dufil Prima Foods 5460,14,4.2
S05461,Nestle Nigeria 5461,7,4.8
S05462,Dufil Prima Foods 5462,13,5.0
S05463,Dufil Prima Foods 5463,8,3.8
S05464,Dangote Sugar 5464,14,4.3
S05465,Dufil Prima Foods 5465,1,3.6
S05466,Dangote Sugar 5466,12,3.6
S05467,Dangote Sugar 5467,13,4.3
S05468,Dangote Sugar 5468,10,3.6
S05469,Dangote Sugar 5469,12,4.1
S05470,Flour Mills Nigeria 5470,7,4.8
S05471,Nestle Nigeria 5471,2,3.7
S05472,Flour Mills Nigeria 5472,12,4.4
S05473,Dangote Sugar 5473,3,4.1
S05474,Dufil Prima Foods 5474,2,4.3
S05475,Dufil Prima Foods 5475,1,4.5
S05476,Dufil Prima Foods 5476,9,3.9
S05477,Dufil Prima Foods 5477,3,4.8
S05478,Flour Mills Nigeria 5478,13,4.2
S05479,Dangote Sugar 5479,5,4.2
S05480,Nestle Nigeria 5480,4,3.7
S05481,Dangote Sugar 5481,9,3.6
S05482,Dufil Prima Foods 5482,4,3.9
S05483,Flour Mills Nigeria 5483,4,3.5
S05484,Flour Mills Nigeria 5484,5,4.5
S05485,Nestle Nigeria 5485,7,4.8
S05486,Dangote Sugar 5486,11,4.9
S05487,Flour Mills Nigeria 5487,11,4.0
S05488,Nestle Nigeria 5488,1,4.0
S05489,Flour Mills Nigeria 5489,9,4.2
S05490,Dufil Prima Foods 5490,3,4.9
S05491,Flour Mills Nigeria 5491,5,4.9
S05492,Dufil Prima Foods 5492,2,3.5
S05493,Flour Mills Nigeria 5493,1,4.2
S05494,Flour Mills Nigeria 5494,10,4.0
S05495,Flour Mills Nigeria 5495,13,4.1
S05496,Nestle Nigeria 5496,12,3.7
S05497,Dufil Prima Foods 5497,6,3.8
S05498,Dufil Prima Foods 5498,7,4.7
S05499,Dangote Sugar 5499,6,3.5
S05500,Flour Mills Nigeria 5500,9,3.6
S05501,Dufil Prima Foods 5501,9,4.0
S05502,Flour Mills Nigeria 5502,4,4.7
S05503,Dangote Sugar 5503,13,4.6
S05504,Dufil Prima Foods 5504,11,3.6
S05505,Dangote Sugar 5505,2,3.9
S05506,Dufil Prima Foods 5506,2,4.9
S05507,Flour Mills Nigeria 5507,3,4.0
S05508,Dangote Sugar 5508,14,4.6
S05509,Flour Mills Nigeria 5509,3,3.6
S05510,Nestle Nigeria 5510,13,4.7
S05511,Dufil Prima Foods 5511,4,3.5
S05512,Dufil Prima Foods 5512,1,4.7
S05513,Nestle Nigeria 5513,14,4.9
S05514,Dufil Prima Foods 5514,10,4.7
S05515,Dangote Sugar 5515,8,3.8
S05516,Dufil Prima Foods 5516,6,4.2
S05517,Dangote Sugar 5517,11,3.7
S05518,Dangote Sugar 5518,6,3.7
S05519,Dufil Prima Foods 5519,3,5.0
S05520,Dangote Sugar 5520,10,5.0
S05521,Flour Mills Nigeria 5521,4,4.2
S05522,Dangote Sugar 5522,10,3.9
S05523,Flour Mills Nigeria 5523,4,5.0
S05524,Flour Mills Nigeria 5524,10,4.3
S05525,Dangote Sugar 5525,12,4.0
S05526,Nestle Nigeria 5526,12,4.9
S05527,Dangote Sugar 5527,6,3.9
S05528,Dangote Sugar 5528,13,3.7
S05529,Dangote Sugar 5529,14,4.9
S05530,Dangote Sugar 5530,2,4.8
S05531,Dufil Prima Foods 5531,12,3.8
S05532,Dangote Sugar 5532,6,4.3
S05533,Dufil Prima Foods 5533,14,3.7
S05534,Nestle Nigeria 5534,12,3.8
S05535,Nestle Nigeria 5535,1,4.0
S05536,Flour Mills Nigeria 5536,13,4.8
S05537,Nestle Nigeria 5537,2,3.6
S05538,Nestle Nigeria 5538,8,3.7
S05539,Nestle Nigeria 5539,12,5.0
S05540,Dufil Prima Foods 5540,8,4.6
S05541,Flour Mills Nigeria 5541,9,3.8
S05542,Flour Mills Nigeria 5542,4,4.6
S05543,Dangote Sugar 5543,12,4.4
S05544,Nestle Nigeria 5544,2,4.7
S05545,Flour Mills Nigeria 5545,2,4.3
S05546,Flour Mills Nigeria 5546,10,4.3
S05547,Flour Mills Nigeria 5547,9,4.2
S05548,Nestle Nigeria 5548,4,3.8
S05549,Flour Mills Nigeria 5549,4,4.3
S05550,Flour Mills Nigeria 5550,11,4.5
S05551,Dufil Prima Foods 5551,14,4.9
S05552,Nestle Nigeria 5552,1,4.8
S05553,Nestle Nigeria 5553,9,4.3
S05554,Flour Mills Nigeria 5554,9,3.7
S05555,Nestle Nigeria 5555,4,4.6
S05556,Dufil Prima Foods 5556,3,5.0
S05557,Nestle Nigeria 5557,6,4.3
S05558,Flour Mills Nigeria 5558,6,5.0
S05559,Dufil Prima Foods 5559,8,4.5
S05560,Dufil Prima Foods 5560,9,3.6
S05561,Dufil Prima Foods 5561,9,4.2
S05562,Flour Mills Nigeria 5562,3,3.9
S05563,Dufil Prima Foods 5563,5,3.9
S05564,Nestle Nigeria 5564,11,4.0
S05565,Dufil Prima Foods 5565,5,4.3
S05566,Flour Mills Nigeria 5566,12,4.6
S05567,Nestle Nigeria 5567,11,4.7
S05568,Flour Mills Nigeria 5568,3,4.4
S05569,Dufil Prima Foods 5569,6,3.9
S05570,Nestle Nigeria 5570,13,4.7
S05571,Nestle Nigeria 5571,11,3.9
S05572,Flour Mills Nigeria 5572,2,4.0
S05573,Dufil Prima Foods 5573,9,4.4
S05574,Nestle Nigeria 5574,14,4.1
S05575,Flour Mills Nigeria 5575,6,4.8
S05576,Dufil Prima Foods 5576,6,4.6
S05577,Dufil Prima Foods 5577,7,4.5
S05578,Flour Mills Nigeria 5578,5,3.6
S05579,Nestle Nigeria 5579,14,3.9
S05580,Dangote Sugar 5580,6,4.9
S05581,Dangote Sugar 5581,4,4.1
S05582,Nestle Nigeria 5582,11,4.6
S05583,Dufil Prima Foods 5583,4,3.8
S05584,Dangote Sugar 5584,11,4.2
S05585,Flour Mills Nigeria 5585,2,4.9
S05586,Dangote Sugar 5586,14,4.8
S05587,Dufil Prima Foods 5587,7,4.7
S05588,Dangote Sugar 5588,5,4.5
S05589,Dufil Prima Foods 5589,6,4.3
S05590,Dangote Sugar 5590,10,3.6
S05591,Dangote Sugar 5591,8,3.7
S05592,Dufil Prima Foods 5592,1,4.1
S05593,Flour Mills Nigeria 5593,5,4.8
S05594,Nestle Nigeria 5594,3,4.5
S05595,Dangote Sugar 5595,14,4.9
S05596,Dufil Prima Foods 5596,1,4.1
S05597,Dangote Sugar 5597,9,4.0
S05598,Dangote Sugar 5598,3,3.8
S05599,Dangote Sugar 5599,1,4.4
S05600,Dangote Sugar 5600,5,3.8
S05601,Flour Mills Nigeria 5601,13,4.6
S05602,Dangote Sugar 5602,9,4.5
S05603,Dufil Prima Foods 5603,12,4.6
S05604,Flour Mills Nigeria 5604,8,3.9
S05605,Dufil Prima Foods 5605,12,4.0
S05606,Dufil Prima Foods 5606,9,4.9
S05607,Dufil Prima Foods 5607,11,3.8
S05608,Dufil Prima Foods 5608,10,4.5
S05609,Flour Mills Nigeria 5609,11,3.6
S05610,Dufil Prima Foods 5610,4,4.5
S05611,Flour Mills Nigeria 5611,4,4.1
S05612,Flour Mills Nigeria 5612,8,4.2
S05613,Dufil Prima Foods 5613,8,4.7
S05614,Dangote Sugar 5614,4,3.8
S05615,Flour Mills Nigeria 5615,10,4.6
S05616,Dufil Prima Foods 5616,1,4.0
S05617,Dangote Sugar 5617,13,3.5
S05618,Nestle Nigeria 5618,4,3.8
S05619,Dangote Sugar 5619,14,4.8
S05620,Nestle Nigeria 5620,12,3.6
S05621,Dufil Prima Foods 5621,12,3.7
S05622,Dufil Prima Foods 5622,12,3.9
S05623,Dufil Prima Foods 5623,12,3.8
S05624,Dangote Sugar 5624,4,4.6
S05625,Flour Mills Nigeria 5625,13,3.7
S05626,Flour Mills Nigeria 5626,14,4.5
S05627,Flour Mills Nigeria 5627,6,4.6
S05628,Dangote Sugar 5628,14,3.7
S05629,Nestle Nigeria 5629,3,3.8
S05630,Flour Mills Nigeria 5630,1,4.2
S05631,Dangote Sugar 5631,8,4.2
S05632,Dangote Sugar 5632,7,3.7
S05633,Flour Mills Nigeria 5633,6,4.8
S05634,Nestle Nigeria 5634,1,4.6
S05635,Flour Mills Nigeria 5635,2,4.3
S05636,Dufil Prima Foods 5636,14,4.3
S05637,Dufil Prima Foods 5637,3,4.1
S05638,Dangote Sugar 5638,1,3.6
S05639,Flour Mills Nigeria 5639,5,4.3
S05640,Dufil Prima Foods 5640,12,3.9
S05641,Flour Mills Nigeria 5641,14,4.3
S05642,Nestle Nigeria 5642,8,3.6
S05643,Dangote Sugar 5643,13,4.6
S05644,Flour Mills Nigeria 5644,13,3.8
S05645,Flour Mills Nigeria 5645,10,3.9
S05646,Nestle Nigeria 5646,12,4.3
S05647,Nestle Nigeria 5647,8,4.1
S05648,Nestle Nigeria 5648,5,3.8
S05649,Dangote Sugar 5649,7,3.8
S05650,Dufil Prima Foods 5650,12,3.7
S05651,Dufil Prima Foods 5651,11,4.3
S05652,Nestle Nigeria 5652,6,5.0
S05653,Dufil Prima Foods 5653,4,4.8
S05654,Dangote Sugar 5654,6,4.2
S05655,Dangote Sugar 5655,14,4.5
S05656,Dufil Prima Foods 5656,3,4.2
S05657,Dufil Prima Foods 5657,10,4.9
S05658,Flour Mills Nigeria 5658,12,4.5
S05659,Flour Mills Nigeria 5659,8,3.6
S05660,Nestle Nigeria 5660,4,4.1
S05661,Flour Mills Nigeria 5661,11,3.7
S05662,Flour Mills Nigeria 5662,6,4.0
S05663,Nestle Nigeria 5663,14,3.8
S05664,Nestle Nigeria 5664,10,4.5
S05665,Dufil Prima Foods 5665,8,4.5
S05666,Flour Mills Nigeria 5666,5,4.5
S05667,Dangote Sugar 5667,14,4.6
S05668,Dufil Prima Foods 5668,2,3.8
S05669,Dangote Sugar 5669,4,3.7
S05670,Dangote Sugar 5670,10,4.6
S05671,Flour Mills Nigeria 5671,7,3.9
S05672,Dufil Prima Foods 5672,8,4.0
S05673,Dangote Sugar 5673,5,4.6
S05674,Dangote Sugar 5674,1,4.8
S05675,Dangote Sugar 5675,3,3.6
S05676,Flour Mills Nigeria 5676,13,4.5
S05677,Dufil Prima Foods 5677,10,4.5
S05678,Dangote Sugar 5678,8,4.1
S05679,Flour Mills Nigeria 5679,2,4.5
S05680,Dufil Prima Foods 5680,12,4.1
S05681,Dufil Prima Foods 5681,11,4.2
S05682,Nestle Nigeria 5682,14,4.4
S05683,Nestle Nigeria 5683,8,4.9
S05684,Nestle Nigeria 5684,7,4.5
S05685,Flour Mills Nigeria 5685,14,4.7
S05686,Dufil Prima Foods 5686,10,4.3
S05687,Flour Mills Nigeria 5687,12,4.8
S05688,Dufil Prima Foods 5688,12,4.5
S05689,Nestle Nigeria 5689,14,3.5
S05690,Nestle Nigeria 5690,12,3.9
S05691,Flour Mills Nigeria 5691,1,3.7
S05692,Nestle Nigeria 5692,7,4.8
S05693,Dangote Sugar 5693,1,4.3
S05694,Nestle Nigeria 5694,2,4.4
S05695,Nestle Nigeria 5695,12,5.0
S05696,Dufil Prima Foods 5696,5,4.7
S05697,Dufil Prima Foods 5697,5,4.8
S05698,Dangote Sugar 5698,7,4.5
S05699,Nestle Nigeria 5699,12,4.6
S05700,Nestle Nigeria 5700,3,4.9
S05701,Dangote Sugar 5701,1,4.0
S05702,Dufil Prima Foods 5702,8,4.6
S05703,Dangote Sugar 5703,9,4.8
S05704,Flour Mills Nigeria 5704,13,4.7
S05705,Dangote Sugar 5705,10,4.0
S05706,Dufil Prima Foods 5706,5,3.8
S05707,Flour Mills Nigeria 5707,3,4.3
S05708,Nestle Nigeria 5708,4,4.0
S05709,Nestle Nigeria 5709,11,4.2
S05710,Flour Mills Nigeria 5710,5,4.8
S05711,Dangote Sugar 5711,4,4.5
S05712,Flour Mills Nigeria 5712,13,3.7
S05713,Dufil Prima Foods 5713,14,4.9
S05714,Dangote Sugar 5714,10,3.7
S05715,Dangote Sugar 5715,14,3.5
S05716,Dufil Prima Foods 5716,10,4.7
S05717,Dangote Sugar 5717,8,3.8
S05718,Dangote Sugar 5718,4,4.4
S05719,Dangote Sugar 5719,14,4.9
S05720,Nestle Nigeria 5720,3,3.5
S05721,Nestle Nigeria 5721,2,4.7
S05722,Dangote Sugar 5722,13,4.4
S05723,Flour Mills Nigeria 5723,6,4.1
S05724,Nestle Nigeria 5724,3,3.7
S05725,Dufil Prima Foods 5725,11,3.6
S05726,Nestle Nigeria 5726,11,4.9
S05727,Flour Mills Nigeria 5727,4,4.7
S05728,Nestle Nigeria 5728,8,4.3
S05729,Flour Mills Nigeria 5729,1,4.1
S05730,Dangote Sugar 5730,1,4.4
S05731,Dufil Prima Foods 5731,5,5.0
S05732,Nestle Nigeria 5732,10,4.7
S05733,Dangote Sugar 5733,6,4.0
S05734,Dufil Prima Foods 5734,11,4.4
S05735,Nestle Nigeria 5735,13,5.0
S05736,Flour Mills Nigeria 5736,1,4.5
S05737,Nestle Nigeria 5737,11,3.7
S05738,Dangote Sugar 5738,5,4.5
S05739,Flour Mills Nigeria 5739,4,3.6
S05740,Dufil Prima Foods 5740,14,3.7
S05741,Dangote Sugar 5741,6,4.5
S05742,Dufil Prima Foods 5742,1,3.9
S05743,Nestle Nigeria 5743,7,3.9
S05744,Dufil Prima Foods 5744,5,5.0
S05745,Dangote Sugar 5745,14,3.7
S05746,Flour Mills Nigeria 5746,9,3.7
S05747,Nestle Nigeria 5747,5,3.7
S05748,Nestle Nigeria 5748,12,4.6
S05749,Dangote Sugar 5749,1,3.6
S05750,Nestle Nigeria 5750,4,3.8
S05751,Nestle Nigeria 5751,12,5.0
S05752,Flour Mills Nigeria 5752,4,4.4
S05753,Nestle Nigeria 5753,12,4.3
S05754,Flour Mills Nigeria 5754,5,5.0
S05755,Dufil Prima Foods 5755,4,4.0
S05756,Nestle Nigeria 5756,3,3.6
S05757,Dangote Sugar 5757,13,4.9
S05758,Flour Mills Nigeria 5758,7,4.8
S05759,Flour Mills Nigeria 5759,12,4.6
S05760,Dangote Sugar 5760,4,4.5
S05761,Flour Mills Nigeria 5761,1,4.0
S05762,Dufil Prima Foods 5762,9,4.5
S05763,Nestle Nigeria 5763,14,4.8
S05764,Flour Mills Nigeria 5764,13,3.9
S05765,Nestle Nigeria 5765,11,4.0
S05766,Flour Mills Nigeria 5766,12,4.5
S05767,Dangote Sugar 5767,12,4.6
S05768,Dufil Prima Foods 5768,10,4.7
S05769,Flour Mills Nigeria 5769,8,4.1
S05770,Flour Mills Nigeria 5770,11,3.7
S05771,Flour Mills Nigeria 5771,2,4.0
S05772,Nestle Nigeria 5772,12,3.7
S05773,Dufil Prima Foods 5773,12,4.2
S05774,Flour Mills Nigeria 5774,2,4.5
S05775,Flour Mills Nigeria 5775,1,4.9
S05776,Dangote Sugar 5776,11,5.0
S05777,Nestle Nigeria 5777,14,3.5
S05778,Dangote Sugar 5778,11,4.0
S05779,Nestle Nigeria 5779,11,4.4
S05780,Flour Mills Nigeria 5780,10,4.3
S05781,Nestle Nigeria 5781,12,4.2
S05782,Dufil Prima Foods 5782,13,4.1
S05783,Nestle Nigeria 5783,10,4.2
S05784,Dangote Sugar 5784,11,4.6
S05785,Nestle Nigeria 5785,1,4.6
S05786,Dangote Sugar 5786,7,4.0
S05787,Dufil Prima Foods 5787,10,4.6
S05788,Dufil Prima Foods 5788,8,4.9
S05789,Flour Mills Nigeria 5789,3,4.2
S05790,Dangote Sugar 5790,13,3.9
S05791,Flour Mills Nigeria 5791,2,3.8
S05792,Dangote Sugar 5792,10,4.2
S05793,Dangote Sugar 5793,13,3.8
S05794,Nestle Nigeria 5794,5,4.7
S05795,Dufil Prima Foods 5795,13,3.6
S05796,Nestle Nigeria 5796,1,4.1
S05797,Dufil Prima Foods 5797,14,4.3
S05798,Dufil Prima Foods 5798,9,4.8
S05799,Flour Mills Nigeria 5799,10,3.8
S05800,Flour Mills Nigeria 5800,12,4.5
S05801,Nestle Nigeria 5801,14,4.5
S05802,Dangote Sugar 5802,5,3.6
S05803,Flour Mills Nigeria 5803,3,4.1
S05804,Flour Mills Nigeria 5804,7,4.8
S05805,Dangote Sugar 5805,6,4.5
S05806,Flour Mills Nigeria 5806,6,4.7
S05807,Nestle Nigeria 5807,3,4.0
S05808,Dangote Sugar 5808,9,3.7
S05809,Flour Mills Nigeria 5809,7,3.5
S05810,Dangote Sugar 5810,14,4.5
S05811,Nestle Nigeria 5811,12,4.2
S05812,Flour Mills Nigeria 5812,5,4.9
S05813,Flour Mills Nigeria 5813,6,4.5
S05814,Dufil Prima Foods 5814,5,4.4
S05815,Dufil Prima Foods 5815,11,3.6
S05816,Dufil Prima Foods 5816,3,4.4
S05817,Nestle Nigeria 5817,7,4.3
S05818,Flour Mills Nigeria 5818,6,4.7
S05819,Nestle Nigeria 5819,5,4.9
S05820,Dangote Sugar 5820,4,3.8
S05821,Dangote Sugar 5821,14,3.8
S05822,Nestle Nigeria 5822,7,4.4
S05823,Nestle Nigeria 5823,4,3.7
S05824,Nestle Nigeria 5824,13,4.9
S05825,Dangote Sugar 5825,12,3.7
S05826,Dangote Sugar 5826,7,3.9
S05827,Flour Mills Nigeria 5827,4,3.9
S05828,Flour Mills Nigeria 5828,6,4.3
S05829,Dangote Sugar 5829,7,4.0
S05830,Dangote Sugar 5830,2,4.4
S05831,Dufil Prima Foods 5831,12,3.9
S05832,Nestle Nigeria 5832,13,4.4
S05833,Dangote Sugar 5833,1,3.9
S05834,Dangote Sugar 5834,13,4.6
S05835,Dangote Sugar 5835,14,4.8
S05836,Nestle Nigeria 5836,13,4.5
S05837,Dangote Sugar 5837,5,4.0
S05838,Dangote Sugar 5838,10,3.6
S05839,Nestle Nigeria 5839,2,4.8
S05840,Dufil Prima Foods 5840,12,4.4
S05841,Dangote Sugar 5841,10,3.9
S05842,Dangote Sugar 5842,3,3.8
S05843,Nestle Nigeria 5843,3,4.4
S05844,Dangote Sugar 5844,11,4.3
S05845,Dufil Prima Foods 5845,14,3.9
S05846,Dufil Prima Foods 5846,10,4.7
S05847,Dufil Prima Foods 5847,12,3.8
S05848,Dangote Sugar 5848,10,4.8
S05849,Dangote Sugar 5849,1,4.4
S05850,Dangote Sugar 5850,8,4.3
S05851,Dufil Prima Foods 5851,12,3.9
S05852,Dufil Prima Foods 5852,4,4.3
S05853,Nestle Nigeria 5853,9,4.5
S05854,Flour Mills Nigeria 5854,1,5.0
S05855,Dangote Sugar 5855,12,4.8
S05856,Nestle Nigeria 5856,6,3.7
S05857,Flour Mills Nigeria 5857,2,4.8
S05858,Dangote Sugar 5858,7,3.7
S05859,Flour Mills Nigeria 5859,2,4.2
S05860,Dufil Prima Foods 5860,6,4.7
S05861,Dangote Sugar 5861,7,3.8
S05862,Dufil Prima Foods 5862,14,3.8
S05863,Flour Mills Nigeria 5863,11,3.9
S05864,Nestle Nigeria 5864,4,4.0
S05865,Flour Mills Nigeria 5865,2,4.0
S05866,Dangote Sugar 5866,1,4.2
S05867,Dangote Sugar 5867,14,5.0
S05868,Dangote Sugar 5868,12,4.1
S05869,Dangote Sugar 5869,14,3.6
S05870,Dufil Prima Foods 5870,12,4.9
S05871,Nestle Nigeria 5871,6,4.4
S05872,Nestle Nigeria 5872,12,4.3
S05873,Dufil Prima Foods 5873,13,3.7
S05874,Dufil Prima Foods 5874,14,4.2
S05875,Flour Mills Nigeria 5875,11,4.1
S05876,Dufil Prima Foods 5876,14,4.0
S05877,Dufil Prima Foods 5877,13,4.0
S05878,Dufil Prima Foods 5878,7,4.0
S05879,Dufil Prima Foods 5879,4,3.9
S05880,Dangote Sugar 5880,6,4.3
S05881,Flour Mills Nigeria 5881,8,3.7
S05882,Flour Mills Nigeria 5882,7,4.4
S05883,Dufil Prima Foods 5883,8,4.4
S05884,Nestle Nigeria 5884,10,4.8
S05885,Nestle Nigeria 5885,5,4.8
S05886,Dufil Prima Foods 5886,3,3.8
S05887,Dangote Sugar 5887,4,4.1
S05888,Nestle Nigeria 5888,9,4.9
S05889,Flour Mills Nigeria 5889,6,4.1
S05890,Nestle Nigeria 5890,8,4.4
S05891,Dangote Sugar 5891,8,4.2
S05892,Dangote Sugar 5892,2,4.2
S05893,Nestle Nigeria 5893,4,4.5
