inventory_id,product_id,warehouse_id,current_stock,reorder_level,max_capacity,last_updated
I05625,P08761,W09965,2574,107,4412,2026-05-14
I05626,P00320,W03815,3955,273,8875,2026-05-08
I05627,P07825,W07238,1297,53,2727,2026-04-29
I05628,P07234,W05570,45,461,4408,2026-03-21
I05629,P09012,W05757,1482,333,4970,2026-05-27
I05630,P01587,W06571,2966,56,8117,2026-03-18
I05631,P05734,W03565,3586,233,8570,2026-05-20
I05632,P00545,W08518,2173,212,2937,2026-04-04
I05633,P07154,W01466,1852,87,4085,2026-04-15
I05634,P07516,W02978,2828,358,1708,2026-05-09
I05635,P02822,W06168,2729,150,6702,2026-04-09
I05636,P08922,W09211,556,406,6798,2026-03-15
I05637,P06164,W01293,304,274,9584,2026-03-29
I05638,P09727,W05497,1802,82,6906,2026-05-12
I05639,P06090,W08207,2295,307,3337,2026-03-22
I05640,P10000,W04677,3471,147,8465,2026-04-24
I05641,P05881,W04323,2567,237,8764,2026-04-10
I05642,P05318,W01148,3814,221,8557,2026-04-26
I05643,P04206,W01294,2823,347,1954,2026-04-05
I05644,P09908,W01076,605,445,3302,2026-05-05
I05645,P01242,W06509,1447,344,1180,2026-03-21
I05646,P06856,W01879,2286,468,9476,2026-06-05
I05647,P00059,W01392,1508,316,6252,2026-04-21
I05648,P03243,W00170,1693,201,2956,2026-03-25
I05649,P07339,W03592,3746,61,2967,2026-05-18
I05650,P02747,W03885,3231,374,4531,2026-05-02
I05651,P05934,W08414,2031,279,4350,2026-04-01
I05652,P05062,W05776,2927,248,6090,2026-05-14
I05653,P06388,W07749,4089,384,5850,2026-05-03
I05654,P09908,W02620,1455,152,2680,2026-04-12
I05655,P03654,W01091,2941,109,1380,2026-04-12
I05656,P03425,W07733,4612,157,9731,2026-04-04
I05657,P04135,W09668,1148,113,4275,2026-05-28
I05658,P07640,W03928,2031,130,9810,2026-03-19
I05659,P03098,W01288,4093,321,6981,2026-04-13
I05660,P06983,W09796,4257,349,3391,2026-04-21
I05661,P06004,W08729,3908,79,2989,2026-03-26
I05662,P05884,W05060,3038,385,9320,2026-06-05
I05663,P04582,W01315,1126,287,5039,2026-04-27
I05664,P07158,W05589,2404,370,8657,2026-05-13
I05665,P04622,W09261,3238,225,8792,2026-03-21
I05666,P09025,W01904,3185,445,9893,2026-04-22
I05667,P02628,W00915,2741,439,5488,2026-03-25
I05668,P03512,W06959,1252,55,6997,2026-04-28
I05669,P08619,W08970,271,103,1038,2026-06-04
I05670,P01898,W03082,4325,261,4707,2026-04-16
I05671,P00236,W00206,3336,210,2214,2026-03-20
I05672,P02802,W04721,4036,370,6705,2026-04-17
I05673,P04000,W07937,1362,461,5467,2026-03-22
I05674,P09512,W02217,4342,228,2046,2026-04-08
I05675,P01988,W01680,4032,433,2201,2026-04-08
I05676,P00523,W09454,882,142,4760,2026-04-30
I05677,P06435,W02039,3361,162,5421,2026-04-15
I05678,P00081,W07156,3217,435,2645,2026-04-27
I05679,P07309,W06923,941,448,3843,2026-05-19
I05680,P01894,W04333,2811,388,1860,2026-05-18
I05681,P04386,W08294,1782,366,7008,2026-03-19
I05682,P04536,W06069,2311,93,7439,2026-04-25
I05683,P03950,W02156,1789,443,4023,2026-06-07
I05684,P04251,W07959,3084,195,9882,2026-04-17
I05685,P09970,W04329,2727,221,9439,2026-05-28
I05686,P01505,W07459,4497,360,8021,2026-03-14
I05687,P03335,W08180,3166,171,3448,2026-04-21
I05688,P08586,W07348,2842,119,4542,2026-05-27
I05689,P09066,W00508,638,360,7986,2026-05-10
I05690,P05477,W06910,819,494,2061,2026-05-25
I05691,P05795,W06074,3593,474,1348,2026-04-07
I05692,P02088,W01100,2365,90,7610,2026-06-07
I05693,P06623,W02099,2866,401,6540,2026-05-04
I05694,P03519,W09899,4437,413,8253,2026-05-02
I05695,P04683,W05412,3078,320,8270,2026-04-30
I05696,P08594,W00093,3645,287,7010,2026-03-10
I05697,P03786,W03481,1155,87,2635,2026-04-20
I05698,P05566,W07534,758,479,6095,2026-04-28
I05699,P04538,W00863,1600,470,4427,2026-04-18
I05700,P00648,W08867,1717,362,3285,2026-03-20
I05701,P01843,W03169,2672,344,3138,2026-04-05
I05702,P08256,W08154,725,438,6876,2026-06-05
I05703,P06394,W06801,1978,493,2132,2026-03-17
I05704,P01660,W06301,210,333,9140,2026-05-18
I05705,P00623,W05369,3739,102,3964,2026-06-04
I05706,P09952,W05121,3902,180,8753,2026-05-29
I05707,P00634,W08493,242,57,6429,2026-04-19
I05708,P01342,W05006,3270,182,3081,2026-03-23
I05709,P04128,W00215,3322,54,1881,2026-05-03
I05710,P05733,W08977,268,86,1177,2026-03-18
I05711,P00841,W00344,514,218,5039,2026-03-25
I05712,P01657,W04890,4566,391,4820,2026-04-08
I05713,P04260,W01536,321,160,3306,2026-05-27
I05714,P08399,W02444,4714,131,2626,2026-03-24
I05715,P07125,W09340,1856,383,6924,2026-04-28
I05716,P07953,W05680,3899,436,7635,2026-03-23
I05717,P00411,W02986,2218,144,9417,2026-05-02
I05718,P02919,W03763,269,159,3248,2026-03-31
I05719,P04832,W07910,3180,202,3145,2026-05-15
I05720,P02662,W06187,1704,175,4813,2026-05-22
I05721,P01694,W02837,421,336,8834,2026-04-08
I05722,P03496,W03548,3652,461,8619,2026-04-17
I05723,P08908,W00910,2624,93,8525,2026-04-13
I05724,P02113,W05583,3272,475,1091,2026-03-29
I05725,P05181,W01582,4756,237,8204,2026-04-14
I05726,P06173,W01282,688,124,4169,2026-05-27
I05727,P02373,W09962,3004,222,8975,2026-04-25
I05728,P02684,W09245,595,294,1598,2026-04-27
I05729,P03607,W05916,1744,367,9203,2026-04-14
I05730,P01835,W05208,648,407,7393,2026-04-16
I05731,P09029,W09262,4835,459,8929,2026-05-28
I05732,P06941,W06502,4367,422,3247,2026-03-14
I05733,P05023,W09707,4124,213,1041,2026-03-22
I05734,P04031,W03332,3847,103,5996,2026-05-22
I05735,P04408,W07576,799,159,2657,2026-05-23
I05736,P06600,W09048,3787,232,3608,2026-05-25
I05737,P08399,W06425,3507,213,3076,2026-06-02
I05738,P04590,W03778,2238,373,3743,2026-05-19
I05739,P03828,W02055,4209,457,9799,2026-04-23
I05740,P01293,W05931,3642,397,4055,2026-05-04
I05741,P02216,W02830,3299,177,5898,2026-05-08
I05742,P01280,W07324,4151,293,5299,2026-04-18
I05743,P08515,W06543,497,369,6272,2026-06-04
I05744,P04895,W04545,2529,352,8619,2026-05-06
I05745,P06036,W06064,2787,485,4399,2026-04-05
I05746,P00455,W07270,2569,351,3740,2026-04-08
I05747,P07621,W07272,2693,334,1141,2026-04-21
I05748,P01260,W08630,534,342,2724,2026-05-07
I05749,P06101,W09125,1035,371,2974,2026-03-16
I05750,P04165,W04563,3036,112,2445,2026-06-07
I05751,P04239,W00304,2449,314,5046,2026-05-14
I05752,P05651,W07990,1850,337,4031,2026-04-24
I05753,P07808,W05328,3646,111,7356,2026-05-02
I05754,P02321,W09127,2252,470,7388,2026-05-16
I05755,P08796,W09752,803,224,6506,2026-06-01
I05756,P06109,W08613,1034,144,3717,2026-04-08
I05757,P05999,W00528,136,220,6985,2026-05-10
I05758,P02204,W07694,3519,286,1969,2026-04-17
I05759,P01696,W07232,3314,339,4259,2026-03-16
I05760,P09540,W01449,2736,420,1571,2026-04-09
I05761,P04989,W09156,4558,222,4001,2026-04-12
I05762,P03681,W04170,4661,343,7200,2026-04-30
I05763,P05833,W08095,2753,269,6599,2026-03-18
I05764,P07603,W00443,3490,482,5289,2026-05-10
I05765,P02282,W02732,1494,69,2064,2026-04-20
I05766,P02893,W02872,1784,175,9178,2026-03-16
I05767,P04070,W07115,3392,243,1617,2026-05-14
I05768,P04953,W08516,2295,426,1787,2026-05-22
I05769,P06304,W08207,391,436,5424,2026-04-06
I05770,P08410,W00895,2900,89,1214,2026-04-20
I05771,P06845,W06927,1838,175,1799,2026-05-03
I05772,P09306,W00631,606,356,4905,2026-04-11
I05773,P03073,W03864,4469,101,9827,2026-05-29
I05774,P00668,W05354,4435,116,6717,2026-04-13
I05775,P06290,W08756,756,171,2980,2026-05-01
I05776,P06096,W00439,4250,168,7822,2026-05-27
I05777,P03271,W03320,2284,296,6410,2026-03-15
I05778,P09230,W06743,3792,131,6098,2026-04-24
I05779,P00905,W01318,3374,248,6131,2026-03-16
I05780,P06636,W04313,1613,159,8989,2026-05-16
I05781,P06820,W00781,3605,188,8722,2026-04-06
I05782,P03794,W04256,2101,327,1762,2026-03-19
I05783,P04721,W08986,3834,283,3868,2026-05-06
I05784,P05882,W05925,1238,240,5633,2026-03-28
I05785,P09049,W07504,4296,60,3413,2026-03-27
I05786,P01560,W06971,2359,193,1550,2026-05-07
I05787,P00931,W07504,4340,75,6064,2026-04-29
I05788,P04747,W07602,3013,67,3440,2026-06-06
I05789,P03157,W03495,463,380,1452,2026-04-09
I05790,P08511,W05427,3909,248,1807,2026-05-11
I05791,P04001,W09248,3222,329,9280,2026-04-30
I05792,P04510,W01686,4970,277,4975,2026-04-22
I05793,P06288,W04348,3881,263,9015,2026-04-29
I05794,P02148,W02409,4035,280,4927,2026-03-13
I05795,P02858,W00835,2928,498,9205,2026-05-19
I05796,P01932,W05188,3726,70,9322,2026-05-25
I05797,P05882,W00716,1640,299,2209,2026-03-10
I05798,P07116,W03632,1501,184,5155,2026-04-22
I05799,P09975,W02287,2077,208,4074,2026-04-29
I05800,P08867,W02343,2537,405,4385,2026-06-01
I05801,P07983,W00070,2235,142,7215,2026-05-17
I05802,P09052,W09368,1966,165,8291,2026-05-29
I05803,P08708,W01587,1659,185,6547,2026-05-23
I05804,P00540,W01818,1198,304,3146,2026-06-06
I05805,P00052,W04095,3951,71,2551,2026-04-18
I05806,P06980,W04100,4221,177,1432,2026-05-07
I05807,P01306,W00375,4997,126,8684,2026-04-13
I05808,P04826,W01608,3718,340,3529,2026-05-07
I05809,P05963,W01324,1819,68,7546,2026-06-06
I05810,P05477,W07369,2889,395,1956,2026-05-22
I05811,P04431,W08906,3426,251,1076,2026-04-16
I05812,P00477,W02709,859,159,2385,2026-03-25
I05813,P02359,W07967,521,101,9527,2026-05-05
I05814,P03839,W08660,4342,236,3439,2026-06-01
I05815,P01634,W05933,4498,283,3853,2026-04-12
I05816,P04454,W06075,3872,455,5055,2026-05-09
I05817,P00455,W03192,2714,97,8752,2026-05-19
I05818,P05061,W05107,2098,71,2617,2026-04-16
I05819,P06458,W05617,2130,342,1290,2026-05-04
I05820,P09261,W02710,1947,482,2120,2026-05-16
I05821,P02192,W00919,291,389,1764,2026-03-22
I05822,P06026,W02564,3082,253,5187,2026-05-28
I05823,P07614,W06721,1437,350,8947,2026-04-04
I05824,P00720,W05460,49,204,6651,2026-05-25
I05825,P09089,W05466,3431,339,3609,2026-03-11
I05826,P01021,W03903,41,315,9891,2026-06-06
I05827,P02985,W04731,4765,400,1415,2026-04-08
I05828,P04570,W09000,4075,122,6365,2026-05-26
I05829,P08602,W08087,4142,141,7247,2026-06-02
I05830,P06855,W08176,2576,139,4751,2026-05-21
I05831,P02109,W05628,2921,184,8655,2026-03-16
I05832,P04156,W07564,2092,349,1255,2026-05-14
I05833,P07440,W09498,2203,66,6761,2026-06-04
I05834,P09217,W01230,2154,293,9742,2026-05-12
I05835,P02283,W05620,1022,352,2190,2026-06-01
I05836,P03879,W08276,3249,469,9023,2026-04-28
I05837,P04350,W07470,882,491,7923,2026-03-18
I05838,P05928,W03796,4360,51,9299,2026-04-06
I05839,P05489,W09888,387,429,5605,2026-05-13
I05840,P01063,W09726,2717,235,8214,2026-05-04
I05841,P03563,W06689,4711,303,2253,2026-04-12
I05842,P08551,W00779,713,401,9718,2026-04-21
I05843,P06370,W00028,4023,101,4500,2026-06-07
I05844,P08647,W05533,1040,58,5711,2026-03-25
I05845,P07381,W07600,1385,472,3668,2026-03-29
I05846,P09455,W07694,2837,403,8571,2026-03-26
I05847,P06466,W02585,1533,202,6150,2026-05-13
I05848,P06035,W09003,1946,359,9942,2026-04-17
I05849,P05382,W07069,2334,96,2221,2026-04-11
I05850,P03390,W03835,4748,125,7230,2026-03-10
I05851,P04233,W02811,3232,322,8153,2026-05-13
I05852,P00250,W04329,1098,167,9491,2026-04-23
I05853,P09609,W01919,2271,176,5728,2026-05-24
I05854,P08627,W00084,4680,222,5247,2026-04-22
I05855,P05461,W01984,2694,261,6395,2026-05-23
I05856,P08493,W04995,1854,312,5640,2026-04-14
I05857,P01159,W00103,2949,217,6080,2026-06-05
I05858,P00634,W09009,3797,422,7944,2026-03-17
I05859,P08015,W04541,2929,342,1448,2026-03-23
I05860,P02638,W07591,414,469,3211,2026-04-12
I05861,P04688,W05687,3225,122,3549,2026-05-24
I05862,P05527,W09618,1265,264,4985,2026-03-12
I05863,P04945,W08035,704,215,6400,2026-03-18
I05864,P01208,W03260,2208,438,6284,2026-05-22
I05865,P01529,W08352,29,298,7811,2026-05-12
I05866,P01315,W08110,4028,355,7826,2026-06-06
I05867,P08294,W00622,488,59,3280,2026-04-28
I05868,P05600,W02486,1025,500,3371,2026-05-31
I05869,P07093,W06692,2147,441,9022,2026-05-14
I05870,P08346,W06787,2522,340,3462,2026-03-27
I05871,P04961,W06975,2627,369,7871,2026-03-28
I05872,P04688,W05567,3404,448,1770,2026-03-27
I05873,P00067,W01142,2619,233,9904,2026-03-28
I05874,P01751,W06037,2605,265,1426,2026-03-29
I05875,P00663,W07816,4837,57,8153,2026-04-09
I05876,P06619,W09307,3112,407,6859,2026-05-26
I05877,P07276,W08255,1319,474,6880,2026-04-21
I05878,P01786,W03124,1798,182,2392,2026-05-28
I05879,P06782,W08808,2637,151,9889,2026-04-26
I05880,P08846,W02388,4104,71,9431,2026-05-13
I05881,P02829,W01585,2060,111,8109,2026-05-11
I05882,P08471,W08214,2974,325,9737,2026-05-03
I05883,P03693,W07357,3566,161,7676,2026-05-27
I05884,P07459,W02677,1965,212,4470,2026-03-29
I05885,P01540,W07955,1279,88,4868,2026-05-05
I05886,P01195,W01120,65,280,8306,2026-05-13
I05887,P00842,W01314,1950,361,2368,2026-04-11
I05888,P01019,W01114,2014,179,3356,2026-04-09
I05889,P04105,W08659,2080,273,1969,2026-05-21
I05890,P03033,W03281,4121,460,3512,2026-04-22
I05891,P04180,W05200,1337,417,3207,2026-05-13
I05892,P03734,W06769,4606,440,8073,2026-04-01
I05893,P00168,W00896,2741,416,6808,2026-04-16
I05894,P05437,W06113,1633,374,8844,2026-06-05
I05895,P05064,W08231,3581,356,4746,2026-04-25
I05896,P00072,W05235,3478,320,9367,2026-05-05
I05897,P02519,W01532,3556,455,9465,2026-05-11
I05898,P00225,W08765,803,390,5715,2026-06-07
I05899,P06150,W05318,4581,86,1065,2026-03-21
I05900,P01057,W06708,3814,330,3769,2026-04-19
I05901,P02583,W02426,4757,294,4100,2026-03-12
I05902,P07661,W03449,3560,299,5765,2026-03-14
I05903,P03833,W06658,3167,215,2790,2026-05-17
I05904,P03057,W02147,3031,69,7615,2026-03-15
I05905,P06858,W08772,2347,181,7034,2026-03-14
I05906,P07422,W04078,2106,204,5679,2026-05-24
I05907,P02720,W01540,1657,417,7510,2026-03-17
I05908,P07889,W02031,3927,63,2751,2026-03-12
I05909,P08215,W04086,3125,253,7205,2026-04-26
I05910,P06314,W00625,4858,266,9224,2026-03-24
I05911,P03929,W09680,406,450,2559,2026-03-31
I05912,P04197,W08092,85,261,9766,2026-05-09
I05913,P08375,W03956,4962,73,4581,2026-04-29
I05914,P02191,W00675,1553,280,5176,2026-03-14
I05915,P03260,W05524,1666,368,5593,2026-03-21
I05916,P08417,W02262,2080,253,7567,2026-03-17
I05917,P07422,W09213,4057,482,3125,2026-05-31
I05918,P02126,W09512,3772,304,5455,2026-04-11
I05919,P01954,W09156,1663,425,6694,2026-04-17
I05920,P03070,W05911,2214,157,6186,2026-04-03
I05921,P08438,W07591,35,346,9979,2026-03-16
I05922,P01564,W00476,4993,116,8672,2026-05-13
I05923,P01836,W02068,4281,405,1031,2026-04-21
I05924,P04593,W05675,2914,92,9184,2026-04-09
I05925,P02975,W04050,2947,165,8953,2026-04-29
I05926,P00285,W04122,2532,211,3682,2026-04-01
I05927,P05715,W03254,1390,318,5769,2026-03-23
I05928,P09097,W08069,2045,425,9793,2026-04-19
I05929,P04606,W08123,2261,151,9758,2026-03-23
I05930,P02492,W04695,2919,137,6632,2026-05-26
I05931,P01021,W07947,193,462,6296,2026-05-16
I05932,P09627,W07921,4981,472,3895,2026-05-01
I05933,P09183,W08868,868,418,3768,2026-04-03
I05934,P03023,W01690,3025,210,3292,2026-04-02
I05935,P07531,W03864,3414,103,2222,2026-03-26
I05936,P09420,W05388,3415,356,2228,2026-04-01
I05937,P05551,W09396,2677,338,3024,2026-03-11
I05938,P09024,W04433,96,446,9294,2026-04-02
I05939,P05749,W02652,3703,66,5742,2026-05-29
I05940,P05724,W08225,2100,352,3101,2026-03-11
I05941,P08876,W06781,1866,441,7365,2026-04-18
I05942,P00451,W05039,1753,72,5770,2026-03-17
I05943,P07445,W05470,4204,174,9319,2026-05-08
I05944,P09732,W09463,285,202,7508,2026-03-14
I05945,P06935,W02177,3968,84,8678,2026-05-14
I05946,P07867,W09165,3238,454,1790,2026-05-19
I05947,P03937,W08743,613,300,7666,2026-05-07
I05948,P05714,W04696,1060,172,8987,2026-05-26
I05949,P07430,W07213,4614,155,8338,2026-04-03
I05950,P06988,W01830,2074,381,7997,2026-03-20
I05951,P08351,W02512,1783,156,6297,2026-05-27
I05952,P00376,W04589,1088,192,3666,2026-04-12
I05953,P04388,W08894,1863,402,6698,2026-05-22
I05954,P01143,W08784,978,214,6109,2026-03-14
I05955,P04237,W04569,4744,222,4054,2026-04-09
I05956,P09859,W03779,2499,357,9056,2026-05-02
I05957,P06708,W05902,4162,211,1672,2026-03-28
I05958,P01095,W04522,617,153,5197,2026-03-11
I05959,P00254,W00944,3571,108,9973,2026-04-14
I05960,P02802,W06749,3481,233,7712,2026-03-29
I05961,P08995,W00642,3701,238,2749,2026-04-28
I05962,P00938,W07066,1405,314,6449,2026-03-19
I05963,P07547,W04710,3733,237,6263,2026-03-15
I05964,P00826,W04494,1718,129,6693,2026-06-06
I05965,P02107,W06989,488,115,4183,2026-06-05
I05966,P03219,W05169,1151,163,7900,2026-05-07
I05967,P02798,W03235,402,244,8911,2026-03-15
I05968,P06087,W03626,2930,372,5180,2026-04-22
I05969,P06157,W02855,99,156,4902,2026-03-21
I05970,P02036,W09682,83,445,2566,2026-03-25
I05971,P06387,W06537,3527,353,7146,2026-05-31
I05972,P09411,W06093,3632,391,7684,2026-04-21
I05973,P04258,W09413,4026,467,2455,2026-03-30
I05974,P00271,W02509,2888,113,1005,2026-04-27
I05975,P06073,W06192,1895,118,6802,2026-05-21
I05976,P04682,W02527,4797,175,4041,2026-04-26
I05977,P05563,W09566,2267,237,6817,2026-03-27
I05978,P01251,W03179,661,53,9830,2026-03-27
I05979,P04700,W06047,3995,157,3242,2026-05-17
I05980,P09457,W06780,1025,474,6246,2026-05-07
I05981,P01261,W00671,4546,376,8113,2026-03-23
I05982,P06179,W01917,1035,88,3145,2026-04-06
I05983,P00823,W09294,3262,287,7847,2026-05-23
I05984,P03522,W02515,1762,424,1322,2026-04-24
I05985,P04442,W09476,4677,201,1742,2026-04-13
I05986,P08902,W09281,3732,366,9097,2026-03-14
I05987,P07384,W04363,3766,401,9035,2026-03-19
I05988,P00173,W06790,934,165,2966,2026-05-28
I05989,P06670,W08285,584,330,5036,2026-05-18
I05990,P02604,W07132,3179,339,6784,2026-05-15
I05991,P05719,W06331,2506,355,8331,2026-04-29
I05992,P00545,W02182,1545,396,9848,2026-05-29
I05993,P07061,W05723,1977,287,3162,2026-03-13
I05994,P02371,W01064,4551,198,6272,2026-05-31
I05995,P08888,W06181,1607,339,5637,2026-04-27
I05996,P05139,W04811,1531,341,9624,2026-05-05
I05997,P06154,W05744,4263,254,7986,2026-05-09
I05998,P07435,W06219,4132,278,8982,2026-06-03
I05999,P04858,W09297,3326,445,6480,2026-06-07
I06000,P05963,W07492,3556,390,6873,2026-05-28
I06001,P05448,W08623,871,218,2253,2026-05-17
I06002,P09463,W07102,1013,158,3565,2026-04-29
I06003,P04933,W03921,4522,240,4993,2026-04-14
I06004,P05825,W00636,291,395,6246,2026-04-13
I06005,P04684,W04517,4873,454,7470,2026-05-06
I06006,P03667,W04749,990,300,5613,2026-06-07
I06007,P07009,W00735,4932,402,8168,2026-03-23
I06008,P06498,W06420,1579,487,1740,2026-05-04
I06009,P02936,W05661,314,148,6817,2026-04-13
I06010,P08778,W06447,3400,113,5157,2026-05-23
I06011,P01287,W00895,663,203,8725,2026-03-28
I06012,P09122,W03531,1228,413,3916,2026-05-23
I06013,P08770,W08633,968,98,9356,2026-05-15
I06014,P02099,W06960,1938,189,4254,2026-06-02
I06015,P07111,W03187,1982,444,7762,2026-03-24
I06016,P05315,W08778,4823,318,1770,2026-05-30
I06017,P04194,W03754,3603,165,7181,2026-03-14
I06018,P07246,W09499,720,314,2741,2026-05-27
I06019,P01656,W00566,236,110,6490,2026-03-18
I06020,P08343,W04408,4238,316,5985,2026-05-13
I06021,P07994,W07507,4799,260,4049,2026-04-19
I06022,P09843,W06500,4720,59,7292,2026-05-09
I06023,P08999,W05541,4318,284,7507,2026-05-12
I06024,P01264,W08724,691,225,5789,2026-04-04
I06025,P06242,W03753,1167,437,4324,2026-05-17
I06026,P02818,W05576,4249,466,9598,2026-05-17
I06027,P04289,W07768,3234,66,9004,2026-06-06
I06028,P09336,W08810,1668,277,5853,2026-05-01
I06029,P06063,W09269,3851,399,5860,2026-03-24
I06030,P06290,W08289,1989,175,4921,2026-05-17
I06031,P06276,W08816,1289,307,6696,2026-03-18
I06032,P00146,W01405,170,463,1941,2026-03-22
I06033,P05345,W02970,2270,291,5712,2026-05-24
I06034,P01206,W04344,923,321,2222,2026-05-25
I06035,P01399,W07772,4457,398,3866,2026-05-26
I06036,P03416,W09108,2387,75,7887,2026-03-23
I06037,P02613,W01523,4924,161,4614,2026-03-19
I06038,P05440,W09394,3580,112,9009,2026-03-18
I06039,P01157,W05802,1559,450,7701,2026-05-12
I06040,P03378,W09783,4195,189,3551,2026-04-29
I06041,P05904,W02320,1271,105,1141,2026-03-19
I06042,P04901,W00321,3707,322,5315,2026-04-26
I06043,P03335,W02762,153,392,7605,2026-04-22
I06044,P07455,W00654,259,198,1971,2026-04-03
I06045,P00297,W05980,1055,386,8207,2026-05-13
I06046,P00548,W07754,3615,319,7036,2026-03-12
I06047,P09161,W07436,2594,456,4186,2026-05-20
I06048,P03718,W04400,3176,400,8480,2026-05-22
I06049,P07996,W00545,2512,419,8329,2026-03-18
I06050,P09239,W08269,58,365,9613,2026-04-21
I06051,P03591,W06820,4520,392,3191,2026-05-11
I06052,P00184,W09885,3600,176,1314,2026-04-01
I06053,P04873,W07719,3155,181,8509,2026-04-04
I06054,P04807,W06107,4412,54,4312,2026-04-10
I06055,P03998,W05178,2920,417,8259,2026-04-09
I06056,P03741,W07482,1767,144,8415,2026-03-16
I06057,P04291,W07409,2244,272,2981,2026-04-28
I06058,P02949,W00644,422,157,3629,2026-03-19
I06059,P00934,W09860,2053,207,7732,2026-05-05
I06060,P07616,W08697,2852,78,1779,2026-05-05
I06061,P02844,W08684,4220,68,4510,2026-06-04
I06062,P03159,W04192,2675,201,2834,2026-03-12
I06063,P07109,W04719,1291,438,6269,2026-05-07
I06064,P07013,W07669,1540,271,1101,2026-05-23
I06065,P01357,W03107,3062,450,9495,2026-05-29
I06066,P03827,W06354,1756,78,7705,2026-05-16
I06067,P00253,W04272,582,235,1884,2026-03-16
I06068,P00801,W02394,2436,89,4884,2026-03-27
I06069,P06059,W00505,2775,252,3011,2026-05-22
I06070,P01266,W09632,765,173,7321,2026-03-18
I06071,P00076,W08309,559,493,3532,2026-03-22
I06072,P06286,W02423,3890,163,1329,2026-03-17
I06073,P01443,W06559,3381,391,8625,2026-04-12
I06074,P04082,W08473,1326,115,7005,2026-04-01
I06075,P03406,W00494,3035,234,6273,2026-04-10
I06076,P02380,W09095,2474,75,6451,2026-05-13
I06077,P08983,W04667,430,195,9099,2026-04-10
I06078,P03093,W07781,2009,88,8563,2026-05-06
I06079,P07151,W00364,2012,458,8083,2026-05-14
I06080,P04938,W08552,911,111,2782,2026-05-29
I06081,P08946,W00206,1963,69,6599,2026-05-16
I06082,P08490,W00313,1251,161,3899,2026-03-14
I06083,P03425,W05925,3132,58,4183,2026-05-26
I06084,P05221,W06752,4112,131,7024,2026-05-11
I06085,P05477,W09377,989,414,9414,2026-05-03
I06086,P09254,W08920,2792,163,3994,2026-04-09
I06087,P03757,W03569,3800,295,2833,2026-05-14
I06088,P06651,W04237,1674,392,8656,2026-05-06
I06089,P05431,W01231,1838,474,8654,2026-05-05
I06090,P02066,W01298,310,441,2665,2026-03-24
I06091,P04010,W05280,2045,421,9667,2026-04-03
I06092,P04502,W08298,3093,203,3812,2026-03-20
I06093,P00373,W02783,232,326,5289,2026-03-18
I06094,P02917,W09955,525,449,4451,2026-05-21
I06095,P04198,W08567,1223,431,6941,2026-04-28
I06096,P00322,W04826,259,419,8139,2026-05-28
I06097,P05897,W08446,2048,206,4953,2026-04-25
I06098,P06612,W00372,344,458,3340,2026-05-22
I06099,P03862,W07906,2045,150,4622,2026-05-26
I06100,P01936,W00353,497,437,3854,2026-03-15
I06101,P05930,W08181,4121,94,8943,2026-04-09
I06102,P05028,W02389,2370,349,7999,2026-05-05
I06103,P03467,W02892,1586,422,4289,2026-05-09
I06104,P06306,W03135,2442,351,6572,2026-05-17
I06105,P02275,W02655,1675,481,5414,2026-03-24
I06106,P09908,W03654,3322,292,3974,2026-04-25
I06107,P08994,W05887,4330,467,7255,2026-04-15
I06108,P09601,W05956,3841,371,3712,2026-06-04
I06109,P05685,W02819,2422,432,3856,2026-05-22
I06110,P06269,W06361,1247,188,9527,2026-03-24
I06111,P01514,W08573,1244,113,2311,2026-05-01
I06112,P00018,W03521,833,371,6770,2026-05-26
I06113,P09977,W07219,5,309,9789,2026-04-13
I06114,P02986,W00657,1831,291,9639,2026-03-31
I06115,P02736,W00430,4401,94,7861,2026-04-05
I06116,P03996,W01404,1179,240,1323,2026-04-27
I06117,P08548,W02498,4332,104,1557,2026-03-29
I06118,P08324,W06123,3389,176,7890,2026-04-27
I06119,P06776,W03861,47,55,8668,2026-04-20
I06120,P08689,W02871,3835,166,5755,2026-03-17
I06121,P02545,W01287,961,96,3640,2026-04-27
I06122,P00142,W02436,3990,101,6438,2026-03-30
I06123,P00876,W07361,2416,156,3117,2026-05-08
I06124,P08528,W01715,1609,54,9410,2026-05-11
I06125,P00441,W07389,1500,278,3127,2026-03-19
I06126,P04210,W07455,1631,343,6316,2026-05-18
I06127,P02626,W04031,869,270,8196,2026-03-31
I06128,P07064,W01678,1405,447,7875,2026-04-02
I06129,P09628,W01333,3706,386,9878,2026-03-26
I06130,P06611,W06756,1555,175,8622,2026-05-10
I06131,P05417,W02897,539,493,3219,2026-03-10
I06132,P04354,W03257,1143,413,5153,2026-04-10
I06133,P09749,W02022,1946,421,5572,2026-04-29
I06134,P08022,W08493,2462,485,8662,2026-05-05
I06135,P09087,W00726,4463,371,7639,2026-04-14
I06136,P02754,W03358,4545,392,9019,2026-04-01
I06137,P09154,W05123,489,442,5940,2026-04-27
I06138,P07386,W08268,388,499,9081,2026-03-24
I06139,P08528,W04065,340,340,7766,2026-04-13
I06140,P02870,W06319,1972,340,8714,2026-05-30
I06141,P08821,W05083,630,270,7640,2026-03-31
I06142,P00058,W09413,152,334,9357,2026-04-14
I06143,P03903,W09969,2157,431,2258,2026-04-13
I06144,P01197,W09682,4352,97,7407,2026-04-17
