inventory_id,product_id,warehouse_id,current_stock,reorder_level,max_capacity,last_updated,unit_price_ngn,inventory_value
I05306,P01354,W09829,4586,457,4123,2026-05-29,5714.47,26206559.42
I05307,P07368,W06315,539,289,5283,2026-03-16,22082.99,11902731.610000001
I05308,P03074,W05832,4378,105,6941,2026-04-19,7628.05,33395602.900000002
I05309,P07410,W08150,4469,191,6652,2026-04-27,3607.23,16120710.87
I05310,P05327,W03193,4460,425,2806,2026-05-27,1782.43,7949637.800000001
I05311,P09714,W09326,2444,210,8905,2026-05-30,23787.41,58136430.04
I05312,P06500,W09381,910,489,2645,2026-03-27,21931.57,19957728.7
I05313,P01317,W05654,3840,365,7392,2026-05-04,11952.98,45899443.199999996
I05314,P02494,W03610,2751,77,2282,2026-05-24,7014.26,19296229.26
I05315,P03917,W08717,485,168,1778,2026-05-24,22756.71,11037004.35
I05316,P06683,W08479,3358,139,6036,2026-05-17,15288.04,51337238.32
I05317,P06029,W09560,1430,327,5923,2026-04-27,15856.2,22674366.0
I05318,P07276,W03864,906,168,5588,2026-04-04,3284.5,2975757.0
I05319,P04892,W06225,540,191,1137,2026-05-01,8948.01,4831925.4
I05320,P08050,W08754,3362,294,3596,2026-05-05,6307.21,21204840.02
I05321,P06231,W07882,248,449,8876,2026-04-04,10568.8,2621062.4
I05322,P06092,W05505,457,389,2876,2026-05-11,1388.18,634398.26
I05323,P00384,W06058,2442,103,2391,2026-06-02,3893.73,9508488.66
I05324,P00182,W04726,4657,385,1976,2026-05-01,21658.46,100863448.22
I05325,P03379,W09465,2051,249,1738,2026-03-13,8744.85,17935687.35
I05326,P05241,W07877,1524,396,5527,2026-04-30,360.21,548960.0399999999
I05327,P00197,W00062,871,120,6491,2026-03-31,12542.15,10924212.65
I05328,P04397,W03680,4129,247,6955,2026-05-17,15791.42,65202773.18
I05329,P05939,W00083,4015,226,1580,2026-04-16,3298.54,13243638.1
I05330,P07681,W07411,2087,153,3854,2026-04-25,23259.03,48541595.61
I05331,P07010,W04719,3754,354,5401,2026-04-01,21592.69,81058958.25999999
I05332,P03771,W07502,2680,498,4367,2026-05-31,8405.04,22525507.200000003
I05333,P00214,W00408,3046,216,7559,2026-05-16,545.18,1660618.2799999998
I05334,P07562,W02207,3950,178,7274,2026-03-27,8006.99,31627610.5
I05335,P02291,W04827,774,144,7067,2026-04-28,20802.02,16100763.48
I05336,P03418,W00403,2266,360,8120,2026-04-28,21184.16,48003306.56
I05337,P07110,W00846,1184,99,4054,2026-03-23,14596.1,17281782.400000002
I05338,P07611,W05359,3813,373,5189,2026-04-08,23954.94,91340186.22
I05339,P03336,W01693,135,74,1211,2026-04-07,12237.58,1652073.3
I05340,P02689,W08802,4289,498,4695,2026-05-06,8938.99,38339328.11
I05341,P05382,W04847,231,365,3715,2026-05-12,18669.34,4312617.54
I05342,P09432,W07198,2749,147,8578,2026-05-22,3673.46,10098341.540000001
I05343,P06642,W01379,1734,483,4345,2026-04-23,2827.01,4902035.340000001
I05344,P02537,W04097,4491,296,7453,2026-04-18,13140.13,59012323.83
I05345,P07045,W08568,548,465,8843,2026-04-23,9470.63,5189905.239999999
I05346,P00701,W00395,4075,192,1759,2026-04-24,21971.76,89534922.0
I05347,P07743,W07258,2166,264,4941,2026-05-01,14352.57,31087666.62
I05348,P04101,W07604,580,500,7421,2026-04-16,10073.07,5842380.6
I05349,P06216,W06971,1144,413,6517,2026-05-07,2529.2,2893404.8
I05350,P00241,W07993,4200,255,3650,2026-05-24,21349.26,89666892.0
I05351,P02319,W08372,1723,53,8916,2026-04-01,4306.69,7420426.869999999
I05352,P06786,W03325,3808,234,2173,2026-05-22,19477.97,74172109.76
I05353,P02994,W01364,3954,254,2228,2026-03-27,1687.85,6673758.899999999
I05354,P06463,W05769,4265,325,6976,2026-04-05,22375.3,95430654.5
I05355,P04099,W02143,300,84,2902,2026-06-02,23395.88,7018764.0
I05356,P06505,W06668,365,415,1968,2026-05-21,16279.35,5941962.75
I05357,P04303,W03487,4669,212,6931,2026-05-31,18366.17,85751647.72999999
I05358,P07923,W01731,1516,63,2974,2026-04-11,24673.93,37405677.88
I05359,P00464,W00730,975,430,8169,2026-04-24,11763.01,11468934.75
I05360,P04242,W08255,1818,176,2400,2026-03-21,3557.15,6466898.7
I05361,P09471,W00568,3524,389,7359,2026-04-12,9253.38,32608911.119999997
I05362,P01967,W08581,4657,219,5760,2026-04-27,5768.16,26862321.12
I05363,P09927,W03259,972,325,2376,2026-03-10,10897.81,10592671.32
I05364,P01114,W00658,3385,442,6929,2026-05-15,8364.37,28313392.450000003
I05365,P06445,W08341,3167,128,2189,2026-04-19,9081.03,28759622.01
I05366,P05946,W03587,3067,213,3228,2026-05-26,688.41,2111353.4699999997
I05367,P05175,W05948,1513,356,1059,2026-04-18,5338.04,8076454.52
I05368,P07104,W03174,3498,92,4806,2026-04-29,16741.17,58560612.66
I05369,P04068,W06831,686,182,4739,2026-03-20,16214.66,11123256.76
I05370,P09836,W01404,1681,285,3527,2026-05-31,8666.16,14567814.959999999
I05371,P05956,W04821,593,245,1184,2026-03-12,22404.95,13286135.35
I05372,P08962,W04860,1239,52,5671,2026-04-14,18394.76,22791107.639999997
I05373,P01926,W00595,3755,492,5881,2026-04-02,4984.6,18717173.0
I05374,P02808,W05813,4738,335,7579,2026-04-18,15336.88,72666137.44
I05375,P05327,W04697,929,393,9025,2026-04-08,1782.43,1655877.47
I05376,P08564,W05316,3252,374,2057,2026-04-17,2283.14,7424771.279999999
I05377,P04573,W08791,2777,232,9553,2026-04-01,2128.68,5911344.359999999
I05378,P06988,W06353,4616,496,3381,2026-03-12,2995.82,13828705.120000001
I05379,P09944,W01169,1608,482,9415,2026-05-09,12908.48,20756835.84
I05380,P05306,W02885,116,191,4669,2026-05-03,12825.36,1487741.76
I05381,P08488,W05607,1957,67,7652,2026-04-15,2309.67,4520024.19
I05382,P00968,W07870,1603,135,6871,2026-04-14,21537.15,34524051.45
I05383,P01696,W07710,3488,448,6647,2026-05-25,19299.25,67315784.0
I05384,P03318,W02899,4935,426,4176,2026-05-17,20611.41,101717308.35
I05385,P05459,W03975,201,162,3790,2026-04-15,11269.48,2265165.48
I05386,P01591,W00171,3543,375,9947,2026-05-02,7276.72,25781418.96
I05387,P08738,W00596,299,53,1028,2026-04-09,7609.8,2275330.2
I05388,P01578,W07959,944,225,1774,2026-03-29,14230.95,13434016.8
I05389,P03240,W05876,4983,429,8563,2026-04-08,23170.46,115458402.17999999
I05390,P07247,W07672,4436,453,2979,2026-04-02,18756.92,83205697.11999999
I05391,P00670,W06387,156,380,6075,2026-04-12,20577.21,3210044.76
I05392,P02868,W07153,3137,287,7603,2026-03-31,12266.06,38478630.22
I05393,P01167,W07488,569,346,4451,2026-06-05,8319.72,4733920.68
I05394,P04921,W00046,179,138,4062,2026-03-29,6732.43,1205104.97
I05395,P04037,W04968,1081,210,4654,2026-03-13,4660.99,5038530.1899999995
I05396,P02250,W02684,2108,415,5466,2026-06-02,15231.87,32108781.96
I05397,P08946,W03778,4437,283,7947,2026-03-15,24658.0,109407546.0
I05398,P01044,W06831,2444,236,8894,2026-05-09,5707.72,13949667.68
I05399,P00450,W01356,2562,309,9457,2026-04-21,6075.22,15564713.64
I05400,P09736,W09430,1446,477,6180,2026-05-01,16186.68,23405939.28
I05401,P03560,W00300,4187,390,9133,2026-03-19,5273.14,22078637.18
I05402,P02083,W07216,2520,255,2858,2026-05-22,24844.74,62608744.800000004
I05403,P04885,W03058,1209,189,8822,2026-04-17,3152.37,3811215.33
I05404,P08033,W04996,3520,422,2328,2026-06-01,19356.52,68134950.4
I05405,P03261,W01823,281,77,8726,2026-05-29,12808.72,3599250.32
I05406,P07524,W06897,2954,79,8406,2026-05-08,23790.19,70276221.25999999
I05407,P07682,W05144,2955,80,3887,2026-06-07,19621.44,57981355.199999996
I05408,P08926,W02578,555,447,2664,2026-04-10,14781.15,8203538.25
I05409,P00861,W05748,870,149,4018,2026-04-01,22304.17,19404627.9
I05410,P07631,W09829,2335,383,9421,2026-03-28,5726.38,13371097.3
I05411,P04759,W05475,874,303,8422,2026-05-29,13328.93,11649484.82
I05412,P02334,W04494,42,324,8408,2026-04-07,21828.45,916794.9
I05413,P07002,W08175,3388,262,2102,2026-04-08,19412.3,65768872.4
I05414,P09139,W00066,3066,250,4849,2026-05-25,15285.43,46865128.38
I05415,P05281,W07968,3397,499,3531,2026-05-28,17292.31,58741977.07000001
I05416,P00487,W06449,1170,382,5911,2026-04-07,22551.57,26385336.9
I05417,P05886,W08676,314,394,9144,2026-03-20,4436.09,1392932.26
I05418,P05184,W03766,568,191,4046,2026-05-14,24063.46,13668045.28
I05419,P06597,W05703,1048,281,7517,2026-05-18,19511.64,20448198.72
I05420,P05177,W02443,684,241,2318,2026-05-21,2761.38,1888783.9200000002
I05421,P00774,W09737,3236,311,4830,2026-03-28,20037.5,64841350.0
I05422,P06307,W07703,4386,334,2942,2026-06-03,18590.65,81538590.9
I05423,P03059,W07935,3134,207,5528,2026-04-07,23562.0,73843308.0
I05424,P03149,W01427,3333,226,4707,2026-03-23,11968.04,39889477.32
I05425,P02500,W06910,961,440,4533,2026-04-20,16890.05,16231338.049999999
I05426,P09296,W00492,2927,388,7417,2026-05-29,15898.02,46533504.54
I05427,P06941,W06659,2831,255,1068,2026-03-14,16758.26,47442634.059999995
I05428,P00202,W08225,3236,99,1496,2026-03-14,21362.72,69129761.92
I05429,P05321,W02274,4881,133,1917,2026-04-02,21069.54,102840424.74000001
I05430,P02881,W07612,2114,169,9239,2026-05-20,22285.81,47112202.34
I05431,P08100,W01813,3833,389,4557,2026-06-01,9978.16,38246287.28
I05432,P07379,W01862,2628,90,3122,2026-05-17,16392.12,43078491.36
I05433,P05943,W01318,448,238,1128,2026-03-14,19821.38,8879978.24
I05434,P09810,W07341,676,285,5518,2026-05-15,23194.99,15679813.24
I05435,P01209,W09385,3803,65,8455,2026-04-30,6823.78,25950835.34
I05436,P03693,W02311,404,185,9851,2026-04-15,21025.69,8494378.76
I05437,P02877,W02800,4459,175,6813,2026-05-26,22771.62,101538653.58
I05438,P09641,W04876,4866,350,9146,2026-03-14,21762.09,105894329.94
I05439,P02178,W09747,2197,354,1014,2026-04-27,13946.24,30639889.28
I05440,P04667,W00431,4219,159,6606,2026-03-15,14782.1,62365679.9
I05441,P06383,W08722,623,303,3068,2026-06-07,2779.17,1731422.9100000001
I05442,P00872,W08037,4062,94,9896,2026-03-18,22062.49,89617834.38000001
I05443,P09115,W02992,420,137,8709,2026-05-19,20073.55,8430891.0
I05444,P05976,W03344,2078,445,9589,2026-04-03,16479.8,34245024.4
I05445,P08071,W02464,3332,266,1567,2026-05-15,10068.8,33549241.599999998
I05446,P04441,W09187,3537,331,7962,2026-03-10,5569.52,19699392.240000002
I05447,P00129,W01547,3505,368,2319,2026-05-26,20678.22,72477161.10000001
I05448,P00213,W03500,1810,81,6685,2026-03-19,24188.29,43780804.9
I05449,P09371,W09870,1665,414,8715,2026-05-31,21312.31,35484996.15
I05450,P08763,W01473,3180,342,7858,2026-04-18,24807.38,78887468.4
I05451,P09236,W07778,4489,337,3515,2026-05-19,17619.03,79091825.67
I05452,P00062,W02943,670,61,6008,2026-05-21,23307.55,15616058.5
I05453,P05021,W07146,2085,106,3274,2026-05-20,12605.24,26281925.4
I05454,P06613,W04016,2926,187,5185,2026-03-15,8881.72,25987912.72
I05455,P03991,W06363,670,411,6015,2026-05-30,17343.54,11620171.8
I05456,P00306,W07063,1993,74,9018,2026-05-11,20809.96,41474250.28
I05457,P05560,W09918,1103,84,9113,2026-03-24,19022.87,20982225.61
I05458,P00420,W09899,4557,464,8144,2026-04-16,23408.47,106672397.79
I05459,P05612,W08967,3269,154,3300,2026-05-13,414.83,1356079.27
I05460,P06706,W04378,3565,455,7660,2026-03-16,4872.76,17371389.400000002
I05461,P07099,W02901,4508,386,3335,2026-04-03,16678.55,75186903.39999999
I05462,P00155,W04347,3146,76,7024,2026-05-29,17296.4,54414474.400000006
I05463,P02766,W09888,4378,368,7610,2026-03-15,15738.12,68901489.36
I05464,P03992,W02847,4912,115,2056,2026-04-04,8305.22,40795240.63999999
I05465,P02392,W05658,1761,173,2703,2026-05-08,15981.32,28143104.52
I05466,P01866,W07269,4764,388,7967,2026-04-08,842.56,4013955.84
I05467,P05127,W04513,2917,260,1891,2026-03-16,7676.74,22393050.58
I05468,P05250,W05806,3283,365,1252,2026-03-12,3677.17,12072149.11
I05469,P03770,W07329,2023,101,5524,2026-05-19,23044.21,46618436.83
I05470,P08687,W00512,287,302,4410,2026-04-08,12844.23,3686294.01
I05471,P04159,W06989,3945,478,7195,2026-04-03,12113.93,47789453.85
I05472,P08584,W02942,4197,435,6895,2026-05-11,10627.41,44603239.769999996
I05473,P09815,W01530,2786,244,6824,2026-05-20,19532.98,54418882.28
I05474,P09949,W07526,1625,100,9740,2026-03-30,23846.7,38750887.5
I05475,P06534,W07446,3559,171,4322,2026-03-25,3880.38,13810272.42
I05476,P05791,W02189,1137,233,1727,2026-06-04,24786.34,28182068.580000002
I05477,P04474,W06763,4831,471,7801,2026-04-01,11720.92,56623764.52
I05478,P09013,W07550,1472,397,8874,2026-05-02,21570.78,31752188.159999996
I05479,P08165,W08870,1579,454,4914,2026-03-10,5181.12,8180988.4799999995
I05480,P04733,W04561,3977,222,8306,2026-04-18,23808.93,94688114.61
I05481,P02321,W09994,4981,433,4326,2026-04-09,23127.99,115200518.19000001
I05482,P00059,W06431,2924,300,7976,2026-05-03,12745.94,37269128.56
I05483,P09743,W02606,617,299,3545,2026-05-19,13049.39,8051473.63
I05484,P05671,W06407,3689,472,6712,2026-05-28,20260.2,74739877.8
I05485,P00339,W03316,2120,162,7609,2026-04-18,19124.49,40543918.800000004
I05486,P02094,W08539,2676,490,9023,2026-03-28,15260.93,40838248.68
I05487,P00204,W07375,4533,229,3983,2026-04-15,7007.11,31763229.63
I05488,P04537,W03829,1649,322,1206,2026-05-21,646.14,1065484.8599999999
I05489,P06135,W03539,4895,237,7859,2026-03-28,4175.75,20440296.25
I05490,P01886,W01050,1556,68,3163,2026-05-28,15262.86,23749010.16
I05491,P05306,W09845,615,434,6912,2026-05-07,12825.36,7887596.4
I05492,P05589,W05103,1315,411,1962,2026-03-10,2150.88,2828407.2
I05493,P01406,W02782,666,273,6959,2026-04-12,12524.4,8341250.399999999
I05494,P06898,W07210,1638,232,1692,2026-04-07,11022.15,18054281.7
I05495,P07951,W08237,3652,471,5044,2026-03-29,23689.28,86513250.56
I05496,P09408,W00927,1874,305,9387,2026-05-13,10807.74,20253704.759999998
I05497,P07178,W02578,4485,414,9400,2026-05-15,10730.37,48125709.45
I05498,P07661,W08249,1131,137,9973,2026-03-19,11053.88,12501938.28
I05499,P03999,W02413,573,364,8853,2026-04-07,8466.3,4851189.899999999
I05500,P06979,W06709,3560,136,5649,2026-03-30,24167.38,86035872.8
I05501,P01493,W08122,2151,376,3096,2026-06-02,22158.24,47662374.24
I05502,P02711,W08784,1551,59,3508,2026-05-21,2110.6,3273540.5999999996
I05503,P04470,W05743,3560,155,3588,2026-04-04,5341.79,19016772.4
I05504,P07515,W03111,1590,259,3855,2026-04-27,346.42,550807.8
I05505,P06448,W09739,790,232,9868,2026-04-22,8023.34,6338438.600000001
I05506,P06024,W04885,2171,56,8498,2026-03-14,4051.26,8795285.46
I05507,P07915,W09337,2199,366,2619,2026-03-25,19449.84,42770198.160000004
I05508,P01322,W06908,1488,68,5363,2026-03-15,19575.83,29128835.040000003
I05509,P07021,W03106,2529,396,8826,2026-04-11,732.07,1851405.03
I05510,P05372,W00771,413,286,2428,2026-05-23,17278.22,7135904.86
I05511,P01777,W02862,2699,231,2636,2026-03-13,16342.48,44108353.519999996
I05512,P02414,W00935,2138,350,7046,2026-05-17,24284.29,51919812.02
I05513,P06984,W05066,418,79,6971,2026-04-13,10579.29,4422143.220000001
I05514,P00731,W07706,469,115,1520,2026-05-31,17220.69,8076503.609999999
I05515,P02776,W02342,2561,124,5867,2026-04-11,16639.34,42613349.74
I05516,P03485,W03393,4484,134,8933,2026-03-13,18013.57,80772847.88
I05517,P02738,W00414,3879,131,5394,2026-04-07,14434.83,55992705.57
I05518,P01657,W09131,3215,177,5058,2026-05-24,12499.08,40184542.2
I05519,P09883,W01136,1336,156,9991,2026-03-15,18133.09,24225808.24
I05520,P09957,W04505,4443,354,3039,2026-05-06,16160.08,71799235.44
I05521,P06116,W00456,1043,104,2717,2026-03-23,19215.25,20041505.75
I05522,P05926,W09045,207,221,7521,2026-03-10,10643.38,2203179.6599999997
I05523,P00453,W01111,2858,351,4738,2026-04-12,19687.95,56268161.1
I05524,P05400,W07884,3096,358,5633,2026-04-09,17195.65,53237732.400000006
I05525,P04016,W08992,2909,271,3008,2026-05-19,20413.66,59383336.94
I05526,P08896,W00501,3535,106,8231,2026-04-11,15483.27,54733359.45
I05527,P03098,W03994,367,287,3505,2026-04-11,19717.9,7236469.300000001
I05528,P01010,W06700,3975,56,8429,2026-04-29,19190.21,76281084.75
I05529,P05781,W04744,512,128,3911,2026-03-13,9674.75,4953472.0
I05530,P03221,W00243,1540,354,5747,2026-03-20,6940.94,10689047.6
I05531,P07058,W00836,3592,243,4206,2026-04-19,7401.49,26586152.08
I05532,P04315,W05789,4947,231,6348,2026-05-21,24947.2,123413798.4
I05533,P09001,W07329,1245,50,2095,2026-04-14,1233.35,1535520.75
I05534,P01644,W03262,265,219,3068,2026-05-27,8622.49,2284959.85
I05535,P04981,W04697,504,283,7647,2026-03-30,13810.06,6960270.239999999
I05536,P04647,W07069,4552,343,3075,2026-04-14,5530.75,25175974.0
I05537,P06214,W02552,4447,70,2075,2026-06-04,16994.32,75573741.03999999
I05538,P05229,W05492,3264,178,7594,2026-05-19,9272.18,30264395.52
I05539,P01414,W04136,4032,214,6161,2026-04-23,5481.23,22100319.36
I05540,P08506,W04307,2717,357,9937,2026-03-30,14456.6,39278582.2
I05541,P03774,W09665,3928,311,3511,2026-05-15,14201.36,55782942.080000006
I05542,P09949,W00806,4240,379,7336,2026-03-30,23846.7,101110008.0
I05543,P04750,W09961,4427,222,1895,2026-05-05,3554.34,15735063.180000002
I05544,P00332,W03999,3082,406,8590,2026-05-03,16590.8,51132845.599999994
I05545,P01973,W03580,443,253,2889,2026-04-02,8142.35,3607061.0500000003
I05546,P06195,W01773,2575,119,5062,2026-04-12,374.41,964105.7500000001
I05547,P07019,W06679,2084,163,8075,2026-05-11,1270.38,2647471.9200000004
I05548,P02262,W08498,4642,194,5979,2026-04-04,5766.32,26767257.439999998
I05549,P00876,W02357,1558,441,5211,2026-04-19,22201.86,34590497.88
I05550,P00140,W04021,1997,394,4822,2026-05-13,5917.34,11816927.98
I05551,P02505,W04149,1449,304,6428,2026-03-17,10501.75,15217035.75
I05552,P04596,W06338,738,493,3312,2026-04-11,8569.03,6323944.140000001
I05553,P05935,W07752,2885,433,4494,2026-05-29,17638.64,50887476.4
I05554,P03909,W05562,860,305,1134,2026-05-08,1829.67,1573516.2
I05555,P09112,W06536,3033,185,5817,2026-04-10,15428.67,46795156.11
I05556,P05532,W03248,257,181,3814,2026-03-10,8337.81,2142817.17
I05557,P02317,W01177,2620,251,7622,2026-03-16,1239.97,3248721.4
I05558,P07251,W08169,2941,68,2683,2026-05-01,13441.67,39531951.47
I05559,P02495,W01681,828,153,2326,2026-04-18,5775.65,4782238.199999999
I05560,P06128,W09679,4418,461,8193,2026-04-24,11816.5,52205297.0
I05561,P03390,W01539,2904,378,1693,2026-03-27,4921.6,14292326.4
I05562,P01022,W00541,2514,185,3167,2026-04-21,18703.49,47020573.86000001
I05563,P06004,W06121,3684,487,3491,2026-03-28,10156.25,37415625.0
I05564,P05227,W01854,2984,330,3570,2026-04-07,4038.24,12050108.16
I05565,P07790,W01436,1520,231,9081,2026-03-14,17695.74,26897524.8
I05566,P02289,W07085,4276,60,6090,2026-05-26,23271.65,99509575.4
I05567,P01424,W00348,418,94,8444,2026-05-02,21517.68,8994390.24
I05568,P05904,W02576,921,252,1694,2026-03-15,17460.58,16081194.180000002
I05569,P06112,W00148,3039,227,2899,2026-04-08,20165.07,61281647.73
I05570,P06988,W00480,62,463,4871,2026-05-14,2995.82,185740.84
I05571,P05807,W02887,1085,442,9611,2026-05-24,3123.07,3388530.95
I05572,P02074,W05941,4505,477,8055,2026-03-10,18212.55,82047537.75
I05573,P02936,W08213,4887,50,1774,2026-05-17,12536.1,61263920.7
I05574,P06779,W07683,1042,473,2056,2026-05-17,19708.25,20535996.5
I05575,P06023,W06965,3087,142,9447,2026-05-05,11946.16,36877795.92
I05576,P07406,W01309,4063,74,4067,2026-03-18,8310.11,33763976.93
I05577,P09333,W03917,4704,286,2034,2026-03-28,6224.82,29281553.279999997
I05578,P03317,W04947,2076,315,6450,2026-05-09,8479.53,17603504.28
I05579,P07786,W08286,953,239,8223,2026-04-04,3712.85,3538346.05
I05580,P07322,W04454,4007,136,4284,2026-04-14,12988.72,52045801.04
I05581,P09667,W09717,1039,393,7356,2026-04-10,7823.28,8128387.92
I05582,P07100,W01092,814,270,8659,2026-04-20,4955.28,4033597.92
I05583,P09628,W00559,791,333,3641,2026-03-23,22645.38,17912495.580000002
I05584,P09762,W02732,3337,258,8560,2026-03-28,10383.36,34649272.32
I05585,P03400,W09632,1874,352,3652,2026-03-28,18416.79,34513064.46
I05586,P06629,W04242,4951,335,7134,2026-05-26,21720.98,107540571.98
I05587,P09659,W00077,1485,174,7445,2026-05-24,18493.16,27462342.6
I05588,P07554,W09921,2092,460,9588,2026-04-20,9939.04,20792471.680000003
I05589,P05274,W01719,2056,155,4590,2026-05-29,14347.28,29498007.68
I05590,P06068,W05933,1024,147,4128,2026-03-31,11303.92,11575214.08
I05591,P00380,W00594,753,171,7164,2026-04-04,20667.72,15562793.16
I05592,P01991,W09957,325,261,6401,2026-04-23,18119.42,5888811.499999999
I05593,P07947,W03878,1898,285,1471,2026-05-27,9018.64,17117378.72
I05594,P03930,W08088,2786,219,1615,2026-05-09,24496.02,68245911.72
I05595,P02795,W08823,1923,331,4603,2026-04-26,21035.36,40450997.28
I05596,P07557,W09037,1326,443,6236,2026-03-20,13802.75,18302446.5
I05597,P01421,W08671,2161,379,2827,2026-05-18,10666.07,23049377.27
I05598,P04976,W00240,3211,185,9260,2026-05-23,12650.8,40621718.8
I05599,P04047,W08755,1480,371,8101,2026-05-13,4619.43,6836756.4
I05600,P09189,W01650,3582,65,7859,2026-03-10,14389.89,51544585.98
I05601,P06320,W06732,1378,224,9416,2026-05-30,20498.96,28247566.88
I05602,P03686,W09334,1331,215,9349,2026-05-02,1526.48,2031744.8800000001
I05603,P02062,W04292,919,180,9743,2026-03-30,16897.86,15529133.34
I05604,P03919,W01098,456,167,2491,2026-04-25,9217.05,4202974.8
I05605,P02773,W09621,2906,463,4965,2026-05-11,2911.73,8461487.38
I05606,P01494,W04143,4648,252,5573,2026-06-04,2437.51,11329546.48
I05607,P06035,W05137,1859,350,9071,2026-05-30,24226.8,45037621.199999996
I05608,P03568,W09169,2556,244,1173,2026-05-17,3283.22,8391910.32
I05609,P05979,W09475,3876,84,7391,2026-03-31,24826.68,96228211.68
I05610,P07915,W05588,1828,442,5405,2026-03-24,19449.84,35554307.52
I05611,P07930,W04840,4015,420,5824,2026-05-28,18486.96,74225144.39999999
I05612,P05299,W09667,4871,162,6053,2026-03-19,2026.52,9871178.92
I05613,P02949,W03914,2313,411,6586,2026-03-29,12757.55,29508213.15
I05614,P09447,W04060,849,189,2305,2026-03-27,17788.81,15102699.690000001
I05615,P03587,W09697,3449,121,2993,2026-04-05,22375.26,77172271.74
I05616,P06231,W06871,637,337,2209,2026-05-01,10568.8,6732325.6
I05617,P03457,W08810,4913,302,3190,2026-05-27,22276.59,109444886.67
I05618,P03337,W02025,4615,251,1253,2026-05-16,15605.23,72018136.45
I05619,P01136,W08804,4177,97,4455,2026-05-02,4540.32,18964916.64
I05620,P07261,W05086,359,111,2037,2026-05-04,9081.59,3260290.81
I05621,P04271,W00232,1659,70,4553,2026-06-05,21081.15,34973627.85
I05622,P00971,W06291,25,255,7467,2026-05-30,22741.29,568532.25
I05623,P00452,W03855,1296,373,8930,2026-06-04,13985.1,18124689.6
I05624,P07989,W09778,96,209,9908,2026-04-21,18219.31,1749053.7600000002
I05625,P08761,W09965,2574,107,4412,2026-05-14,22547.96,58038449.04
I05626,P00320,W03815,3955,273,8875,2026-05-08,8751.1,34610600.5
I05627,P07825,W07238,1297,53,2727,2026-04-29,22427.56,29088545.32
I05628,P07234,W05570,45,461,4408,2026-03-21,3570.3,160663.5
I05629,P09012,W05757,1482,333,4970,2026-05-27,2425.79,3595020.78
I05630,P01587,W06571,2966,56,8117,2026-03-18,19711.57,58464516.62
I05631,P05734,W03565,3586,233,8570,2026-05-20,15441.13,55371892.18
I05632,P00545,W08518,2173,212,2937,2026-04-04,9457.99,20552212.27
I05633,P07154,W01466,1852,87,4085,2026-04-15,5064.38,9379231.76
I05634,P07516,W02978,2828,358,1708,2026-05-09,9222.55,26081371.4
I05635,P02822,W06168,2729,150,6702,2026-04-09,16998.85,46389861.65
I05636,P08922,W09211,556,406,6798,2026-03-15,6017.85,3345924.6
I05637,P06164,W01293,304,274,9584,2026-03-29,13897.51,4224843.04
I05638,P09727,W05497,1802,82,6906,2026-05-12,14986.4,27005492.8
I05639,P06090,W08207,2295,307,3337,2026-03-22,9180.47,21069178.65
I05640,P10000,W04677,3471,147,8465,2026-04-24,11698.54,40605632.34
I05641,P05881,W04323,2567,237,8764,2026-04-10,9149.14,23485842.38
I05642,P05318,W01148,3814,221,8557,2026-04-26,2912.14,11106901.959999999
I05643,P04206,W01294,2823,347,1954,2026-04-05,556.84,1571959.32
I05644,P09908,W01076,605,445,3302,2026-05-05,6014.26,3638627.3000000003
I05645,P01242,W06509,1447,344,1180,2026-03-21,12324.59,17833681.73
I05646,P06856,W01879,2286,468,9476,2026-06-05,10814.96,24722998.56
I05647,P00059,W01392,1508,316,6252,2026-04-21,12745.94,19220877.52
I05648,P03243,W00170,1693,201,2956,2026-03-25,867.1,1468000.3
I05649,P07339,W03592,3746,61,2967,2026-05-18,7112.74,26644324.04
I05650,P02747,W03885,3231,374,4531,2026-05-02,18971.7,61297562.7
I05651,P05934,W08414,2031,279,4350,2026-04-01,3752.59,7621510.29
I05652,P05062,W05776,2927,248,6090,2026-05-14,22674.06,66366973.620000005
I05653,P06388,W07749,4089,384,5850,2026-05-03,15665.27,64055289.03
I05654,P09908,W02620,1455,152,2680,2026-04-12,6014.26,8750748.3
I05655,P03654,W01091,2941,109,1380,2026-04-12,7903.28,23243546.48
I05656,P03425,W07733,4612,157,9731,2026-04-04,18019.79,83107271.48
I05657,P04135,W09668,1148,113,4275,2026-05-28,21920.79,25165066.92
I05658,P07640,W03928,2031,130,9810,2026-03-19,19342.64,39284901.839999996
I05659,P03098,W01288,4093,321,6981,2026-04-13,19717.9,80705364.7
I05660,P06983,W09796,4257,349,3391,2026-04-21,10162.31,43260953.669999994
I05661,P06004,W08729,3908,79,2989,2026-03-26,10156.25,39690625.0
I05662,P05884,W05060,3038,385,9320,2026-06-05,21886.26,66490457.879999995
I05663,P04582,W01315,1126,287,5039,2026-04-27,4524.65,5094755.899999999
I05664,P07158,W05589,2404,370,8657,2026-05-13,2859.92,6875247.680000001
I05665,P04622,W09261,3238,225,8792,2026-03-21,6609.9,21402856.2
I05666,P09025,W01904,3185,445,9893,2026-04-22,15485.55,49321476.75
I05667,P02628,W00915,2741,439,5488,2026-03-25,18600.77,50984710.57
I05668,P03512,W06959,1252,55,6997,2026-04-28,7074.17,8856860.84
I05669,P08619,W08970,271,103,1038,2026-06-04,16883.97,4575555.87
