warehouse_id,warehouse_name,city,capacity
W05824,Central Warehouse 5824,Port Harcourt,49637
W05825,Supply Center 5825,Abuja,8955
W05826,Distribution Hub 5826,Kano,3181
W05827,Distribution Hub 5827,Ibadan,67112
W05828,Central Warehouse 5828,Ibadan,87815
W05829,Distribution Hub 5829,Port Harcourt,85931
W05830,Supply Center 5830,Lagos,21382
W05831,Central Warehouse 5831,Ibadan,16042
W05832,Distribution Hub 5832,Abuja,45649
W05833,Central Warehouse 5833,Port Harcourt,6433
W05834,Supply Center 5834,Lagos,48190
W05835,Supply Center 5835,Kano,68439
W05836,Distribution Hub 5836,Port Harcourt,9115
W05837,Central Warehouse 5837,Port Harcourt,78333
W05838,Central Warehouse 5838,Kano,8968
W05839,Distribution Hub 5839,Lagos,96125
W05840,Central Warehouse 5840,Lagos,79519
W05841,Distribution Hub 5841,Port Harcourt,88564
W05842,Supply Center 5842,Ogun,78015
W05843,Central Warehouse 5843,Kano,52553
W05844,Central Warehouse 5844,Ibadan,74371
W05845,Distribution Hub 5845,Lagos,94762
W05846,Distribution Hub 5846,Lagos,99276
W05847,Supply Center 5847,Ogun,33571
W05848,Distribution Hub 5848,Ogun,23875
W05849,Distribution Hub 5849,Lagos,73839
W05850,Supply Center 5850,Lagos,67605
W05851,Central Warehouse 5851,Port Harcourt,58911
W05852,Central Warehouse 5852,Ogun,71258
W05853,Supply Center 5853,Ibadan,53739
W05854,Supply Center 5854,Kano,44250
W05855,Distribution Hub 5855,Abuja,49237
W05856,Distribution Hub 5856,Kano,70520
W05857,Distribution Hub 5857,Kano,19111
W05858,Central Warehouse 5858,Ogun,91904
W05859,Supply Center 5859,Abuja,29489
W05860,Distribution Hub 5860,Port Harcourt,45061
W05861,Supply Center 5861,Lagos,2578
W05862,Central Warehouse 5862,Kano,34123
W05863,Supply Center 5863,Kano,79471
W05864,Central Warehouse 5864,Abuja,74124
W05865,Distribution Hub 5865,Port Harcourt,88875
W05866,Supply Center 5866,Ibadan,9195
W05867,Distribution Hub 5867,Ibadan,86406
W05868,Central Warehouse 5868,Lagos,57820
W05869,Supply Center 5869,Ogun,82408
W05870,Supply Center 5870,Port Harcourt,27414
W05871,Central Warehouse 5871,Port Harcourt,61801
W05872,Central Warehouse 5872,Kano,30676
W05873,Central Warehouse 5873,Kano,94250
W05874,Supply Center 5874,Port Harcourt,53703
W05875,Supply Center 5875,Port Harcourt,32655
W05876,Supply Center 5876,Abuja,65635
W05877,Distribution Hub 5877,Kano,7702
W05878,Distribution Hub 5878,Ogun,46860
W05879,Supply Center 5879,Kano,16952
W05880,Supply Center 5880,Port Harcourt,45855
W05881,Central Warehouse 5881,Port Harcourt,7939
W05882,Central Warehouse 5882,Lagos,55684
W05883,Supply Center 5883,Ibadan,56191
W05884,Supply Center 5884,Ibadan,92456
W05885,Distribution Hub 5885,Port Harcourt,65669
W05886,Distribution Hub 5886,Kano,15848
W05887,Distribution Hub 5887,Ibadan,14873
W05888,Supply Center 5888,Abuja,29622
W05889,Distribution Hub 5889,Ibadan,15057
W05890,Distribution Hub 5890,Port Harcourt,46509
W05891,Distribution Hub 5891,Ogun,39243
W05892,Distribution Hub 5892,Port Harcourt,24291
W05893,Central Warehouse 5893,Ogun,94676
W05894,Central Warehouse 5894,Ogun,39405
W05895,Supply Center 5895,Ogun,8217
W05896,Central Warehouse 5896,Ibadan,56176
W05897,Central Warehouse 5897,Ogun,66613
W05898,Central Warehouse 5898,Ogun,68317
W05899,Central Warehouse 5899,Ogun,73401
W05900,Supply Center 5900,Abuja,90384
W05901,Central Warehouse 5901,Ibadan,31418
W05902,Supply Center 5902,Port Harcourt,34553
W05903,Central Warehouse 5903,Lagos,58983
W05904,Central Warehouse 5904,Abuja,10659
W05905,Distribution Hub 5905,Port Harcourt,41004
W05906,Distribution Hub 5906,Port Harcourt,65254
W05907,Distribution Hub 5907,Port Harcourt,51250
W05908,Supply Center 5908,Ogun,73892
W05909,Distribution Hub 5909,Abuja,36539
W05910,Central Warehouse 5910,Ogun,13489
W05911,Central Warehouse 5911,Abuja,37663
W05912,Distribution Hub 5912,Port Harcourt,78667
W05913,Distribution Hub 5913,Lagos,8437
W05914,Distribution Hub 5914,Ogun,95546
W05915,Distribution Hub 5915,Lagos,97880
W05916,Distribution Hub 5916,Ibadan,93698
W05917,Central Warehouse 5917,Ogun,76705
W05918,Supply Center 5918,Port Harcourt,97724
W05919,Supply Center 5919,Port Harcourt,98126
W05920,Central Warehouse 5920,Port Harcourt,1707
W05921,Distribution Hub 5921,Ibadan,7359
W05922,Distribution Hub 5922,Ogun,96395
W05923,Central Warehouse 5923,Lagos,48976
W05924,Supply Center 5924,Port Harcourt,76198
W05925,Supply Center 5925,Port Harcourt,86328
W05926,Supply Center 5926,Abuja,1792
W05927,Distribution Hub 5927,Abuja,17720
W05928,Supply Center 5928,Lagos,44216
W05929,Supply Center 5929,Ogun,28920
W05930,Distribution Hub 5930,Port Harcourt,67006
W05931,Supply Center 5931,Kano,92558
W05932,Central Warehouse 5932,Lagos,16015
W05933,Supply Center 5933,Lagos,95727
W05934,Supply Center 5934,Abuja,98280
W05935,Central Warehouse 5935,Abuja,37663
W05936,Central Warehouse 5936,Abuja,51701
W05937,Supply Center 5937,Lagos,87930
W05938,Supply Center 5938,Ogun,46033
W05939,Supply Center 5939,Kano,65048
W05940,Supply Center 5940,Abuja,32298
W05941,Central Warehouse 5941,Lagos,75443
W05942,Distribution Hub 5942,Port Harcourt,23302
W05943,Supply Center 5943,Lagos,66993
W05944,Central Warehouse 5944,Lagos,92295
W05945,Distribution Hub 5945,Lagos,67583
W05946,Supply Center 5946,Abuja,40368
W05947,Distribution Hub 5947,Ogun,46304
W05948,Central Warehouse 5948,Port Harcourt,96214
W05949,Distribution Hub 5949,Port Harcourt,56837
W05950,Central Warehouse 5950,Port Harcourt,45377
W05951,Supply Center 5951,Ibadan,60683
W05952,Distribution Hub 5952,Kano,19197
W05953,Supply Center 5953,Abuja,60281
W05954,Supply Center 5954,Ibadan,6767
W05955,Central Warehouse 5955,Ibadan,46219
W05956,Supply Center 5956,Port Harcourt,82374
W05957,Central Warehouse 5957,Kano,45282
W05958,Central Warehouse 5958,Ogun,22292
W05959,Distribution Hub 5959,Ibadan,65964
W05960,Distribution Hub 5960,Port Harcourt,63902
W05961,Supply Center 5961,Ibadan,72611
W05962,Supply Center 5962,Port Harcourt,64633
W05963,Distribution Hub 5963,Port Harcourt,59159
W05964,Central Warehouse 5964,Ibadan,25057
W05965,Central Warehouse 5965,Lagos,22013
W05966,Distribution Hub 5966,Ibadan,44841
W05967,Supply Center 5967,Port Harcourt,81259
W05968,Central Warehouse 5968,Ogun,94857
W05969,Central Warehouse 5969,Kano,65376
W05970,Central Warehouse 5970,Kano,18059
W05971,Distribution Hub 5971,Lagos,20009
W05972,Distribution Hub 5972,Kano,15735
W05973,Supply Center 5973,Abuja,76139
W05974,Supply Center 5974,Abuja,67197
W05975,Distribution Hub 5975,Port Harcourt,20957
W05976,Supply Center 5976,Kano,96599
W05977,Supply Center 5977,Abuja,74144
W05978,Distribution Hub 5978,Abuja,90728
W05979,Central Warehouse 5979,Ibadan,76298
W05980,Central Warehouse 5980,Abuja,77760
W05981,Distribution Hub 5981,Port Harcourt,92503
W05982,Central Warehouse 5982,Lagos,48742
W05983,Supply Center 5983,Kano,76293
W05984,Supply Center 5984,Port Harcourt,43764
W05985,Central Warehouse 5985,Lagos,10235
W05986,Supply Center 5986,Lagos,71011
W05987,Distribution Hub 5987,Kano,20531
W05988,Distribution Hub 5988,Kano,25204
W05989,Distribution Hub 5989,Ibadan,3551
W05990,Distribution Hub 5990,Lagos,64615
W05991,Supply Center 5991,Ibadan,68909
W05992,Supply Center 5992,Ogun,10093
W05993,Supply Center 5993,Lagos,83721
W05994,Distribution Hub 5994,Ibadan,76868
W05995,Distribution Hub 5995,Ogun,15133
W05996,Distribution Hub 5996,Abuja,20801
W05997,Central Warehouse 5997,Port Harcourt,66248
W05998,Distribution Hub 5998,Kano,80197
W05999,Central Warehouse 5999,Abuja,63458
W06000,Distribution Hub 6000,Abuja,41747
W06001,Supply Center 6001,Lagos,7809
W06002,Distribution Hub 6002,Ogun,5041
W06003,Central Warehouse 6003,Ogun,93328
W06004,Central Warehouse 6004,Ibadan,71632
W06005,Supply Center 6005,Ibadan,59508
W06006,Central Warehouse 6006,Kano,70721
W06007,Central Warehouse 6007,Port Harcourt,42942
W06008,Supply Center 6008,Port Harcourt,64680
W06009,Central Warehouse 6009,Ogun,16092
W06010,Distribution Hub 6010,Abuja,70608
W06011,Distribution Hub 6011,Ibadan,7662
W06012,Supply Center 6012,Ibadan,70160
W06013,Distribution Hub 6013,Port Harcourt,7901
W06014,Distribution Hub 6014,Port Harcourt,72486
W06015,Distribution Hub 6015,Kano,45613
W06016,Central Warehouse 6016,Port Harcourt,39104
W06017,Central Warehouse 6017,Kano,15192
W06018,Distribution Hub 6018,Kano,76895
W06019,Central Warehouse 6019,Lagos,60764
W06020,Distribution Hub 6020,Abuja,60274
W06021,Supply Center 6021,Abuja,65313
W06022,Central Warehouse 6022,Abuja,44113
W06023,Supply Center 6023,Ogun,5287
W06024,Supply Center 6024,Lagos,51088
W06025,Central Warehouse 6025,Kano,60741
W06026,Distribution Hub 6026,Port Harcourt,85692
W06027,Supply Center 6027,Ibadan,41074
W06028,Distribution Hub 6028,Ibadan,12439
W06029,Supply Center 6029,Kano,64122
W06030,Central Warehouse 6030,Ogun,9015
W06031,Central Warehouse 6031,Abuja,96340
W06032,Supply Center 6032,Port Harcourt,64674
W06033,Central Warehouse 6033,Ogun,79200
W06034,Central Warehouse 6034,Lagos,44578
W06035,Supply Center 6035,Ibadan,27653
W06036,Supply Center 6036,Lagos,15959
W06037,Central Warehouse 6037,Lagos,32983
W06038,Distribution Hub 6038,Port Harcourt,63565
W06039,Distribution Hub 6039,Ogun,18120
W06040,Distribution Hub 6040,Ibadan,77516
W06041,Supply Center 6041,Ogun,43882
W06042,Central Warehouse 6042,Ibadan,93195
W06043,Central Warehouse 6043,Ibadan,30844
W06044,Supply Center 6044,Port Harcourt,36463
W06045,Central Warehouse 6045,Lagos,4214
W06046,Distribution Hub 6046,Kano,74333
W06047,Supply Center 6047,Lagos,60264
W06048,Distribution Hub 6048,Ibadan,70483
W06049,Supply Center 6049,Lagos,15658
W06050,Supply Center 6050,Ogun,61322
W06051,Distribution Hub 6051,Ogun,59926
W06052,Supply Center 6052,Kano,66905
W06053,Distribution Hub 6053,Ogun,73462
W06054,Supply Center 6054,Ogun,42574
W06055,Central Warehouse 6055,Kano,81067
W06056,Supply Center 6056,Port Harcourt,40084
W06057,Central Warehouse 6057,Ibadan,96406
W06058,Supply Center 6058,Lagos,41071
W06059,Distribution Hub 6059,Ogun,77427
W06060,Supply Center 6060,Port Harcourt,90196
W06061,Supply Center 6061,Port Harcourt,11954
W06062,Distribution Hub 6062,Ogun,2002
W06063,Central Warehouse 6063,Ibadan,86737
W06064,Central Warehouse 6064,Abuja,25612
W06065,Supply Center 6065,Kano,72568
W06066,Distribution Hub 6066,Kano,86671
W06067,Supply Center 6067,Kano,95102
W06068,Supply Center 6068,Ibadan,58846
W06069,Distribution Hub 6069,Port Harcourt,45818
W06070,Central Warehouse 6070,Port Harcourt,52623
W06071,Distribution Hub 6071,Abuja,15394
W06072,Distribution Hub 6072,Lagos,25757
W06073,Distribution Hub 6073,Ibadan,86155
W06074,Distribution Hub 6074,Lagos,54047
W06075,Central Warehouse 6075,Lagos,45159
W06076,Central Warehouse 6076,Ogun,47722
W06077,Supply Center 6077,Port Harcourt,62581
W06078,Distribution Hub 6078,Port Harcourt,53390
W06079,Supply Center 6079,Abuja,9989
W06080,Central Warehouse 6080,Lagos,1961
W06081,Distribution Hub 6081,Port Harcourt,96967
W06082,Supply Center 6082,Ogun,49334
W06083,Distribution Hub 6083,Abuja,33065
W06084,Supply Center 6084,Abuja,73721
W06085,Central Warehouse 6085,Kano,34997
W06086,Central Warehouse 6086,Ogun,83718
W06087,Distribution Hub 6087,Lagos,69184
W06088,Supply Center 6088,Ogun,39340
W06089,Distribution Hub 6089,Abuja,28787
W06090,Central Warehouse 6090,Abuja,14564
W06091,Central Warehouse 6091,Lagos,21563
W06092,Distribution Hub 6092,Kano,92744
W06093,Central Warehouse 6093,Kano,79438
W06094,Distribution Hub 6094,Ibadan,59951
W06095,Supply Center 6095,Ogun,74585
W06096,Distribution Hub 6096,Ogun,89354
W06097,Central Warehouse 6097,Ibadan,10485
W06098,Distribution Hub 6098,Kano,90634
W06099,Central Warehouse 6099,Kano,94352
W06100,Central Warehouse 6100,Ibadan,6232
W06101,Distribution Hub 6101,Kano,50813
W06102,Distribution Hub 6102,Abuja,72610
W06103,Distribution Hub 6103,Abuja,52437
W06104,Supply Center 6104,Abuja,19869
W06105,Distribution Hub 6105,Lagos,27817
W06106,Central Warehouse 6106,Ogun,92940
W06107,Distribution Hub 6107,Lagos,15183
W06108,Central Warehouse 6108,Kano,24960
W06109,Distribution Hub 6109,Ibadan,33146
W06110,Distribution Hub 6110,Ogun,30640
W06111,Supply Center 6111,Abuja,71026
W06112,Distribution Hub 6112,Lagos,33516
W06113,Distribution Hub 6113,Ibadan,24671
W06114,Central Warehouse 6114,Ogun,46811
W06115,Distribution Hub 6115,Kano,35338
W06116,Supply Center 6116,Port Harcourt,87400
W06117,Central Warehouse 6117,Lagos,68266
W06118,Distribution Hub 6118,Abuja,93814
W06119,Distribution Hub 6119,Lagos,16377
W06120,Supply Center 6120,Ogun,26651
W06121,Supply Center 6121,Ibadan,40850
W06122,Central Warehouse 6122,Kano,57391
W06123,Distribution Hub 6123,Kano,74732
W06124,Central Warehouse 6124,Ibadan,29888
W06125,Central Warehouse 6125,Abuja,56231
W06126,Central Warehouse 6126,Kano,81681
W06127,Distribution Hub 6127,Abuja,90509
W06128,Supply Center 6128,Ibadan,11159
W06129,Distribution Hub 6129,Kano,18615
W06130,Central Warehouse 6130,Abuja,7976
W06131,Distribution Hub 6131,Kano,66928
W06132,Distribution Hub 6132,Ibadan,14227
W06133,Central Warehouse 6133,Lagos,97914
W06134,Central Warehouse 6134,Port Harcourt,34541
W06135,Central Warehouse 6135,Kano,54571
W06136,Distribution Hub 6136,Lagos,10907
W06137,Central Warehouse 6137,Ibadan,91611
W06138,Supply Center 6138,Kano,83659
W06139,Supply Center 6139,Port Harcourt,36840
W06140,Distribution Hub 6140,Abuja,62082
W06141,Supply Center 6141,Kano,42967
W06142,Central Warehouse 6142,Ogun,83533
W06143,Supply Center 6143,Abuja,47058
W06144,Supply Center 6144,Port Harcourt,82670
W06145,Supply Center 6145,Port Harcourt,1966
W06146,Central Warehouse 6146,Lagos,15903
W06147,Central Warehouse 6147,Port Harcourt,14443
W06148,Supply Center 6148,Ibadan,4801
W06149,Distribution Hub 6149,Ogun,71949
W06150,Distribution Hub 6150,Port Harcourt,77952
W06151,Central Warehouse 6151,Kano,6726
W06152,Supply Center 6152,Ogun,14261
W06153,Central Warehouse 6153,Abuja,76494
W06154,Central Warehouse 6154,Kano,6257
W06155,Supply Center 6155,Abuja,65733
W06156,Supply Center 6156,Port Harcourt,6612
W06157,Supply Center 6157,Abuja,39955
W06158,Distribution Hub 6158,Abuja,32901
W06159,Distribution Hub 6159,Abuja,83799
W06160,Supply Center 6160,Ogun,59329
W06161,Central Warehouse 6161,Kano,73207
W06162,Central Warehouse 6162,Lagos,5809
W06163,Supply Center 6163,Ogun,99848
W06164,Central Warehouse 6164,Abuja,29167
W06165,Central Warehouse 6165,Port Harcourt,50158
W06166,Supply Center 6166,Lagos,57252
W06167,Central Warehouse 6167,Ogun,21188
W06168,Central Warehouse 6168,Abuja,36667
W06169,Supply Center 6169,Ogun,92675
W06170,Central Warehouse 6170,Abuja,73551
W06171,Supply Center 6171,Ogun,92225
W06172,Distribution Hub 6172,Abuja,10561
W06173,Central Warehouse 6173,Ibadan,92110
W06174,Central Warehouse 6174,Kano,11406
W06175,Supply Center 6175,Kano,73861
W06176,Central Warehouse 6176,Ogun,47417
W06177,Supply Center 6177,Ibadan,12875
W06178,Central Warehouse 6178,Lagos,27826
W06179,Supply Center 6179,Kano,72539
W06180,Central Warehouse 6180,Lagos,67548
W06181,Central Warehouse 6181,Ogun,82499
W06182,Central Warehouse 6182,Ogun,38493
W06183,Distribution Hub 6183,Ogun,23649
W06184,Distribution Hub 6184,Ibadan,19585
W06185,Distribution Hub 6185,Lagos,5442
W06186,Supply Center 6186,Lagos,64367
W06187,Distribution Hub 6187,Ogun,48487
W06188,Supply Center 6188,Lagos,37903
W06189,Supply Center 6189,Ibadan,63945
W06190,Central Warehouse 6190,Port Harcourt,27282
W06191,Central Warehouse 6191,Ogun,53407
W06192,Distribution Hub 6192,Lagos,59422
W06193,Distribution Hub 6193,Ogun,97210
W06194,Supply Center 6194,Port Harcourt,3351
W06195,Supply Center 6195,Port Harcourt,90333
W06196,Supply Center 6196,Ibadan,54437
W06197,Central Warehouse 6197,Ibadan,18923
W06198,Distribution Hub 6198,Kano,41939
W06199,Central Warehouse 6199,Port Harcourt,83838
W06200,Distribution Hub 6200,Abuja,59106
W06201,Supply Center 6201,Lagos,3324
W06202,Central Warehouse 6202,Ogun,59282
W06203,Distribution Hub 6203,Kano,65914
W06204,Supply Center 6204,Port Harcourt,71268
W06205,Distribution Hub 6205,Port Harcourt,64120
W06206,Supply Center 6206,Abuja,72451
W06207,Central Warehouse 6207,Lagos,57858
W06208,Distribution Hub 6208,Port Harcourt,7497
W06209,Central Warehouse 6209,Ibadan,72013
W06210,Central Warehouse 6210,Kano,67813
W06211,Supply Center 6211,Abuja,50717
W06212,Distribution Hub 6212,Ogun,85478
W06213,Distribution Hub 6213,Kano,62905
W06214,Distribution Hub 6214,Ogun,7508
W06215,Distribution Hub 6215,Ogun,94574
W06216,Supply Center 6216,Abuja,17944
W06217,Distribution Hub 6217,Ibadan,60625
W06218,Supply Center 6218,Ogun,14956
W06219,Supply Center 6219,Ogun,89482
W06220,Supply Center 6220,Port Harcourt,15040
W06221,Central Warehouse 6221,Lagos,30345
W06222,Central Warehouse 6222,Port Harcourt,50715
W06223,Central Warehouse 6223,Abuja,75540
W06224,Central Warehouse 6224,Abuja,38136
W06225,Distribution Hub 6225,Kano,19066
W06226,Central Warehouse 6226,Ogun,18739
W06227,Distribution Hub 6227,Ibadan,40491
W06228,Distribution Hub 6228,Kano,33326
W06229,Supply Center 6229,Abuja,87088
W06230,Central Warehouse 6230,Kano,81789
W06231,Supply Center 6231,Ogun,50706
W06232,Distribution Hub 6232,Port Harcourt,14452
W06233,Supply Center 6233,Abuja,51724
W06234,Supply Center 6234,Abuja,26821
W06235,Central Warehouse 6235,Lagos,24852
W06236,Distribution Hub 6236,Lagos,42162
W06237,Supply Center 6237,Port Harcourt,74495
W06238,Distribution Hub 6238,Ibadan,78230
W06239,Distribution Hub 6239,Abuja,91400
W06240,Supply Center 6240,Ibadan,71047
W06241,Supply Center 6241,Ibadan,60285
W06242,Central Warehouse 6242,Kano,53679
W06243,Distribution Hub 6243,Ibadan,98991
W06244,Distribution Hub 6244,Port Harcourt,88094
W06245,Distribution Hub 6245,Port Harcourt,48523
W06246,Supply Center 6246,Abuja,41129
W06247,Supply Center 6247,Port Harcourt,33763
W06248,Supply Center 6248,Lagos,78871
W06249,Supply Center 6249,Port Harcourt,79642
W06250,Central Warehouse 6250,Port Harcourt,11680
W06251,Distribution Hub 6251,Ibadan,7835
W06252,Supply Center 6252,Abuja,98584
W06253,Distribution Hub 6253,Lagos,27380
W06254,Central Warehouse 6254,Kano,95576
W06255,Distribution Hub 6255,Kano,51274
W06256,Supply Center 6256,Ogun,57048
W06257,Distribution Hub 6257,Kano,85258
W06258,Central Warehouse 6258,Port Harcourt,47227
W06259,Supply Center 6259,Port Harcourt,45558
W06260,Distribution Hub 6260,Lagos,40194
W06261,Supply Center 6261,Ibadan,60633
W06262,Central Warehouse 6262,Kano,90866
W06263,Central Warehouse 6263,Port Harcourt,14137
W06264,Distribution Hub 6264,Lagos,97430
W06265,Distribution Hub 6265,Port Harcourt,55977
W06266,Central Warehouse 6266,Ibadan,19272
W06267,Distribution Hub 6267,Abuja,11427
W06268,Distribution Hub 6268,Port Harcourt,61386
W06269,Distribution Hub 6269,Port Harcourt,97262
W06270,Central Warehouse 6270,Port Harcourt,66144
W06271,Distribution Hub 6271,Abuja,96436
W06272,Supply Center 6272,Ogun,16953
W06273,Distribution Hub 6273,Port Harcourt,13137
W06274,Central Warehouse 6274,Ibadan,65119
W06275,Supply Center 6275,Ibadan,56838
W06276,Central Warehouse 6276,Ibadan,88934
W06277,Central Warehouse 6277,Kano,21261
W06278,Central Warehouse 6278,Abuja,45087
W06279,Central Warehouse 6279,Ibadan,60309
W06280,Central Warehouse 6280,Lagos,24557
W06281,Distribution Hub 6281,Kano,89541
W06282,Central Warehouse 6282,Kano,82545
W06283,Central Warehouse 6283,Ibadan,29138
W06284,Distribution Hub 6284,Ogun,57678
W06285,Central Warehouse 6285,Port Harcourt,51972
W06286,Central Warehouse 6286,Port Harcourt,43672
W06287,Supply Center 6287,Abuja,79786
W06288,Central Warehouse 6288,Ibadan,85495
W06289,Central Warehouse 6289,Abuja,21181
W06290,Distribution Hub 6290,Abuja,90462
W06291,Distribution Hub 6291,Ibadan,37890
W06292,Supply Center 6292,Lagos,77928
W06293,Central Warehouse 6293,Lagos,85534
W06294,Central Warehouse 6294,Abuja,7445
W06295,Distribution Hub 6295,Port Harcourt,17450
W06296,Supply Center 6296,Lagos,15017
W06297,Distribution Hub 6297,Abuja,36831
W06298,Central Warehouse 6298,Kano,99206
W06299,Supply Center 6299,Port Harcourt,78759
W06300,Distribution Hub 6300,Lagos,52912
W06301,Distribution Hub 6301,Ibadan,19261
W06302,Distribution Hub 6302,Abuja,91638
W06303,Supply Center 6303,Ibadan,3704
W06304,Distribution Hub 6304,Kano,10184
W06305,Central Warehouse 6305,Port Harcourt,59450
W06306,Supply Center 6306,Ogun,47423
W06307,Supply Center 6307,Kano,72565
W06308,Distribution Hub 6308,Lagos,32785
W06309,Central Warehouse 6309,Kano,23788
W06310,Supply Center 6310,Abuja,47340
W06311,Distribution Hub 6311,Ogun,86435
W06312,Supply Center 6312,Port Harcourt,4481
W06313,Central Warehouse 6313,Ibadan,52814
W06314,Distribution Hub 6314,Ibadan,9985
W06315,Supply Center 6315,Ogun,85816
W06316,Supply Center 6316,Ibadan,88040
W06317,Central Warehouse 6317,Lagos,43899
W06318,Central Warehouse 6318,Ibadan,36568
W06319,Supply Center 6319,Ogun,75179
W06320,Central Warehouse 6320,Abuja,25909
W06321,Supply Center 6321,Lagos,3873
W06322,Supply Center 6322,Abuja,95725
W06323,Distribution Hub 6323,Kano,64358
W06324,Supply Center 6324,Abuja,76668
W06325,Distribution Hub 6325,Lagos,37610
W06326,Central Warehouse 6326,Ibadan,63079
W06327,Distribution Hub 6327,Ogun,82773
W06328,Supply Center 6328,Ibadan,27892
W06329,Central Warehouse 6329,Lagos,47869
W06330,Supply Center 6330,Port Harcourt,56193
W06331,Distribution Hub 6331,Kano,71395
W06332,Central Warehouse 6332,Port Harcourt,24946
W06333,Distribution Hub 6333,Ogun,7709
W06334,Supply Center 6334,Abuja,33660
W06335,Supply Center 6335,Port Harcourt,32402
W06336,Distribution Hub 6336,Lagos,64449
W06337,Central Warehouse 6337,Ibadan,74332
W06338,Distribution Hub 6338,Abuja,64247
W06339,Distribution Hub 6339,Port Harcourt,41304
W06340,Supply Center 6340,Port Harcourt,78887
W06341,Central Warehouse 6341,Kano,8390
W06342,Supply Center 6342,Kano,78514
W06343,Distribution Hub 6343,Ibadan,78465
W06344,Supply Center 6344,Ogun,58827
W06345,Distribution Hub 6345,Abuja,75067
W06346,Central Warehouse 6346,Abuja,8507
W06347,Supply Center 6347,Port Harcourt,50007
W06348,Distribution Hub 6348,Ogun,97588
W06349,Central Warehouse 6349,Abuja,52650
W06350,Distribution Hub 6350,Lagos,39147
W06351,Central Warehouse 6351,Ibadan,36445
W06352,Supply Center 6352,Ibadan,53520
W06353,Distribution Hub 6353,Kano,15507
W06354,Supply Center 6354,Lagos,59327
W06355,Distribution Hub 6355,Lagos,54397
W06356,Central Warehouse 6356,Ogun,8304
W06357,Central Warehouse 6357,Ibadan,67917
W06358,Central Warehouse 6358,Port Harcourt,66822
W06359,Central Warehouse 6359,Ogun,91305
W06360,Central Warehouse 6360,Lagos,17830
W06361,Supply Center 6361,Abuja,20253
W06362,Supply Center 6362,Kano,47834
W06363,Distribution Hub 6363,Ibadan,22689
W06364,Central Warehouse 6364,Abuja,24204
W06365,Distribution Hub 6365,Ibadan,39728
W06366,Supply Center 6366,Ogun,16505
W06367,Distribution Hub 6367,Ogun,94776
W06368,Central Warehouse 6368,Port Harcourt,29162
W06369,Central Warehouse 6369,Lagos,13562
W06370,Distribution Hub 6370,Port Harcourt,51203
W06371,Supply Center 6371,Ibadan,13653
W06372,Distribution Hub 6372,Ibadan,8882
W06373,Supply Center 6373,Port Harcourt,47842
W06374,Distribution Hub 6374,Port Harcourt,86263
W06375,Central Warehouse 6375,Ogun,38989
W06376,Supply Center 6376,Port Harcourt,57445
W06377,Distribution Hub 6377,Port Harcourt,7959
W06378,Supply Center 6378,Lagos,15312
W06379,Distribution Hub 6379,Abuja,32002
W06380,Central Warehouse 6380,Ibadan,28768
W06381,Distribution Hub 6381,Abuja,3402
W06382,Supply Center 6382,Lagos,41268
W06383,Central Warehouse 6383,Port Harcourt,78689
W06384,Central Warehouse 6384,Kano,2890
W06385,Supply Center 6385,Ibadan,39656
W06386,Distribution Hub 6386,Ogun,42789
W06387,Supply Center 6387,Ibadan,17755
W06388,Central Warehouse 6388,Lagos,7839
W06389,Central Warehouse 6389,Abuja,79847
W06390,Supply Center 6390,Port Harcourt,23024
W06391,Central Warehouse 6391,Abuja,63750
W06392,Central Warehouse 6392,Ibadan,65082
W06393,Distribution Hub 6393,Kano,20356
W06394,Supply Center 6394,Abuja,50029
W06395,Central Warehouse 6395,Ogun,29179
W06396,Supply Center 6396,Ibadan,56038
W06397,Distribution Hub 6397,Abuja,26580
W06398,Central Warehouse 6398,Port Harcourt,41019
W06399,Distribution Hub 6399,Lagos,16933
W06400,Central Warehouse 6400,Kano,68202
W06401,Supply Center 6401,Kano,35125
W06402,Distribution Hub 6402,Ogun,99420
W06403,Supply Center 6403,Abuja,92881
W06404,Supply Center 6404,Kano,31273
W06405,Central Warehouse 6405,Port Harcourt,81422
W06406,Distribution Hub 6406,Abuja,96722
W06407,Central Warehouse 6407,Abuja,77814
W06408,Supply Center 6408,Abuja,7471
W06409,Distribution Hub 6409,Kano,24814
W06410,Distribution Hub 6410,Port Harcourt,2378
W06411,Supply Center 6411,Abuja,32629
W06412,Central Warehouse 6412,Kano,94529
W06413,Central Warehouse 6413,Port Harcourt,84068
W06414,Central Warehouse 6414,Kano,50285
W06415,Supply Center 6415,Abuja,89886
W06416,Distribution Hub 6416,Lagos,59713
W06417,Supply Center 6417,Ogun,91758
W06418,Supply Center 6418,Port Harcourt,55805
W06419,Supply Center 6419,Ibadan,46595
W06420,Supply Center 6420,Port Harcourt,82448
W06421,Central Warehouse 6421,Kano,27881
W06422,Distribution Hub 6422,Ibadan,53184
W06423,Supply Center 6423,Abuja,85407
W06424,Distribution Hub 6424,Ogun,19216
W06425,Supply Center 6425,Port Harcourt,61285
W06426,Distribution Hub 6426,Ogun,95173
W06427,Central Warehouse 6427,Port Harcourt,88057
W06428,Distribution Hub 6428,Port Harcourt,73834
W06429,Distribution Hub 6429,Lagos,9742
W06430,Central Warehouse 6430,Ogun,45494
W06431,Distribution Hub 6431,Kano,86271
