transaction_id,store_id,product_id,quantity_sold,sales_amount,transaction_date,year,month,day
T05337,ST00560,P05610,6,127294.92,2025-02-03,2025,2,3
T05338,ST04936,P08362,29,290091.64,2025-08-15,2025,8,15
T05339,ST08819,P08360,31,660719.12,2025-10-27,2025,10,27
T05340,ST09231,P05021,14,209875.54,2025-05-27,2025,5,27
T05341,ST01225,P04313,37,476878.57,2025-06-03,2025,6,3
T05342,ST04691,P01276,17,77743.21,2025-09-02,2025,9,2
T05343,ST01269,P06854,38,264578.04,2025-07-27,2025,7,27
T05344,ST08739,P01094,8,116649.04,2025-12-31,2025,12,31
T05345,ST03856,P01649,50,865925.0,2025-01-13,2025,1,13
T05346,ST03030,P09348,17,179189.69,2025-03-27,2025,3,27
T05347,ST01500,P09959,19,317643.9,2025-10-15,2025,10,15
T05348,ST09308,P01963,37,18210.29,2025-07-24,2025,7,24
T05349,ST02954,P01709,13,224057.34,2025-01-09,2025,1,9
T05350,ST08140,P08854,2,36521.04,2025-06-20,2025,6,20
T05351,ST06410,P08000,41,462842.03,2025-08-14,2025,8,14
T05352,ST04741,P01668,7,77912.94,2025-06-20,2025,6,20
T05353,ST05843,P07199,44,505749.2,2025-10-30,2025,10,30
T05354,ST06798,P09493,41,432229.38,2025-07-06,2025,7,6
T05355,ST02521,P00965,28,397196.8,2025-09-12,2025,9,12
T05356,ST04898,P03475,4,5619.6,2025-10-12,2025,10,12
T05357,ST06045,P09874,1,13388.0,2025-12-16,2025,12,16
T05358,ST05343,P07681,7,136512.32,2025-03-21,2025,3,21
T05359,ST09081,P02898,46,823026.94,2025-11-06,2025,11,6
T05360,ST05980,P03828,27,598487.13,2025-01-10,2025,1,10
T05361,ST08160,P01939,3,30906.27,2025-02-12,2025,2,12
T05362,ST09020,P03536,25,459615.5,2025-03-13,2025,3,13
T05363,ST01151,P06978,11,235056.91,2025-06-11,2025,6,11
T05364,ST07425,P05352,21,336229.32,2025-11-03,2025,11,3
T05365,ST03181,P08532,20,222766.6,2025-09-08,2025,9,8
T05366,ST08373,P02065,4,53557.52,2025-08-10,2025,8,10
T05367,ST05855,P07774,5,72872.8,2025-03-01,2025,3,1
T05368,ST09845,P06004,4,80344.28,2025-10-30,2025,10,30
T05369,ST01288,P08698,3,6083.58,2025-01-29,2025,1,29
T05370,ST09631,P00590,27,74480.31,2025-06-11,2025,6,11
T05371,ST07181,P02844,5,32281.8,2025-04-18,2025,4,18
T05372,ST03036,P09756,7,143805.13,2025-12-01,2025,12,1
T05373,ST01441,P08604,28,275527.56,2025-09-03,2025,9,3
T05374,ST09292,P08375,6,147062.76,2025-10-13,2025,10,13
T05375,ST08340,P02705,4,67485.88,2025-01-16,2025,1,16
T05376,ST01768,P05767,46,180636.48,2025-05-29,2025,5,29
T05378,ST09547,P02306,28,157122.84,2025-07-13,2025,7,13
T05379,ST02013,P00380,24,22089.84,2025-06-16,2025,6,16
T05380,ST01500,P08137,42,122563.56,2025-06-30,2025,6,30
T05381,ST01589,P00372,43,512710.93,2025-09-06,2025,9,6
T05382,ST01745,P06222,43,841535.37,2025-06-07,2025,6,7
T05383,ST02781,P05897,9,207615.33,2025-07-13,2025,7,13
T05384,ST06854,P09178,50,593673.5,2025-05-21,2025,5,21
T05385,ST00409,P08674,22,444750.02,2025-05-17,2025,5,17
T05386,ST09126,P07194,48,40929.6,2025-01-06,2025,1,6
T05387,ST03986,P00383,34,84277.16,2025-11-29,2025,11,29
T05388,ST06649,P08315,39,933239.19,2025-09-23,2025,9,23
T05389,ST08593,P09193,37,705112.33,2025-04-05,2025,4,5
T05390,ST04821,P07152,35,732638.9,2025-01-29,2025,1,29
T05391,ST04466,P00584,22,333723.72,2025-06-23,2025,6,23
T05392,ST01375,P05565,35,78153.95,2025-01-20,2025,1,20
T05393,ST09721,P07293,39,754380.9,2025-11-16,2025,11,16
T05394,ST00586,P07781,34,354419.74,2025-07-12,2025,7,12
T05395,ST06776,P01575,22,100382.26,2025-12-03,2025,12,3
T05396,ST02906,P00383,45,386078.85,2025-01-16,2025,1,16
T05397,ST05390,P04982,47,1080170.92,2025-09-25,2025,9,25
T05398,ST08362,P02959,14,96223.26,2025-04-03,2025,4,3
T05399,ST07378,P07813,23,439396.83,2025-04-01,2025,4,1
T05400,ST08164,P04300,39,837523.83,2026-01-01,2026,1,1
T05401,ST02345,P08165,9,125619.93,2025-08-20,2025,8,20
T05402,ST06164,P05407,7,159653.97,2025-09-30,2025,9,30
T05403,ST07636,P04069,11,241739.85,2025-01-23,2025,1,23
T05404,ST04818,P05819,34,293138.82,2025-06-27,2025,6,27
T05405,ST06633,P01534,9,120447.0,2025-11-29,2025,11,29
T05406,ST04025,P00163,43,991085.5,2025-09-21,2025,9,21
T05407,ST03784,P09587,15,219949.8,2025-10-15,2025,10,15
T05408,ST03409,P02774,40,455706.4,2025-05-20,2025,5,20
T05409,ST05342,P03671,25,94166.75,2025-10-05,2025,10,5
T05410,ST07255,P01899,21,163897.44,2025-10-02,2025,10,2
T05411,ST02223,P01360,2,36460.8,2025-08-17,2025,8,17
T05412,ST08905,P02330,10,240750.4,2025-02-09,2025,2,9
T05414,ST05576,P05039,22,408233.32,2025-02-08,2025,2,8
T05415,ST03660,P08133,30,107985.6,2025-01-30,2025,1,30
T05416,ST08807,P06379,47,1042394.2,2025-01-08,2025,1,8
T05417,ST01430,P06001,40,675352.4,2025-08-23,2025,8,23
T05418,ST02593,P01381,31,136339.55,2025-06-04,2025,6,4
T05419,ST00069,P05247,43,471341.06,2025-10-26,2025,10,26
T05420,ST07928,P05429,37,427576.81,2025-04-15,2025,4,15
T05421,ST09806,P09661,15,264776.7,2025-09-18,2025,9,18
T05422,ST09430,P05459,44,156619.76,2025-09-15,2025,9,15
T05423,ST00483,P03187,50,204424.5,2025-10-02,2025,10,2
T05424,ST06603,P04290,41,549536.12,2025-03-22,2025,3,22
T05425,ST00186,P06746,47,541955.12,2025-03-30,2025,3,30
T05426,ST04054,P05288,40,35210.8,2025-03-14,2025,3,14
T05427,ST09993,P01814,24,527644.32,2025-08-06,2025,8,6
T05428,ST05075,P09509,10,70364.3,2025-10-20,2025,10,20
T05429,ST07590,P03790,4,31652.76,2025-01-11,2025,1,11
T05430,ST07959,P02148,7,4970.7,2025-02-06,2025,2,6
T05431,ST00518,P01035,36,472549.32,2025-08-06,2025,8,6
T05432,ST04005,P04190,1,23031.74,2025-07-01,2025,7,1
T05433,ST06235,P02118,27,37982.25,2025-10-09,2025,10,9
T05434,ST04444,P06808,34,807838.98,2025-11-18,2025,11,18
T05435,ST04738,P05536,47,455308.74,2025-03-14,2025,3,14
T05436,ST02104,P05780,22,534074.42,2025-04-10,2025,4,10
T05437,ST00091,P09006,33,46025.1,2025-07-03,2025,7,3
T05438,ST08303,P09015,17,252779.8,2025-12-05,2025,12,5
T05439,ST00566,P01988,35,102838.4,2025-07-02,2025,7,2
T05440,ST06412,P06957,35,840694.05,2025-03-19,2025,3,19
T05441,ST03813,P01610,12,80286.72,2025-09-21,2025,9,21
T05442,ST08564,P08192,31,81623.93,2025-01-21,2025,1,21
T05444,ST07355,P05816,1,24445.82,2025-11-04,2025,11,4
T05445,ST09646,P03228,50,285669.5,2025-11-19,2025,11,19
T05446,ST01349,P00838,14,286483.26,2025-05-27,2025,5,27
T05447,ST05829,P08045,46,52545.8,2025-06-22,2025,6,22
T05448,ST00578,P06118,38,812927.92,2025-03-06,2025,3,6
T05449,ST02759,P06199,18,410981.04,2025-03-31,2025,3,31
T05450,ST08450,P06575,33,387732.51,2025-11-22,2025,11,22
T05451,ST03042,P08831,16,97219.68,2025-02-18,2025,2,18
T05452,ST03269,P03369,38,10137.26,2025-03-28,2025,3,28
T05453,ST05763,P08808,21,20094.06,2025-11-22,2025,11,22
T05454,ST07452,P04360,43,37120.61,2025-01-04,2025,1,4
T05455,ST04729,P05132,41,979500.25,2025-10-13,2025,10,13
T05456,ST04907,P00793,21,77050.47,2025-09-08,2025,9,8
T05457,ST04138,P05596,29,382697.34,2025-01-09,2025,1,9
T05458,ST08502,P09448,2,21506.8,2025-05-24,2025,5,24
T05459,ST06696,P07504,34,493009.18,2025-03-13,2025,3,13
T05460,ST05138,P01884,17,204134.47,2025-10-17,2025,10,17
T05461,ST07163,P04302,7,31608.64,2025-07-27,2025,7,27
T05462,ST04508,P08590,19,80987.31,2025-08-13,2025,8,13
T05463,ST00849,P08555,1,21986.6,2025-02-21,2025,2,21
T05464,ST02781,P04312,30,680564.1,2025-03-19,2025,3,19
T05465,ST06273,P00533,3,73234.92,2025-04-20,2025,4,20
T05466,ST06299,P07265,11,199146.97,2025-03-23,2025,3,23
T05467,ST07716,P00985,13,205971.35,2025-07-17,2025,7,17
T05468,ST01047,P05644,17,240764.03,2025-02-04,2025,2,4
T05469,ST06364,P03638,11,153840.5,2025-06-27,2025,6,27
T05470,ST02271,P04438,14,342935.46,2025-11-27,2025,11,27
T05471,ST02550,P05258,10,240513.3,2025-11-07,2025,11,7
T05472,ST09767,P08123,14,227446.24,2025-11-29,2025,11,29
T05473,ST08566,P00754,31,285964.15,2025-10-17,2025,10,17
T05474,ST05771,P00371,15,233531.55,2025-08-14,2025,8,14
T05475,ST09494,P08218,4,71074.2,2025-07-18,2025,7,18
T05476,ST05456,P09082,2,9783.14,2025-01-16,2025,1,16
T05477,ST03380,P08001,8,198940.4,2025-04-27,2025,4,27
T05478,ST08140,P03087,32,37524.16,2025-04-17,2025,4,17
T05479,ST01739,P06704,20,453668.8,2025-03-19,2025,3,19
T05480,ST05681,P07371,50,697694.0,2025-05-15,2025,5,15
T05481,ST07980,P08142,7,36166.48,2025-04-12,2025,4,12
T05482,ST00396,P06003,18,244200.78,2025-10-09,2025,10,9
T05483,ST03314,P08662,24,165699.12,2025-04-13,2025,4,13
T05484,ST04710,P01436,7,167025.46,2025-06-03,2025,6,3
T05485,ST04352,P01169,32,764849.6,2025-01-27,2025,1,27
T05486,ST08321,P05307,13,112163.61,2025-06-23,2025,6,23
T05487,ST00341,P06122,23,401384.04,2025-03-26,2025,3,26
T05488,ST03868,P07994,36,114423.12,2025-04-02,2025,4,2
T05489,ST06334,P09178,39,810108.39,2025-02-07,2025,2,7
T05490,ST05223,P03272,8,137994.08,2025-06-11,2025,6,11
T05491,ST09098,P01647,20,382243.4,2025-02-25,2025,2,25
T05492,ST09022,P08965,40,573149.2,2025-03-18,2025,3,18
T05493,ST01741,P02618,36,145474.56,2025-09-15,2025,9,15
T05494,ST02220,P03510,9,89428.32,2025-08-01,2025,8,1
T05495,ST04857,P00290,24,163338.24,2025-06-06,2025,6,6
T05496,ST07768,P00610,2,29612.14,2025-09-17,2025,9,17
T05497,ST07814,P04945,49,1018451.28,2025-11-24,2025,11,24
T05498,ST02639,P01023,20,21593.2,2025-03-15,2025,3,15
T05499,ST03221,P05793,46,391271.86,2025-02-07,2025,2,7
T05500,ST06813,P08058,15,8994.75,2025-07-16,2025,7,16
T05501,ST09078,P03957,13,41392.0,2025-09-13,2025,9,13
T05502,ST08627,P04234,34,665173.62,2025-03-03,2025,3,3
T05503,ST09507,P04077,49,823967.34,2025-08-23,2025,8,23
T05504,ST04578,P03454,3,50076.93,2025-11-15,2025,11,15
T05505,ST03346,P00497,47,1005448.91,2025-06-16,2025,6,16
T05506,ST01890,P05551,12,105141.0,2025-07-25,2025,7,25
T05507,ST00276,P01079,14,103887.0,2025-01-07,2025,1,7
T05508,ST02767,P00108,36,295776.0,2025-02-18,2025,2,18
T05509,ST08289,P04961,18,75160.44,2025-11-06,2025,11,6
T05510,ST09935,P07866,36,494346.6,2025-09-25,2025,9,25
T05511,ST00801,P00102,35,493613.4,2025-07-24,2025,7,24
T05512,ST09020,P03336,30,366285.0,2025-05-10,2025,5,10
T05513,ST07389,P08382,29,419971.04,2025-03-31,2025,3,31
T05514,ST00086,P07793,10,247464.7,2025-07-08,2025,7,8
T05515,ST07383,P02719,39,781815.06,2025-09-03,2025,9,3
T05516,ST05236,P06821,32,752669.44,2025-02-11,2025,2,11
T05517,ST01606,P00317,29,680061.02,2025-04-03,2025,4,3
T05518,ST06350,P06961,34,68068.34,2025-02-07,2025,2,7
T05519,ST05758,P04320,31,366749.53,2025-09-18,2025,9,18
T05520,ST02043,P07187,48,556200.96,2025-03-17,2025,3,17
T05521,ST08985,P00243,19,112418.44,2025-12-03,2025,12,3
T05522,ST08513,P01432,10,181224.3,2025-09-25,2025,9,25
T05523,ST08041,P08860,17,196871.39,2025-05-17,2025,5,17
T05524,ST00119,P06857,3,64901.46,2025-04-10,2025,4,10
T05525,ST09567,P08211,19,96325.44,2025-10-15,2025,10,15
T05526,ST07164,P04811,19,232892.69,2025-04-08,2025,4,8
T05527,ST02073,P06581,36,442896.48,2025-02-11,2025,2,11
T05529,ST03715,P01525,36,373500.36,2025-08-09,2025,8,9
T05530,ST00342,P00765,17,261249.2,2025-01-05,2025,1,5
T05531,ST03899,P05511,47,24722.94,2025-06-28,2025,6,28
T05532,ST07576,P04558,23,98946.0,2025-01-18,2025,1,18
T05533,ST08879,P03772,16,292653.92,2025-04-29,2025,4,29
T05534,ST07384,P00122,13,78365.3,2025-08-19,2025,8,19
T05535,ST05103,P00571,33,592003.83,2025-04-05,2025,4,5
T05536,ST00252,P09365,4,1536.84,2025-11-19,2025,11,19
T05537,ST05537,P08104,29,633197.31,2025-03-06,2025,3,6
T05538,ST07482,P05027,48,331272.0,2025-08-10,2025,8,10
T05539,ST08393,P03292,33,64097.55,2025-12-27,2025,12,27
T05540,ST02067,P00356,42,299472.18,2025-01-12,2025,1,12
T05541,ST06910,P06949,38,240123.14,2025-06-26,2025,6,26
T05542,ST00202,P07944,43,95126.32,2025-09-14,2025,9,14
T05543,ST03975,P09310,43,998837.54,2025-01-26,2025,1,26
T05544,ST02533,P04001,13,81657.55,2025-03-03,2025,3,3
T05545,ST02880,P01274,27,41378.31,2025-12-09,2025,12,9
T05546,ST09941,P00736,15,209443.2,2025-04-15,2025,4,15
T05547,ST05073,P09801,14,267600.9,2025-07-06,2025,7,6
T05548,ST06218,P01588,40,488808.8,2025-01-12,2025,1,12
T05549,ST00455,P01475,37,856399.78,2025-02-15,2025,2,15
T05550,ST01333,P06160,14,13582.1,2025-04-11,2025,4,11
T05551,ST03773,P02551,18,322217.64,2025-08-15,2025,8,15
T05552,ST07239,P04193,31,478274.2,2025-09-12,2025,9,12
T05553,ST09899,P08027,17,423079.51,2025-03-26,2025,3,26
T05554,ST02611,P00329,22,200130.7,2025-02-12,2025,2,12
T05555,ST00566,P08588,14,244997.76,2025-04-30,2025,4,30
T05556,ST06218,P07628,19,125046.03,2025-03-27,2025,3,27
T05557,ST03922,P05662,31,414687.93,2025-01-09,2025,1,9
T05558,ST09399,P08398,6,73152.18,2025-06-04,2025,6,4
T05559,ST09632,P03142,50,410278.5,2025-01-01,2025,1,1
T05560,ST05619,P06896,1,14502.04,2025-06-21,2025,6,21
T05561,ST08102,P01288,14,69890.1,2025-07-19,2025,7,19
T05562,ST09501,P02495,12,115939.92,2025-08-10,2025,8,10
T05563,ST07801,P03456,34,681642.54,2025-02-23,2025,2,23
T05564,ST05738,P05852,1,17696.98,2025-05-10,2025,5,10
T05565,ST09048,P08227,43,125725.12,2025-01-23,2025,1,23
T05566,ST05337,P02526,11,8729.6,2025-01-18,2025,1,18
T05567,ST08528,P07671,29,59943.87,2025-12-28,2025,12,28
T05568,ST05752,P05588,36,110994.12,2025-05-01,2025,5,1
T05569,ST09414,P06629,40,340416.4,2025-04-21,2025,4,21
T05570,ST02736,P07718,12,155124.96,2025-10-27,2025,10,27
T05571,ST08414,P00430,49,791279.44,2025-08-13,2025,8,13
T05572,ST04157,P01646,49,893771.76,2025-11-30,2025,11,30
T05573,ST08558,P04677,40,292625.2,2025-03-07,2025,3,7
T05574,ST04608,P09943,21,241165.89,2025-08-13,2025,8,13
T05575,ST09542,P00399,46,432771.22,2025-05-07,2025,5,7
T05576,ST04966,P08542,11,96617.29,2025-10-11,2025,10,11
T05577,ST09238,P01882,44,1056892.76,2025-07-03,2025,7,3
T05578,ST01748,P06186,36,12668.76,2025-03-21,2025,3,21
T05579,ST07292,P08589,50,152045.0,2025-10-02,2025,10,2
T05580,ST07217,P05509,36,874478.16,2025-02-03,2025,2,3
T05581,ST05458,P08166,9,169295.76,2025-12-17,2025,12,17
T05582,ST04576,P07601,12,205070.64,2025-09-07,2025,9,7
T05583,ST01653,P06639,40,725949.2,2025-10-15,2025,10,15
T05585,ST00615,P09520,46,598373.52,2025-08-08,2025,8,8
T05586,ST04786,P04934,39,312696.93,2025-03-12,2025,3,12
T05587,ST02969,P00538,8,61714.56,2025-03-13,2025,3,13
T05588,ST01609,P07290,27,288643.77,2025-10-08,2025,10,8
T05589,ST02863,P08372,26,458041.74,2025-03-15,2025,3,15
T05590,ST02931,P08997,40,147782.0,2025-04-16,2025,4,16
T05591,ST05273,P00221,38,72876.4,2025-12-29,2025,12,29
T05592,ST04668,P09475,16,12681.12,2025-02-13,2025,2,13
T05593,ST04661,P05312,34,588972.14,2025-05-27,2025,5,27
T05594,ST02226,P03713,17,217125.87,2025-07-03,2025,7,3
T05595,ST01547,P00067,46,234008.9,2025-11-18,2025,11,18
T05596,ST06691,P05900,49,134434.93,2025-11-05,2025,11,5
T05597,ST02049,P02524,39,478347.48,2025-05-08,2025,5,8
T05598,ST03156,P03535,37,858118.43,2025-12-22,2025,12,22
T05599,ST03658,P06287,40,976994.4,2025-01-18,2025,1,18
T05600,ST08739,P03640,15,50797.5,2025-07-25,2025,7,25
T05601,ST02145,P06230,15,301624.65,2025-09-06,2025,9,6
T05602,ST00784,P09087,4,25582.32,2025-08-23,2025,8,23
T05603,ST09714,P01068,35,25554.55,2025-08-16,2025,8,16
T05604,ST09421,P08574,18,304126.92,2025-08-13,2025,8,13
T05605,ST06871,P09340,24,129200.16,2025-10-17,2025,10,17
T05606,ST05629,P04199,32,303362.24,2025-07-15,2025,7,15
T05607,ST05840,P01093,8,58258.72,2025-09-16,2025,9,16
T05608,ST03024,P08447,30,666057.3,2025-01-14,2025,1,14
T05609,ST07956,P04173,19,34606.03,2025-12-02,2025,12,2
T05610,ST00800,P07690,49,430818.78,2025-03-08,2025,3,8
T05611,ST01635,P00979,33,766518.39,2025-12-01,2025,12,1
T05612,ST09411,P05914,10,45902.3,2025-09-14,2025,9,14
T05613,ST09511,P00275,20,410304.4,2025-08-01,2025,8,1
T05614,ST00033,P04815,22,32893.96,2025-07-10,2025,7,10
T05615,ST09675,P02599,31,396403.82,2025-02-13,2025,2,13
T05616,ST03409,P04258,33,192254.37,2025-08-28,2025,8,28
T05617,ST00557,P01612,3,61116.6,2025-07-19,2025,7,19
T05618,ST05395,P09993,20,139030.6,2025-04-12,2025,4,12
T05619,ST04904,P08378,23,410192.35,2025-03-27,2025,3,27
T05620,ST08119,P05010,15,30521.7,2025-11-28,2025,11,28
T05621,ST03499,P00298,29,707024.35,2025-02-05,2025,2,5
T05622,ST06595,P06580,18,402244.92,2025-06-18,2025,6,18
T05623,ST07409,P01610,1,16576.43,2025-11-28,2025,11,28
T05624,ST05315,P01349,44,1078295.68,2025-01-13,2025,1,13
T05625,ST06503,P01808,43,612068.02,2025-09-25,2025,9,25
T05626,ST07587,P00185,43,943342.6,2025-12-06,2025,12,6
T05627,ST02964,P09319,8,53056.96,2025-09-14,2025,9,14
T05628,ST06846,P02789,46,960824.08,2025-07-17,2025,7,17
T05629,ST05814,P00273,32,656588.48,2025-08-05,2025,8,5
T05630,ST05632,P06192,33,455795.67,2025-11-30,2025,11,30
T05631,ST04739,P07317,40,331048.8,2025-03-27,2025,3,27
T05632,ST02133,P06109,41,585268.03,2025-09-10,2025,9,10
T05633,ST01861,P01664,48,713324.64,2025-06-02,2025,6,2
T05634,ST07106,P03429,18,304045.2,2025-04-29,2025,4,29
T05635,ST09272,P08654,41,66168.67,2025-08-14,2025,8,14
T05636,ST06262,P05276,5,56351.05,2025-12-02,2025,12,2
T05637,ST09825,P05898,28,404609.24,2025-09-17,2025,9,17
T05638,ST06557,P02652,35,798633.85,2025-07-27,2025,7,27
T05639,ST08163,P00112,48,42081.6,2025-10-29,2025,10,29
T05640,ST03521,P03016,3,42404.67,2025-03-07,2025,3,7
T05641,ST08333,P00932,32,397783.36,2025-06-06,2025,6,6
T05642,ST04242,P06956,5,71343.85,2025-07-24,2025,7,24
T05643,ST03114,P07412,3,29258.01,2025-12-12,2025,12,12
T05644,ST09891,P06415,38,47597.28,2025-02-11,2025,2,11
T05645,ST02570,P00222,44,338779.32,2025-01-19,2025,1,19
T05646,ST09976,P04729,19,375198.32,2025-02-08,2025,2,8
T05647,ST09028,P00171,19,279260.48,2025-10-16,2025,10,16
T05648,ST04599,P05970,32,170480.32,2025-02-04,2025,2,4
T05649,ST08189,P06348,33,385493.13,2025-04-09,2025,4,9
T05650,ST07910,P00576,7,64293.95,2025-11-12,2025,11,12
T05651,ST02705,P02632,17,305837.99,2025-03-19,2025,3,19
T05652,ST04567,P06892,17,4292.67,2025-05-12,2025,5,12
T05653,ST02058,P04740,4,83404.32,2025-10-06,2025,10,6
T05654,ST08178,P00270,14,338459.24,2025-09-05,2025,9,5
T05655,ST09451,P09292,34,561512.04,2025-09-06,2025,9,6
T05656,ST00146,P04016,12,274596.48,2025-06-19,2025,6,19
T05657,ST04172,P07083,22,24412.96,2025-09-20,2025,9,20
T05658,ST05728,P00392,2,24791.04,2025-03-27,2025,3,27
T05659,ST09545,P03454,23,518637.58,2025-01-06,2025,1,6
T05660,ST04529,P01393,10,153956.4,2025-03-29,2025,3,29
T05661,ST00708,P05077,24,192336.96,2025-05-03,2025,5,3
T05662,ST01451,P09719,1,10267.0,2025-12-13,2025,12,13
T05663,ST09576,P02089,4,71289.88,2025-01-18,2025,1,18
T05664,ST00952,P08279,19,261460.14,2025-09-24,2025,9,24
T05665,ST07065,P08620,41,459382.04,2025-09-17,2025,9,17
T05666,ST03835,P09918,50,308695.5,2025-07-26,2025,7,26
T05667,ST01216,P03132,2,16206.14,2025-11-02,2025,11,2
T05668,ST02207,P04101,32,175362.24,2025-04-17,2025,4,17
T05669,ST02876,P09484,31,47880.12,2025-06-21,2025,6,21
T05670,ST04193,P02451,20,126570.0,2025-03-14,2025,3,14
T05671,ST07460,P05152,48,1067382.24,2025-09-20,2025,9,20
T05672,ST02833,P04265,11,181642.89,2025-02-21,2025,2,21
T05673,ST08033,P00988,41,121377.63,2025-07-31,2025,7,31
T05674,ST01985,P02864,23,125639.34,2025-04-29,2025,4,29
T05675,ST04679,P05557,37,77162.76,2025-06-16,2025,6,16
T05676,ST01285,P08720,9,194603.76,2025-03-07,2025,3,7
T05677,ST01846,P00555,21,171943.17,2025-06-09,2025,6,9
T05678,ST02212,P04910,11,220870.32,2025-08-25,2025,8,25
T05679,ST04824,P00930,1,6700.1,2025-04-30,2025,4,30
T05680,ST03254,P00586,22,119201.5,2025-10-15,2025,10,15
T05681,ST03901,P08514,41,174630.89,2025-07-04,2025,7,4
T05682,ST05872,P08014,32,480657.92,2025-09-04,2025,9,4
T05683,ST05579,P09680,29,246894.4,2025-11-05,2025,11,5
T05684,ST02806,P03319,47,766482.11,2025-12-13,2025,12,13
T05685,ST06568,P09888,43,63377.7,2025-06-14,2025,6,14
T05686,ST05155,P06685,33,247362.06,2025-11-02,2025,11,2
T05687,ST07733,P03136,18,301751.28,2025-01-02,2025,1,2
T05688,ST02524,P03996,6,136014.66,2025-04-12,2025,4,12
T05689,ST00207,P03541,29,216840.25,2025-12-04,2025,12,4
T05690,ST00644,P05812,28,181114.92,2025-08-06,2025,8,6
T05691,ST01526,P05155,44,691910.12,2025-10-20,2025,10,20
T05692,ST03791,P08360,27,69432.93,2025-12-02,2025,12,2
T05693,ST03898,P08068,20,71198.2,2025-10-14,2025,10,14
T05694,ST06837,P00684,18,278223.66,2026-01-01,2026,1,1
T05695,ST08989,P07469,14,349171.9,2025-07-05,2025,7,5
T05696,ST08545,P02423,2,30769.06,2025-08-15,2025,8,15
T05697,ST03897,P02916,12,269239.56,2025-10-25,2025,10,25
T05698,ST05529,P02124,25,451608.0,2025-09-15,2025,9,15
T05699,ST04577,P01681,41,346459.43,2025-04-20,2025,4,20
T05700,ST07759,P09837,2,34294.6,2025-05-23,2025,5,23
T05701,ST01366,P03959,16,184656.8,2025-05-09,2025,5,9
T05703,ST01159,P09075,16,356203.2,2025-05-13,2025,5,13
T05704,ST02601,P07702,11,255060.41,2025-09-15,2025,9,15
T05705,ST06384,P04427,22,9227.46,2025-12-17,2025,12,17
T05706,ST02192,P08497,20,242325.0,2025-10-17,2025,10,17
T05707,ST06330,P06094,24,159880.8,2025-11-17,2025,11,17
T05708,ST03989,P06868,19,268344.79,2025-10-20,2025,10,20
T05709,ST00096,P08548,12,235248.6,2025-05-30,2025,5,30
T05710,ST02701,P03678,33,7295.97,2025-10-23,2025,10,23
T05711,ST05390,P06308,24,391112.88,2025-10-30,2025,10,30
T05712,ST02872,P02117,34,261874.46,2025-11-17,2025,11,17
T05713,ST09595,P06008,35,740423.6,2025-10-27,2025,10,27
T05714,ST08287,P04714,34,165453.86,2025-08-17,2025,8,17
T05715,ST08240,P06113,9,139354.65,2025-05-03,2025,5,3
T05716,ST04428,P00701,43,912510.31,2025-10-29,2025,10,29
T05717,ST04650,P04919,22,268191.66,2025-05-08,2025,5,8
T05718,ST09026,P00656,32,241816.0,2025-07-30,2025,7,30
T05719,ST01221,P02451,3,70532.25,2025-10-03,2025,10,3
T05720,ST07908,P08630,10,157117.6,2025-07-24,2025,7,24
T05721,ST02023,P08552,11,107947.51,2025-02-21,2025,2,21
T05723,ST09211,P05385,37,888945.72,2025-10-26,2025,10,26
T05724,ST03432,P01210,1,6584.17,2025-04-20,2025,4,20
T05725,ST02896,P02940,11,147046.35,2025-01-14,2025,1,14
T05726,ST07597,P06350,1,21448.27,2025-04-28,2025,4,28
T05727,ST05486,P04558,49,650282.43,2025-05-14,2025,5,14
T05728,ST07166,P05545,44,776434.12,2025-11-15,2025,11,15
T05729,ST06456,P07810,20,154351.6,2025-07-04,2025,7,4
T05730,ST08142,P00061,38,687736.92,2025-02-08,2025,2,8
T05731,ST00170,P02861,48,392848.8,2025-06-05,2025,6,5
T05732,ST07698,P01749,44,976580.44,2025-08-20,2025,8,20
T05733,ST07522,P05574,15,361918.05,2025-08-17,2025,8,17
T05734,ST03820,P05092,50,257905.0,2025-07-01,2025,7,1
T05735,ST00509,P06104,40,247090.0,2025-07-02,2025,7,2
T05736,ST06811,P08238,8,61719.44,2025-01-23,2025,1,23
T05737,ST03350,P09265,2,36490.08,2025-01-14,2025,1,14
T05738,ST09002,P03132,12,272623.68,2025-05-14,2025,5,14
T05739,ST09163,P08896,47,780384.71,2025-06-26,2025,6,26
T05740,ST05493,P05031,22,337953.0,2025-10-27,2025,10,27
T05741,ST09829,P01021,48,349208.64,2025-07-13,2025,7,13
T05742,ST00775,P04725,43,884907.32,2025-06-06,2025,6,6
T05743,ST04573,P09975,10,233893.7,2025-02-21,2025,2,21
T05744,ST06727,P06465,16,142026.72,2025-12-12,2025,12,12
T05745,ST04175,P06636,48,152204.16,2025-08-23,2025,8,23
T05746,ST06039,P01815,23,252186.03,2025-01-18,2025,1,18
T05747,ST01562,P02268,17,52710.88,2025-01-22,2025,1,22
T05748,ST02028,P06333,7,50416.03,2025-12-21,2025,12,21
T05749,ST03359,P00436,13,134444.31,2025-10-25,2025,10,25
T05750,ST09259,P06020,10,219050.0,2025-05-28,2025,5,28
T05751,ST00117,P04950,40,238917.6,2025-02-03,2025,2,3
T05752,ST05426,P02571,13,175569.03,2025-05-10,2025,5,10
T05753,ST03951,P02578,46,397855.38,2025-10-19,2025,10,19
